DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2019-10-29 00:00:00;12;4;6;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 00:15:00;10;4;10;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 00:30:00;4;5;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 00:45:00;9;7;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 01:00:00;12;4;9;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 01:15:00;11;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 01:30:00;6;4;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 01:45:00;6;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 02:00:00;7;5;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 02:15:00;3;1;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 02:30:00;10;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 02:45:00;6;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 03:00:00;6;1;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 03:15:00;7;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 03:30:00;3;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 03:45:00;11;4;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 04:00:00;10;1;8;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 04:15:00;7;2;5;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 04:30:00;14;6;6;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 04:45:00;12;9;14;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 05:00:00;36;18;16;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 05:15:00;65;29;31;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 05:30:00;83;42;39;71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 05:45:00;68;68;43;102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 06:00:00;73;80;37;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 06:15:00;83;62;49;126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 06:30:00;87;85;68;167;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 06:45:00;106;88;73;138;3;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 07:00:00;95;98;59;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 07:15:00;88;104;67;147;10;2;0;1;0;2;0;0;0;0;0;0;0;0;0;0
2019-10-29 07:30:00;109;112;71;166;7;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 07:45:00;102;106;83;170;8;2;0;0;9;4;0;0;0;0;0;0;0;0;0;0
2019-10-29 08:00:00;92;112;80;129;7;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 08:15:00;109;102;75;154;6;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0
2019-10-29 08:30:00;97;102;67;142;10;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2019-10-29 08:45:00;110;118;65;129;3;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 09:00:00;99;104;80;132;4;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0
2019-10-29 09:15:00;102;113;73;125;8;4;0;0;0;3;0;0;0;0;0;0;0;0;0;0
2019-10-29 09:30:00;112;131;67;127;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 09:45:00;107;123;61;143;2;3;0;0;2;1;1;0;0;0;0;0;0;0;0;0
2019-10-29 10:00:00;117;124;77;135;14;1;0;0;1;10;0;0;0;0;0;0;0;0;0;0
2019-10-29 10:15:00;100;118;66;110;3;2;0;0;6;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 10:30:00;117;139;65;139;3;8;0;0;11;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 10:45:00;121;111;73;125;2;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 11:00:00;130;137;73;157;9;37;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 11:15:00;98;135;68;145;4;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0
2019-10-29 11:30:00;106;110;85;143;14;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2019-10-29 11:45:00;97;102;77;147;16;4;0;1;77;3;3;0;0;0;0;0;0;0;0;0
2019-10-29 12:00:00;105;114;76;142;0;2;0;0;12;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 12:15:00;132;141;81;186;0;36;0;0;4;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 12:30:00;84;119;86;143;11;0;0;0;3;16;1;4;0;0;0;0;0;0;0;0
2019-10-29 12:45:00;93;110;98;164;3;5;0;0;12;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 13:00:00;117;132;100;177;7;5;0;0;14;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 13:15:00;118;116;86;166;15;13;0;0;8;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 13:30:00;93;105;66;159;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 13:45:00;115;123;77;163;3;6;0;0;3;18;0;0;0;0;0;0;0;0;0;0
2019-10-29 14:00:00;103;116;79;158;8;4;0;0;3;3;0;0;0;0;0;0;0;0;0;0
2019-10-29 14:15:00;107;135;105;210;4;0;0;0;2;5;1;0;0;0;0;0;0;0;0;0
2019-10-29 14:30:00;105;137;124;223;10;3;0;0;9;4;0;0;0;0;0;0;0;0;0;0
2019-10-29 14:45:00;109;134;87;165;3;5;0;0;5;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 15:00:00;126;143;97;197;6;13;7;0;45;1;19;0;0;0;0;0;0;0;0;0
2019-10-29 15:15:00;138;142;96;210;3;9;0;1;12;3;0;0;0;0;0;0;0;0;0;0
2019-10-29 15:30:00;133;137;131;225;11;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 15:45:00;140;154;100;234;12;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 16:00:00;143;164;99;230;29;1;0;0;3;11;0;0;0;0;0;0;0;0;0;0
2019-10-29 16:15:00;147;172;118;211;6;22;0;0;80;2;0;0;0;0;0;0;0;0;0;0
2019-10-29 16:30:00;129;114;124;195;12;10;0;0;13;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 16:45:00;156;168;110;173;7;7;0;0;24;3;0;0;0;0;0;0;0;0;0;0
2019-10-29 17:00:00;139;130;111;184;15;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 17:15:00;147;151;149;190;3;7;7;0;16;0;0;1;0;0;0;0;0;0;0;0
2019-10-29 17:30:00;121;120;97;179;7;11;0;0;18;1;0;0;0;0;0;0;0;0;0;0
2019-10-29 17:45:00;135;159;98;183;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 18:00:00;144;146;88;231;1;3;0;2;5;0;6;0;0;0;0;0;0;0;0;0
2019-10-29 18:15:00;131;147;90;208;1;23;0;0;8;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 18:30:00;96;117;86;187;0;19;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2019-10-29 18:45:00;110;115;74;187;8;9;1;0;9;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 19:00:00;90;89;89;155;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 19:15:00;101;90;72;123;6;17;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 19:30:00;72;71;81;117;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 19:45:00;51;74;68;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 20:00:00;61;65;70;132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 20:15:00;47;56;38;103;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 20:30:00;44;54;41;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 20:45:00;53;38;45;99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 21:00:00;34;28;42;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 21:15:00;67;49;49;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 21:30:00;61;48;35;77;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 21:45:00;44;35;34;84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 22:00:00;36;33;39;120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 22:15:00;39;39;37;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 22:30:00;27;23;29;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 22:45:00;28;28;28;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 23:00:00;19;20;22;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-10-29 23:15:00;18;17;18;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
