DATUM;1(DB1);2(DB2);3(DB3);4(DC1);5(DC2);6(DC3);7(DE1);8(DE2);9(DE3);10(DR2);11(DR3);12(TA1);13(TA2);14(TA3)
2020-10-29 00:00:00;2;4;0;5;2;3;1;0;0;0;0;0;0;0
2020-10-29 00:15:00;9;9;0;8;5;2;0;1;3;0;0;0;0;0
2020-10-29 00:30:00;5;8;0;6;3;0;1;0;1;0;0;0;0;0
2020-10-29 00:45:00;8;8;0;2;6;1;0;0;2;0;0;0;0;0
2020-10-29 01:00:00;4;9;0;0;6;1;0;1;1;0;0;0;0;0
2020-10-29 01:15:00;4;9;0;3;7;1;0;0;1;0;0;0;0;0
2020-10-29 01:30:00;3;3;0;5;7;0;0;1;1;0;0;0;0;0
2020-10-29 01:45:00;3;5;0;3;4;1;0;0;0;0;0;0;0;0
2020-10-29 02:00:00;3;1;0;2;4;0;0;0;0;0;0;0;0;0
2020-10-29 02:15:00;2;2;0;4;3;0;0;0;0;0;0;0;0;0
2020-10-29 02:30:00;1;6;0;3;3;0;0;0;0;0;0;0;0;0
2020-10-29 02:45:00;2;5;0;2;6;0;0;0;0;0;0;0;0;0
2020-10-29 03:00:00;0;2;0;4;1;4;0;1;0;0;0;0;0;0
2020-10-29 03:15:00;3;9;0;4;3;0;0;0;0;0;0;0;0;0
2020-10-29 03:30:00;5;4;0;4;13;1;0;0;0;0;0;0;0;0
2020-10-29 03:45:00;1;6;0;6;3;0;0;0;0;0;0;0;0;0
2020-10-29 04:00:00;7;4;0;0;5;1;0;0;1;0;0;0;0;0
2020-10-29 04:15:00;9;8;0;8;11;1;1;0;0;0;1;0;0;0
2020-10-29 04:30:00;8;20;0;7;16;2;1;2;0;0;0;0;0;0
2020-10-29 04:45:00;19;25;0;12;22;2;1;0;0;0;0;0;0;0
2020-10-29 05:00:00;38;42;0;18;18;1;1;0;0;0;0;0;0;0
2020-10-29 05:15:00;90;119;0;19;42;2;3;4;2;0;0;0;0;0
2020-10-29 05:30:00;99;125;0;27;47;6;2;3;1;1;0;0;0;0
2020-10-29 05:45:00;99;116;0;59;71;18;2;4;1;1;0;0;0;0
2020-10-29 06:00:00;57;89;2;47;92;18;3;1;2;1;0;0;1;0
2020-10-29 06:15:00;98;121;0;80;118;32;3;9;6;0;0;0;0;0
2020-10-29 06:30:00;117;167;0;75;108;36;3;13;2;7;0;0;0;0
2020-10-29 06:45:00;151;189;1;60;90;40;5;17;5;6;0;0;0;0
2020-10-29 07:00:00;136;178;1;85;106;52;8;16;3;4;0;0;0;0
2020-10-29 07:15:00;160;183;0;117;103;92;17;25;12;22;0;1;124;0
2020-10-29 07:30:00;141;157;0;121;91;118;51;45;18;16;1;9;2;0
2020-10-29 07:45:00;143;139;1;137;119;97;63;59;24;26;1;7;15;3
2020-10-29 08:00:00;162;195;2;80;76;73;16;36;13;6;5;1;0;1
2020-10-29 08:15:00;101;153;1;97;117;74;13;23;14;10;0;15;2;0
2020-10-29 08:30:00;116;145;2;98;113;57;12;21;8;16;0;2;7;7
2020-10-29 08:45:00;110;143;2;83;99;50;11;28;7;7;0;0;1;0
2020-10-29 09:00:00;99;152;5;87;117;56;12;20;11;5;0;0;0;0
2020-10-29 09:15:00;103;138;2;75;105;51;8;10;9;8;2;0;0;0
2020-10-29 09:30:00;100;159;2;87;109;68;11;31;15;8;1;3;3;5
2020-10-29 09:45:00;119;172;1;80;119;80;8;25;17;7;1;0;0;0
2020-10-29 10:00:00;102;155;2;92;109;60;15;25;14;7;2;1;2;0
2020-10-29 10:15:00;90;140;3;96;124;52;10;16;13;5;0;0;1;0
2020-10-29 10:30:00;74;157;2;84;108;45;21;28;19;5;2;0;0;0
