DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(DF1);7(DF2);8(DF3)
2020-01-31 00:00:00;4;4;1;1;3;0;0;2
2020-01-31 00:15:00;6;5;4;0;2;11;0;5
2020-01-31 00:30:00;1;1;2;3;3;0;0;0
2020-01-31 00:45:00;5;4;3;3;3;4;0;3
2020-01-31 01:00:00;2;2;2;0;1;1;0;0
2020-01-31 01:15:00;1;2;2;3;1;0;0;5
2020-01-31 01:30:00;3;2;1;3;2;1;0;1
2020-01-31 01:45:00;4;2;1;0;0;2;0;1
2020-01-31 02:00:00;5;3;2;3;2;1;0;0
2020-01-31 02:15:00;0;0;2;1;1;0;0;0
2020-01-31 02:30:00;2;1;0;1;2;1;0;1
2020-01-31 02:45:00;3;1;1;1;1;2;0;0
2020-01-31 03:00:00;2;1;0;0;3;2;0;0
2020-01-31 03:15:00;2;0;0;1;4;1;0;2
2020-01-31 03:30:00;2;1;1;2;1;1;0;0
2020-01-31 03:45:00;4;1;2;1;2;1;0;2
2020-01-31 04:00:00;3;2;0;2;3;1;0;0
2020-01-31 04:15:00;2;3;3;3;2;2;0;2
2020-01-31 04:30:00;6;7;3;1;2;3;0;0
2020-01-31 04:45:00;5;14;12;7;7;1;0;3
2020-01-31 05:00:00;9;13;26;3;7;15;0;5
2020-01-31 05:15:00;18;34;83;10;9;37;0;12
2020-01-31 05:30:00;26;39;58;21;13;29;0;23
2020-01-31 05:45:00;46;50;72;54;21;26;0;33
2020-01-31 06:00:00;28;30;70;41;28;18;0;14
2020-01-31 06:15:00;45;33;78;19;24;34;0;16
2020-01-31 06:30:00;59;43;101;34;42;41;0;36
2020-01-31 06:45:00;69;51;103;18;25;36;0;36
2020-01-31 07:00:00;70;46;87;23;37;34;0;39
2020-01-31 07:15:00;97;69;99;21;36;55;0;60
2020-01-31 07:30:00;112;75;93;32;55;44;0;69
2020-01-31 07:45:00;115;87;86;22;42;54;0;61
2020-01-31 08:00:00;75;63;105;25;93;49;0;53
2020-01-31 08:15:00;70;51;78;30;37;29;0;49
2020-01-31 08:30:00;71;37;42;31;41;34;0;39
2020-01-31 08:45:00;65;53;39;25;38;45;0;46
2020-01-31 09:00:00;52;41;45;28;36;28;0;27
2020-01-31 09:15:00;63;46;33;26;24;32;0;42
2020-01-31 09:30:00;51;37;28;24;67;31;0;34
2020-01-31 09:45:00;70;37;35;28;32;40;0;39
2020-01-31 10:00:00;52;39;31;23;41;28;0;25
2020-01-31 10:15:00;55;49;22;31;36;26;0;43
2020-01-31 10:30:00;58;41;30;34;44;22;0;30
2020-01-31 10:45:00;74;52;33;30;43;29;0;47
2020-01-31 11:00:00;79;41;26;34;44;41;0;43
2020-01-31 11:15:00;64;49;33;21;43;31;0;55
2020-01-31 11:30:00;72;53;27;41;41;43;0;39
2020-01-31 11:45:00;66;54;40;36;68;41;0;57
2020-01-31 12:00:00;81;54;31;44;44;48;0;73
2020-01-31 12:15:00;83;70;35;53;40;49;0;65
2020-01-31 12:30:00;63;70;26;53;88;46;0;74
2020-01-31 12:45:00;61;51;40;43;61;53;0;82
2020-01-31 13:00:00;71;63;39;44;44;55;0;81
2020-01-31 13:15:00;76;69;58;45;43;78;0;81
2020-01-31 13:30:00;56;48;60;37;40;67;0;61
2020-01-31 13:45:00;74;61;61;41;39;48;0;52
2020-01-31 14:00:00;64;63;39;49;65;32;0;59
2020-01-31 14:15:00;87;68;41;62;66;31;0;49
2020-01-31 14:30:00;75;63;31;68;98;42;0;56
2020-01-31 14:45:00;78;67;34;62;72;45;0;55
2020-01-31 15:00:00;92;57;32;56;61;39;0;59
2020-01-31 15:15:00;70;61;23;78;64;34;0;51
2020-01-31 15:30:00;70;50;26;49;60;49;0;58
2020-01-31 15:45:00;60;49;24;54;58;38;0;63
2020-01-31 16:00:00;65;60;27;71;55;39;0;46
2020-01-31 16:15:00;74;71;28;52;59;37;0;49
2020-01-31 16:30:00;64;48;25;38;42;30;0;44
2020-01-31 16:45:00;74;69;27;57;57;32;0;54
2020-01-31 17:00:00;63;49;29;41;45;45;0;60
2020-01-31 17:15:00;69;49;27;44;63;38;0;49
2020-01-31 17:30:00;56;52;26;51;40;38;0;53
2020-01-31 17:45:00;62;56;30;50;63;30;0;64
2020-01-31 18:00:00;68;41;30;51;41;29;0;47
2020-01-31 18:15:00;52;44;29;36;42;39;0;49
2020-01-31 18:30:00;62;45;22;47;39;30;0;43
2020-01-31 18:45:00;51;39;23;35;50;30;0;36
2020-01-31 19:00:00;40;35;25;26;28;28;0;35
2020-01-31 19:15:00;45;27;23;25;51;32;0;45
2020-01-31 19:30:00;38;19;19;41;26;21;0;23
2020-01-31 19:45:00;39;23;13;28;20;19;0;26
2020-01-31 20:00:00;38;27;19;24;19;27;0;24
2020-01-31 20:15:00;31;10;20;17;16;22;0;28
2020-01-31 20:30:00;44;27;16;25;13;18;0;33
2020-01-31 20:45:00;34;15;33;23;23;19;0;23
2020-01-31 21:00:00;35;19;38;22;23;17;0;22
2020-01-31 21:15:00;29;20;27;11;9;31;0;28
2020-01-31 21:30:00;32;15;27;29;26;17;0;16
2020-01-31 21:45:00;23;19;23;49;72;27;0;17
2020-01-31 22:00:00;29;21;17;75;63;19;0;17
2020-01-31 22:15:00;38;15;28;20;34;20;0;19
2020-01-31 22:30:00;23;13;10;22;15;15;0;17
2020-01-31 22:45:00;26;10;19;14;14;22;0;16
2020-01-31 23:00:00;12;12;18;9;7;21;0;10
2020-01-31 23:15:00;11;13;9;13;12;10;0;10
2020-01-31 23:30:00;17;16;12;9;6;19;0;10
2020-01-31 23:45:00;16;12;8;11;11;5;0;5
