DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2019-11-24 00:00:00;1;2;0;0;5;5;0;0
2019-11-24 00:15:00;7;11;0;0;9;6;0;0
2019-11-24 00:30:00;4;6;0;0;7;9;0;0
2019-11-24 00:45:00;8;8;0;0;1;3;0;0
2019-11-24 01:00:00;3;6;0;0;6;4;0;0
2019-11-24 01:15:00;3;7;0;0;10;6;0;0
2019-11-24 01:30:00;1;7;0;0;4;5;0;0
2019-11-24 01:45:00;2;4;0;0;2;1;0;0
2019-11-24 02:00:00;4;8;0;0;5;3;0;0
2019-11-24 02:15:00;1;5;0;0;4;4;0;0
2019-11-24 02:30:00;2;6;0;0;4;4;0;0
2019-11-24 02:45:00;3;3;0;0;1;4;0;0
2019-11-24 03:00:00;1;6;0;0;2;1;0;0
2019-11-24 03:15:00;1;0;0;0;3;9;0;0
2019-11-24 03:30:00;2;6;0;0;3;4;0;0
2019-11-24 03:45:00;1;2;0;0;2;0;0;0
2019-11-24 04:00:00;0;1;0;0;2;3;0;0
2019-11-24 04:15:00;1;1;0;0;1;2;0;0
2019-11-24 04:30:00;3;2;0;0;0;3;0;0
2019-11-24 04:45:00;1;1;0;0;0;1;0;0
2019-11-24 05:00:00;6;5;0;0;1;2;0;0
2019-11-24 05:15:00;1;4;0;0;5;2;0;0
2019-11-24 05:30:00;2;4;0;0;2;2;0;0
2019-11-24 05:45:00;2;4;0;0;2;5;0;0
2019-11-24 06:00:00;0;3;0;0;6;1;0;0
2019-11-24 06:15:00;2;2;0;0;1;2;0;0
2019-11-24 06:30:00;2;2;0;0;2;0;0;0
2019-11-24 06:45:00;1;1;0;0;1;2;0;0
2019-11-24 07:00:00;0;4;0;0;1;1;0;0
2019-11-24 07:15:00;3;3;0;0;1;1;0;0
2019-11-24 07:30:00;2;3;0;0;0;3;0;0
2019-11-24 07:45:00;4;6;0;0;0;3;0;0
2019-11-24 08:00:00;5;4;0;0;6;4;0;0
2019-11-24 08:15:00;7;6;0;0;5;5;0;0
2019-11-24 08:30:00;9;5;0;0;3;3;0;0
2019-11-24 08:45:00;7;14;0;0;3;3;0;0
2019-11-24 09:00:00;10;11;0;0;11;7;0;0
2019-11-24 09:15:00;10;11;0;0;3;3;0;0
2019-11-24 09:30:00;19;18;1;0;5;6;0;0
2019-11-24 09:45:00;8;28;0;0;12;6;0;0
2019-11-24 10:00:00;14;17;0;0;9;10;0;0
2019-11-24 10:15:00;12;15;0;0;12;7;0;0
2019-11-24 10:30:00;17;15;0;0;14;8;0;0
2019-11-24 10:45:00;21;20;0;0;16;3;0;0
2019-11-24 11:00:00;20;16;0;0;22;18;0;0
2019-11-24 11:15:00;15;29;0;0;14;7;0;0
2019-11-24 11:30:00;12;22;2;0;13;21;0;0
2019-11-24 11:45:00;11;19;1;0;22;12;0;0
2019-11-24 12:00:00;8;16;0;0;18;16;2;0
2019-11-24 12:15:00;16;19;0;0;15;9;0;0
2019-11-24 12:30:00;17;17;1;0;13;12;0;0
2019-11-24 12:45:00;13;17;0;0;14;5;0;0
2019-11-24 13:00:00;16;16;0;0;15;22;0;0
2019-11-24 13:15:00;14;23;0;0;25;15;0;0
2019-11-24 13:30:00;22;22;0;0;17;18;0;0
2019-11-24 13:45:00;15;21;0;0;22;17;0;0
2019-11-24 14:00:00;27;28;1;0;36;19;0;0
2019-11-24 14:15:00;23;34;0;0;23;21;0;0
2019-11-24 14:30:00;21;32;1;0;31;18;2;0
2019-11-24 14:45:00;28;25;0;0;22;23;0;0
2019-11-24 15:00:00;17;19;0;0;28;12;0;0
2019-11-24 15:15:00;19;25;0;0;14;5;0;0
2019-11-24 15:30:00;20;16;2;0;19;15;0;0
2019-11-24 15:45:00;12;28;1;0;25;9;0;0
2019-11-24 16:00:00;17;16;1;0;21;10;0;0
2019-11-24 16:15:00;23;30;0;0;19;8;0;0
2019-11-24 16:30:00;18;30;0;0;32;21;0;0
2019-11-24 16:45:00;21;24;0;0;16;15;0;0
2019-11-24 17:00:00;16;17;2;0;18;11;0;0
2019-11-24 17:15:00;24;21;0;0;23;9;0;0
2019-11-24 17:30:00;14;18;0;0;15;15;0;0
2019-11-24 17:45:00;21;19;0;0;22;12;0;0
2019-11-24 18:00:00;26;22;0;0;14;9;0;0
2019-11-24 18:15:00;19;18;0;0;21;19;0;0
2019-11-24 18:30:00;21;17;0;0;18;12;0;0
2019-11-24 18:45:00;9;16;1;0;16;9;0;0
2019-11-24 19:00:00;11;15;1;0;15;8;0;0
2019-11-24 19:15:00;10;17;0;0;15;13;0;0
2019-11-24 19:30:00;11;19;0;0;13;11;0;0
2019-11-24 19:45:00;7;6;1;0;14;5;0;0
2019-11-24 20:00:00;9;8;0;0;15;10;0;0
2019-11-24 20:15:00;12;6;0;0;13;7;0;0
2019-11-24 20:30:00;8;11;0;0;11;9;0;0
2019-11-24 20:45:00;5;7;0;0;6;8;0;0
