DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DD1);31(DB2);32(TARDD);33(TAFGA);34(TAFGC);35(TAFBA);36(TAFBB);37(TAFBC);38(TAFBD)
2020-07-11 00:00:00;11;1;1;2;15;0;7;3;0;0;0;0;0;0;0
2020-07-11 00:15:00;16;2;4;4;25;5;5;11;0;0;0;0;0;0;0
2020-07-11 00:30:00;14;1;5;8;19;2;10;11;0;0;0;0;0;0;0
2020-07-11 00:45:00;10;3;7;10;11;2;8;11;0;0;0;0;0;0;0
2020-07-11 01:00:00;14;1;3;4;10;0;5;8;0;0;0;0;0;0;0
2020-07-11 01:15:00;10;2;4;2;15;0;3;6;0;0;0;0;0;0;0
2020-07-11 01:30:00;9;1;4;1;8;0;2;6;0;0;1;0;0;0;0
2020-07-11 01:45:00;10;1;6;2;8;1;3;8;0;0;0;0;0;0;0
2020-07-11 02:00:00;8;1;3;3;9;2;3;7;0;0;0;0;0;0;0
2020-07-11 02:15:00;6;1;3;3;4;0;1;8;0;0;0;0;0;0;0
2020-07-11 02:30:00;3;0;1;0;6;4;3;2;0;2;1;5;0;0;0
2020-07-11 02:45:00;6;0;5;3;11;3;3;7;0;0;0;0;0;0;0
2020-07-11 03:00:00;8;0;2;2;6;1;4;3;0;0;0;0;0;0;0
2020-07-11 03:15:00;7;3;2;2;9;1;1;4;0;0;0;0;0;0;0
2020-07-11 03:30:00;2;0;2;6;4;0;0;6;0;0;0;0;0;0;0
2020-07-11 03:45:00;6;2;5;2;6;0;1;8;0;0;0;0;0;0;0
2020-07-11 04:00:00;4;0;4;1;4;0;3;7;0;0;0;0;0;0;0
2020-07-11 04:15:00;7;0;5;0;4;0;1;2;0;1;0;0;0;0;0
2020-07-11 04:30:00;7;0;2;1;2;1;2;1;0;0;0;0;0;0;0
2020-07-11 04:45:00;13;1;2;1;6;0;1;4;0;0;0;0;0;0;0
2020-07-11 05:00:00;6;0;2;1;5;0;2;3;0;0;0;0;0;0;0
2020-07-11 05:15:00;16;2;4;2;7;1;7;5;0;0;1;0;0;0;0
2020-07-11 05:30:00;20;2;8;4;6;0;12;11;0;0;0;0;0;0;0
2020-07-11 05:45:00;28;2;19;5;12;3;14;10;0;0;0;0;0;0;0
2020-07-11 06:00:00;20;0;12;7;16;7;6;9;0;0;0;0;0;0;0
2020-07-11 06:15:00;24;2;8;1;11;4;11;8;0;0;0;0;0;0;0
2020-07-11 06:30:00;26;2;5;6;18;0;14;7;0;0;0;0;0;0;0
2020-07-11 06:45:00;35;0;11;3;10;3;25;15;0;0;0;0;0;0;0
2020-07-11 07:00:00;39;0;4;4;17;5;13;6;0;0;0;0;0;0;0
2020-07-11 07:15:00;37;0;11;8;26;2;15;12;0;0;0;0;0;0;0
2020-07-11 07:30:00;53;3;14;11;29;3;23;23;0;0;0;0;0;0;0
2020-07-11 07:45:00;45;2;14;8;27;9;28;17;0;0;0;0;0;0;0
2020-07-11 08:00:00;51;2;17;5;27;1;23;20;0;0;0;0;0;0;0
2020-07-11 08:15:00;65;1;19;9;28;5;25;20;0;0;0;0;0;0;0
2020-07-11 08:30:00;81;5;15;14;40;9;36;23;0;0;0;0;0;0;0
2020-07-11 08:45:00;87;7;25;31;42;12;34;30;0;0;0;0;0;0;0
2020-07-11 09:00:00;83;5;28;13;37;9;40;31;0;1;0;0;0;0;0
2020-07-11 09:15:00;113;7;23;14;44;7;29;22;0;0;0;0;0;0;0
2020-07-11 09:30:00;98;8;27;13;56;10;40;21;0;0;1;0;0;0;0
2020-07-11 09:45:00;115;7;29;31;62;9;30;40;0;0;0;0;0;0;0
2020-07-11 10:00:00;115;9;27;29;59;10;36;42;0;1;0;0;0;0;0
2020-07-11 10:15:00;147;5;35;41;60;10;44;40;0;2;0;0;0;0;0
2020-07-11 10:30:00;127;6;39;32;66;13;52;35;0;1;0;0;1;0;0
2020-07-11 10:45:00;159;5;30;35;64;13;45;41;0;0;0;0;0;0;0
2020-07-11 11:00:00;129;11;31;32;76;11;50;33;0;3;2;0;0;0;0
2020-07-11 11:15:00;135;8;31;27;95;15;60;39;0;4;3;0;0;0;0
2020-07-11 11:30:00;138;12;33;41;120;12;59;40;0;1;2;0;0;2;0
2020-07-11 11:45:00;107;11;28;44;85;10;40;41;0;4;0;0;3;0;0
2020-07-11 12:00:00;124;8;36;33;88;7;44;33;0;0;1;0;0;0;0
2020-07-11 12:15:00;132;8;31;39;95;13;42;39;0;0;0;0;0;0;0
2020-07-11 12:30:00;134;5;34;39;95;6;47;27;0;0;0;0;4;0;0
2020-07-11 12:45:00;121;8;34;42;88;10;32;29;0;1;1;2;0;1;0
2020-07-11 13:00:00;123;9;32;43;114;9;35;32;0;0;1;0;0;0;0
2020-07-11 13:15:00;113;5;33;33;129;6;44;32;0;1;0;0;0;0;0
2020-07-11 13:30:00;140;8;31;34;122;11;47;34;0;7;0;0;0;0;0
2020-07-11 13:45:00;134;15;36;31;114;11;51;38;0;0;0;0;0;0;0
2020-07-11 14:00:00;120;3;37;30;118;7;46;26;0;0;0;0;3;0;0
2020-07-11 14:15:00;140;3;40;33;122;6;55;38;0;0;0;0;0;0;0
2020-07-11 14:30:00;119;6;41;30;123;6;48;34;0;1;20;0;0;0;0
2020-07-11 14:45:00;128;11;38;30;108;6;52;34;0;1;4;0;0;0;0
2020-07-11 15:00:00;150;12;36;31;99;7;50;30;0;0;1;0;0;0;0
2020-07-11 15:15:00;124;7;35;31;97;6;55;34;0;0;0;0;0;0;0
2020-07-11 15:30:00;131;7;32;29;107;9;38;34;0;2;1;0;0;0;0
2020-07-11 15:45:00;138;6;31;26;113;9;40;32;0;1;0;0;0;0;0
2020-07-11 16:00:00;142;4;34;28;119;16;34;33;0;0;1;0;0;0;0
2020-07-11 16:15:00;106;6;23;29;102;9;43;27;0;0;6;0;0;7;0
2020-07-11 16:30:00;110;1;34;21;106;9;39;31;0;2;3;0;0;0;0
2020-07-11 16:45:00;109;8;21;26;112;12;33;27;0;2;0;0;2;0;0
2020-07-11 17:00:00;120;0;19;29;114;8;50;25;0;0;0;0;0;0;0
2020-07-11 17:15:00;103;4;30;22;116;5;36;28;0;0;0;0;0;0;0
2020-07-11 17:30:00;104;8;25;25;99;10;30;30;0;0;0;0;0;0;0
2020-07-11 17:45:00;123;2;29;25;121;17;50;31;0;4;1;0;0;0;0
2020-07-11 18:00:00;94;3;24;25;108;12;36;19;0;0;1;0;0;0;0
2020-07-11 18:15:00;102;6;16;18;112;5;23;23;0;0;1;0;0;0;0
2020-07-11 18:30:00;103;3;22;13;88;8;30;20;0;0;0;0;0;0;0
2020-07-11 18:45:00;83;5;29;19;97;10;41;29;0;0;5;0;0;0;0
2020-07-11 19:00:00;90;3;19;17;109;9;26;21;0;3;1;0;0;0;0
2020-07-11 19:15:00;64;3;25;11;80;14;20;24;0;0;1;0;0;3;0
2020-07-11 19:30:00;70;4;14;11;78;5;19;15;0;0;0;0;0;0;0
2020-07-11 19:45:00;55;4;23;11;75;6;13;21;0;0;0;0;1;0;0
2020-07-11 20:00:00;69;6;16;6;90;8;26;15;0;0;0;0;0;0;0
2020-07-11 20:15:00;59;2;14;7;73;10;22;15;0;0;1;0;0;0;0
2020-07-11 20:30:00;58;1;12;5;56;5;12;17;0;0;0;0;0;0;0
2020-07-11 20:45:00;59;1;10;6;42;1;18;11;0;0;0;0;0;0;0
2020-07-11 21:00:00;63;4;11;8;41;2;21;17;0;1;4;3;0;24;0
2020-07-11 21:15:00;49;4;15;9;40;10;16;16;0;0;0;0;0;0;0
2020-07-11 21:30:00;49;1;7;13;44;3;26;14;0;0;0;0;0;0;0
2020-07-11 21:45:00;63;0;6;8;40;6;15;6;0;0;0;0;0;0;0
2020-07-11 22:00:00;32;2;9;5;37;8;21;16;0;0;1;0;0;0;0
2020-07-11 22:15:00;38;0;6;7;38;4;19;11;0;0;1;0;0;0;0
2020-07-11 22:30:00;29;4;11;6;41;3;9;13;0;0;2;0;0;0;0
2020-07-11 22:45:00;40;2;5;5;38;6;17;8;0;1;0;0;0;0;0
2020-07-11 23:00:00;36;1;8;6;44;4;15;10;0;0;4;0;0;0;0
2020-07-11 23:15:00;32;2;7;1;29;1;12;6;0;0;0;0;0;0;0
2020-07-11 23:30:00;24;2;6;5;28;1;11;10;0;0;0;0;0;0;0
2020-07-11 23:45:00;36;1;7;5;26;4;12;11;0;0;0;0;0;0;0
