DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-02-10 00:00:00;7;4;1;2;3;11;2
2020-02-10 00:15:00;7;5;1;4;3;13;5
2020-02-10 00:30:00;10;5;0;1;1;7;2
2020-02-10 00:45:00;6;4;0;1;3;8;4
2020-02-10 01:00:00;1;0;0;0;2;8;1
2020-02-10 01:15:00;2;1;0;2;2;9;5
2020-02-10 01:30:00;5;2;0;0;0;0;1
2020-02-10 01:45:00;4;5;0;1;2;5;1
2020-02-10 02:00:00;7;3;0;2;2;4;2
2020-02-10 02:15:00;5;6;0;2;2;5;2
2020-02-10 02:30:00;9;9;0;5;7;7;4
2020-02-10 02:45:00;6;3;1;2;3;3;1
2020-02-10 03:00:00;4;3;0;1;1;3;1
2020-02-10 03:15:00;1;2;0;0;0;10;3
2020-02-10 03:30:00;6;5;0;2;4;10;1
2020-02-10 03:45:00;10;5;0;0;1;8;1
2020-02-10 04:00:00;4;4;0;1;1;5;1
2020-02-10 04:15:00;7;7;0;1;1;15;3
2020-02-10 04:30:00;11;7;0;5;4;25;9
2020-02-10 04:45:00;19;17;1;9;12;41;32
2020-02-10 05:00:00;31;26;2;7;6;100;89
2020-02-10 05:15:00;43;25;0;9;7;164;105
2020-02-10 05:30:00;53;36;1;8;16;114;103
2020-02-10 05:45:00;49;49;5;11;18;131;114
2020-02-10 06:00:00;61;68;5;12;23;138;127
2020-02-10 06:15:00;72;52;4;9;51;152;152
2020-02-10 06:30:00;76;76;7;14;20;157;183
2020-02-10 06:45:00;73;70;4;15;24;162;164
2020-02-10 07:00:00;68;43;4;14;28;145;144
2020-02-10 07:15:00;57;66;2;16;38;157;155
2020-02-10 07:30:00;71;60;7;14;45;125;153
2020-02-10 07:45:00;81;76;10;14;36;125;151
2020-02-10 08:00:00;71;58;5;11;30;114;139
2020-02-10 08:15:00;59;56;4;8;27;108;111
2020-02-10 08:30:00;72;59;3;12;22;101;114
2020-02-10 08:45:00;76;51;4;12;21;93;98
2020-02-10 09:00:00;78;49;6;13;30;94;105
2020-02-10 09:15:00;66;47;3;13;26;73;82
2020-02-10 09:30:00;74;49;5;12;21;70;74
2020-02-10 09:45:00;69;41;8;10;18;91;77
2020-02-10 10:00:00;83;53;2;8;21;92;80
2020-02-10 10:15:00;74;57;9;13;34;73;77
2020-02-10 10:30:00;85;44;3;11;24;73;74
2020-02-10 10:45:00;75;40;4;10;19;68;50
2020-02-10 11:00:00;98;51;7;11;19;65;66
2020-02-10 11:15:00;85;46;5;12;27;61;60
2020-02-10 11:30:00;86;58;8;11;29;70;66
2020-02-10 11:45:00;91;60;2;19;26;70;51
2020-02-10 12:00:00;95;59;3;15;32;85;72
2020-02-10 12:15:00;112;76;10;16;33;77;67
2020-02-10 12:30:00;102;70;4;15;28;88;90
2020-02-10 12:45:00;86;41;3;5;32;84;80
2020-02-10 13:00:00;115;76;4;13;27;97;122
2020-02-10 13:15:00;96;70;6;14;28;118;111
2020-02-10 13:30:00;82;69;11;22;30;127;140
2020-02-10 13:45:00;124;84;3;14;24;117;110
2020-02-10 14:00:00;132;86;2;18;36;81;86
2020-02-10 14:15:00;191;138;12;7;34;90;81
2020-02-10 14:30:00;200;143;5;16;37;79;78
2020-02-10 14:45:00;170;136;7;20;30;93;92
2020-02-10 15:00:00;157;121;8;14;42;86;72
2020-02-10 15:15:00;196;140;2;14;35;79;76
2020-02-10 15:30:00;182;156;9;26;45;90;96
2020-02-10 15:45:00;169;145;7;17;46;85;93
2020-02-10 16:00:00;181;151;4;28;29;85;77
2020-02-10 16:15:00;191;194;12;23;42;104;88
2020-02-10 16:30:00;137;114;5;11;43;74;61
2020-02-10 16:45:00;
2020-02-10 17:00:00;
2020-02-10 17:15:00;51;30;1;6;10;12;17
2020-02-10 17:30:00;161;152;9;21;42;82;98
2020-02-10 17:45:00;144;157;8;19;27;97;100
2020-02-10 18:00:00;136;115;6;13;34;80;69
2020-02-10 18:15:00;139;118;10;15;38;63;58
2020-02-10 18:30:00;107;97;4;15;27;63;70
2020-02-10 18:45:00;100;63;5;11;20;48;51
2020-02-10 19:00:00;82;67;6;10;22;57;68
2020-02-10 19:15:00;75;50;0;7;13;45;39
2020-02-10 19:30:00;61;52;3;8;20;40;28
2020-02-10 19:45:00;58;51;2;1;8;30;21
2020-02-10 20:00:00;62;33;3;5;16;45;41
2020-02-10 20:15:00;61;29;2;5;12;46;29
2020-02-10 20:30:00;41;25;4;7;16;44;23
2020-02-10 20:45:00;52;25;3;10;14;54;47
2020-02-10 21:00:00;48;27;6;12;20;99;87
2020-02-10 21:15:00;43;35;1;9;12;91;89
2020-02-10 21:30:00;44;30;9;10;18;46;36
2020-02-10 21:45:00;102;76;5;6;13;31;12
2020-02-10 22:00:00;145;92;3;11;16;32;25
2020-02-10 22:15:00;106;82;5;11;22;26;29
2020-02-10 22:30:00;34;25;3;4;9;23;21
2020-02-10 22:45:00;28;16;3;7;17;19;7
2020-02-10 23:00:00;30;14;4;4;13;13;5
2020-02-10 23:15:00;11;5;0;4;7;21;8
2020-02-10 23:30:00;13;4;0;3;4;13;6
2020-02-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
