DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-06-08 00:00:00;5;1;2;2;3;3;4;3;1;2;3;1;2
2020-06-08 00:15:00;8;2;1;2;4;6;6;4;1;1;3;0;1
2020-06-08 00:30:00;6;2;1;2;0;2;5;3;1;5;3;0;1
2020-06-08 00:45:00;2;0;1;2;6;6;7;2;1;2;0;0;1
2020-06-08 01:00:00;2;3;1;2;4;4;6;2;2;0;1;0;1
2020-06-08 01:15:00;2;0;2;2;1;9;10;7;4;2;3;2;2
2020-06-08 01:30:00;2;2;3;0;1;8;8;0;0;3;5;0;3
2020-06-08 01:45:00;2;0;0;0;2;6;6;1;1;1;1;0;0
2020-06-08 02:00:00;3;0;0;0;3;9;2;1;0;4;5;0;0
2020-06-08 02:15:00;4;2;2;2;1;7;1;0;0;1;1;0;2
2020-06-08 02:30:00;3;0;0;0;1;7;6;1;0;1;2;0;0
2020-06-08 02:45:00;4;2;2;0;2;10;8;0;0;2;2;0;3
2020-06-08 03:00:00;4;2;1;1;1;6;5;1;0;5;2;0;1
2020-06-08 03:15:00;7;2;0;2;0;6;3;0;0;2;5;0;0
2020-06-08 03:30:00;5;3;1;2;2;7;4;1;1;0;3;3;1
2020-06-08 03:45:00;8;1;2;1;2;7;4;1;1;4;6;0;2
2020-06-08 04:00:00;4;3;1;0;2;6;6;0;0;3;2;0;1
2020-06-08 04:15:00;8;5;0;1;3;11;11;1;1;1;3;1;0
2020-06-08 04:30:00;10;2;0;5;10;22;13;3;3;0;1;0;0
2020-06-08 04:45:00;19;4;3;3;5;19;15;5;3;1;0;0;3
2020-06-08 05:00:00;25;10;2;5;2;23;19;4;3;3;5;1;2
2020-06-08 05:15:00;24;25;7;18;22;30;34;14;6;1;1;0;7
2020-06-08 05:30:00;37;24;6;19;33;48;42;19;8;8;5;3;6
2020-06-08 05:45:00;33;33;5;23;26;52;52;21;14;11;5;2;6
2020-06-08 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 06:15:00;49;37;8;33;42;69;51;29;23;16;9;2;7
2020-06-08 06:30:00;55;52;14;44;54;83;85;42;29;22;12;7;12
2020-06-08 06:45:00;52;62;12;58;36;115;118;60;35;30;23;5;10
2020-06-08 07:00:00;55;45;16;41;38;89;87;51;37;33;15;4;15
2020-06-08 07:15:00;67;72;16;45;49;86;99;49;35;34;29;15;16
2020-06-08 07:30:00;63;70;20;43;43;99;100;57;41;41;26;15;19
2020-06-08 07:45:00;64;65;20;64;41;100;114;69;48;39;23;16;10
2020-06-08 08:00:00;56;54;24;53;42;94;88;44;30;24;16;13;23
2020-06-08 08:15:00;63;62;13;44;33;85;87;50;38;39;22;10;13
2020-06-08 08:30:00;58;54;18;42;34;93;88;51;39;36;29;10;15
2020-06-08 08:45:00;73;70;18;55;35;90;87;55;36;46;31;12;20
2020-06-08 09:00:00;68;51;16;56;26;96;87;49;41;44;36;22;17
2020-06-08 09:15:00;83;70;19;76;32;90;92;66;46;52;32;14;16
2020-06-08 09:30:00;82;59;26;82;36;98;88;57;43;58;48;16;25
2020-06-08 09:45:00;87;75;24;88;38;108;88;76;49;64;44;30;21
2020-06-08 10:00:00;78;73;20;71;34;101;87;67;51;60;52;25;21
2020-06-08 10:15:00;100;76;35;90;36;95;101;66;67;84;66;28;33
2020-06-08 10:30:00;92;74;27;82;42;123;105;72;55;84;67;34;26
2020-06-08 10:45:00;89;80;29;86;32;105;98;77;55;83;62;29;27
2020-06-08 11:00:00;73;59;19;76;36;88;88;71;60;78;59;35;20
2020-06-08 11:15:00;83;78;34;83;38;97;83;63;48;104;75;32;27
2020-06-08 11:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
