DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-11-19 00:00:00;3;3;0;0;0;1;4;4;2;1;0;0
2020-11-19 00:15:00;6;5;1;1;2;3;7;6;2;5;0;0
2020-11-19 00:30:00;3;2;0;1;2;5;6;2;0;0;0;0
2020-11-19 00:45:00;4;1;1;0;1;8;9;5;1;6;0;0
2020-11-19 01:00:00;3;1;1;1;2;2;2;1;1;0;0;0
2020-11-19 01:15:00;0;1;1;1;2;5;5;2;2;1;0;0
2020-11-19 01:30:00;1;1;0;0;0;1;1;0;2;1;0;0
2020-11-19 01:45:00;1;1;0;0;0;1;1;1;0;1;0;0
2020-11-19 02:00:00;5;2;0;0;0;1;1;1;2;4;0;0
2020-11-19 02:15:00;1;3;0;0;0;3;6;4;2;0;0;0
2020-11-19 02:30:00;4;2;0;0;1;3;4;4;3;2;0;0
2020-11-19 02:45:00;1;0;1;2;2;1;1;1;0;0;0;0
2020-11-19 03:00:00;2;1;0;0;0;2;1;2;1;0;0;0
2020-11-19 03:15:00;5;4;1;2;2;2;2;1;1;0;0;0
2020-11-19 03:30:00;4;2;1;0;1;1;0;0;2;0;0;0
2020-11-19 03:45:00;1;1;0;2;1;2;1;0;4;2;0;0
2020-11-19 04:00:00;5;3;0;0;0;6;7;5;3;1;0;0
2020-11-19 04:15:00;3;3;0;0;1;6;1;0;3;1;0;0
2020-11-19 04:30:00;5;5;0;2;2;5;9;4;8;3;0;0
2020-11-19 04:45:00;12;4;0;3;2;8;7;6;9;2;0;0
2020-11-19 05:00:00;27;10;1;3;5;18;16;0;16;5;0;0
2020-11-19 05:15:00;40;21;1;7;7;42;36;4;24;4;0;0
2020-11-19 05:30:00;50;24;3;5;7;45;43;18;52;8;2;17
2020-11-19 05:45:00;58;31;1;5;5;54;61;21;31;13;1;2
2020-11-19 06:00:00;45;30;1;5;11;65;58;35;36;9;2;1
2020-11-19 06:15:00;61;33;4;9;11;63;86;40;40;13;2;6
2020-11-19 06:30:00;63;34;1;9;11;107;101;57;47;24;4;5
2020-11-19 06:45:00;52;31;2;14;19;103;121;89;54;30;3;7
2020-11-19 07:00:00;49;30;2;16;21;136;126;82;70;23;5;16
2020-11-19 07:15:00;57;37;1;13;24;230;157;126;70;23;4;44
2020-11-19 07:30:00;69;36;1;18;23;184;135;102;86;25;6;10
2020-11-19 07:45:00;74;54;8;18;17;131;100;88;85;30;5;9
2020-11-19 08:00:00;64;31;8;18;18;101;95;71;64;15;3;22
2020-11-19 08:15:00;57;30;2;16;18;98;86;96;63;26;7;34
2020-11-19 08:30:00;65;37;4;10;9;82;94;55;50;17;5;1
2020-11-19 08:45:00;54;27;11;8;11;86;78;56;76;17;4;2
2020-11-19 09:00:00;62;26;0;9;7;74;70;38;43;16;1;0
2020-11-19 09:15:00;51;28;3;12;12;65;73;65;51;17;1;9
2020-11-19 09:30:00;68;40;5;10;12;61;70;48;57;16;0;0
2020-11-19 09:45:00;53;37;1;12;14;72;75;62;62;14;6;4
2020-11-19 10:00:00;67;40;5;10;11;67;83;60;64;19;10;2
2020-11-19 10:15:00;51;35;3;9;14;76;67;41;73;20;4;2
2020-11-19 10:30:00;59;56;2;10;12;69;78;58;64;19;2;1
2020-11-19 10:45:00;68;41;2;12;8;72;72;47;72;14;2;5
2020-11-19 11:00:00;68;44;6;10;11;53;63;57;65;18;6;6
2020-11-19 11:15:00;67;44;1;6;8;59;58;56;73;28;4;17
2020-11-19 11:30:00;75;42;3;13;14;59;73;54;72;17;9;21
2020-11-19 11:45:00;68;49;4;15;15;69;76;61;57;13;3;7
2020-11-19 12:00:00;72;43;8;17;20;61;69;37;54;15;3;0
2020-11-19 12:15:00;80;49;5;5;11;58;65;49;70;22;1;1
2020-11-19 12:30:00;75;45;5;10;19;75;77;54;82;27;3;0
2020-11-19 12:45:00;60;48;4;10;12;70;69;54;72;20;3;2
2020-11-19 13:00:00;94;62;6;11;10;54;76;46;95;17;1;0
2020-11-19 13:15:00;97;70;4;20;22;83;79;47;101;25;8;3
2020-11-19 13:30:00;87;74;6;11;15;89;79;59;73;30;1;2
2020-11-19 13:45:00;72;47;2;9;10;64;73;47;84;13;1;1
2020-11-19 14:00:00;101;59;6;12;13;90;70;66;82;18;3;6
2020-11-19 14:15:00;97;53;5;10;12;92;71;77;89;28;1;12
2020-11-19 14:30:00;104;66;6;16;16;98;68;61;80;23;6;3
2020-11-19 14:45:00;102;61;5;13;17;79;78;63;86;15;4;9
2020-11-19 15:00:00;104;66;10;14;17;80;64;51;98;24;4;15
2020-11-19 15:15:00;110;67;10;20;23;87;63;57;99;25;4;57
2020-11-19 15:30:00;126;76;9;22;27;96;51;73;97;18;7;6
2020-11-19 15:45:00;126;76;12;15;21;99;69;61;89;8;3;19
2020-11-19 16:00:00;130;82;13;17;21;94;78;66;95;25;3;54
2020-11-19 16:15:00;134;100;7;21;28;106;76;52;110;15;6;13
2020-11-19 16:30:00;132;102;6;26;26;118;71;69;115;17;5;3
2020-11-19 16:45:00;114;88;3;12;18;92;87;73;107;20;9;8
2020-11-19 17:00:00;141;98;9;25;25;119;63;70;130;20;3;1
2020-11-19 17:15:00;103;80;7;17;22;93;68;79;110;20;1;5
2020-11-19 17:30:00;127;74;6;18;16;88;78;56;81;20;4;6
2020-11-19 17:45:00;82;51;5;14;20;67;67;50;81;15;6;0
2020-11-19 18:00:00;100;53;6;5;9;84;65;56;75;11;4;3
2020-11-19 18:15:00;76;43;9;6;13;49;45;51;72;11;1;0
2020-11-19 18:30:00;70;33;7;7;10;60;61;48;72;12;8;6
2020-11-19 18:45:00;64;28;3;9;12;45;64;47;52;11;4;10
2020-11-19 19:00:00;50;30;2;4;7;52;40;31;37;9;1;0
2020-11-19 19:15:00;44;27;7;5;11;43;50;31;30;15;1;0
2020-11-19 19:30:00;45;26;2;6;10;47;45;27;25;12;1;0
2020-11-19 19:45:00;45;14;3;7;10;36;47;40;30;15;1;0
2020-11-19 20:00:00;31;23;2;7;9;32;54;36;32;19;0;0
2020-11-19 20:15:00;31;22;1;4;4;47;36;28;24;9;1;3
2020-11-19 20:30:00;31;8;4;4;8;36;43;28;16;9;0;0
2020-11-19 20:45:00;25;15;4;4;12;23;28;18;34;10;0;0
2020-11-19 21:00:00;26;17;1;0;1;23;27;22;31;8;0;0
2020-11-19 21:15:00;39;24;2;7;10;18;16;14;16;14;0;0
2020-11-19 21:30:00;38;16;1;4;7;22;35;29;27;9;0;0
2020-11-19 21:45:00;19;19;4;1;7;16;21;15;16;7;0;0
2020-11-19 22:00:00;24;14;1;3;4;27;29;32;5;11;1;0
2020-11-19 22:15:00;16;9;1;5;7;27;21;16;17;8;0;0
2020-11-19 22:30:00;20;8;1;3;6;13;11;5;10;5;0;0
2020-11-19 22:45:00;14;3;2;2;4;13;14;10;8;4;0;0
2020-11-19 23:00:00;7;4;3;1;4;10;12;7;6;9;0;0
2020-11-19 23:15:00;8;4;0;1;2;7;9;5;10;1;0;0
2020-11-19 23:30:00;5;3;4;0;3;2;11;9;3;7;0;0
2020-11-19 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
