DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-05-21 00:00:00;11;9;17;7;7;5;9;3;3;8;0;0;0;0
2020-05-21 00:15:00;7;5;17;1;14;8;10;1;7;8;0;0;0;0
2020-05-21 00:30:00;9;8;14;1;5;7;8;1;5;6;0;0;0;0
2020-05-21 00:45:00;2;4;9;4;4;5;5;1;3;4;0;0;0;0
2020-05-21 01:00:00;6;4;12;4;11;2;2;0;7;3;0;0;0;0
2020-05-21 01:15:00;4;9;13;2;10;5;4;2;1;3;0;0;0;0
2020-05-21 01:30:00;10;5;9;1;4;2;2;2;3;6;0;0;0;0
2020-05-21 01:45:00;1;4;6;0;5;7;2;0;2;2;0;0;0;0
2020-05-21 02:00:00;6;1;4;0;3;5;4;1;2;1;0;0;0;0
2020-05-21 02:15:00;3;3;5;1;1;2;2;0;2;0;0;0;0;0
2020-05-21 02:30:00;2;2;1;0;0;2;0;0;2;1;0;0;0;0
2020-05-21 02:45:00;3;4;4;0;1;2;1;1;1;2;0;0;0;0
2020-05-21 03:00:00;1;0;1;0;0;3;0;0;1;3;0;0;0;0
2020-05-21 03:15:00;4;2;3;0;1;2;4;1;4;2;0;0;0;0
2020-05-21 03:30:00;4;1;1;0;4;0;0;0;0;1;0;0;0;0
2020-05-21 03:45:00;1;3;3;0;2;4;2;0;1;5;0;0;0;0
2020-05-21 04:00:00;1;4;3;0;2;0;0;0;0;0;0;0;0;0
2020-05-21 04:15:00;0;4;2;0;1;0;0;0;4;1;0;0;0;0
2020-05-21 04:30:00;0;6;4;0;2;0;0;0;1;4;0;0;0;0
2020-05-21 04:45:00;2;0;1;0;3;3;1;0;1;1;0;0;0;0
2020-05-21 05:00:00;2;1;1;0;3;3;4;1;6;4;0;0;0;0
2020-05-21 05:15:00;6;6;3;0;8;4;4;0;5;2;0;0;0;0
2020-05-21 05:30:00;5;8;12;2;2;5;8;2;9;7;0;0;0;0
2020-05-21 05:45:00;2;3;9;2;4;5;3;1;16;13;0;0;0;0
2020-05-21 06:00:00;3;2;5;2;5;4;1;0;36;41;0;0;0;0
2020-05-21 06:15:00;9;13;9;1;5;4;6;4;10;21;0;0;0;0
2020-05-21 06:30:00;4;6;15;6;3;2;7;1;12;7;0;0;0;0
2020-05-21 06:45:00;4;7;12;1;10;6;8;2;9;4;0;0;0;0
2020-05-21 07:00:00;6;7;10;1;13;7;3;1;8;11;0;0;0;0
2020-05-21 07:15:00;4;5;7;1;8;7;4;2;5;3;0;0;0;0
2020-05-21 07:30:00;2;4;12;2;8;12;5;3;3;2;0;0;0;0
2020-05-21 07:45:00;7;4;6;1;8;9;6;1;11;5;0;0;0;0
2020-05-21 08:00:00;5;4;17;5;7;6;3;2;8;7;0;0;0;0
2020-05-21 08:15:00;6;6;21;6;8;5;5;2;19;5;0;0;0;0
2020-05-21 08:30:00;7;8;25;4;12;8;3;2;19;12;0;0;0;0
2020-05-21 08:45:00;14;11;19;5;16;11;7;2;18;13;0;0;0;0
2020-05-21 09:00:00;16;14;18;9;10;11;12;3;16;7;0;0;0;0
2020-05-21 09:15:00;22;18;22;6;22;13;8;2;22;15;0;0;0;0
2020-05-21 09:30:00;15;12;27;14;14;17;12;3;32;16;0;0;0;0
2020-05-21 09:45:00;32;26;42;14;31;26;16;6;20;18;0;0;0;0
2020-05-21 10:00:00;39;21;32;13;22;11;9;4;26;32;0;0;0;0
2020-05-21 10:15:00;30;24;48;20;22;17;16;6;23;23;0;0;0;0
2020-05-21 10:30:00;41;27;47;9;31;11;12;8;32;15;0;0;0;0
2020-05-21 10:45:00;24;19;50;25;31;32;13;6;38;25;0;0;0;0
2020-05-21 11:00:00;45;25;59;22;36;24;4;8;48;29;0;0;0;0
2020-05-21 11:15:00;37;26;35;14;31;21;13;7;29;25;0;0;0;0
2020-05-21 11:30:00;25;21;46;16;28;24;20;7;35;27;0;0;0;0
2020-05-21 11:45:00;32;26;47;22;39;29;17;8;40;27;0;0;0;0
2020-05-21 12:00:00;40;31;44;13;31;19;12;8;22;28;0;0;0;0
2020-05-21 12:15:00;27;33;43;21;40;25;20;4;38;30;0;0;0;0
2020-05-21 12:30:00;39;36;50;12;41;32;18;7;31;31;0;0;0;0
2020-05-21 12:45:00;32;29;43;19;31;25;18;4;34;35;0;0;0;0
2020-05-21 13:00:00;34;29;35;12;26;27;14;6;25;19;0;0;0;0
2020-05-21 13:15:00;44;33;40;9;36;22;7;8;31;33;0;0;0;0
2020-05-21 13:30:00;34;35;57;25;45;29;16;5;36;38;0;0;0;0
2020-05-21 13:45:00;35;36;44;14;50;32;11;3;36;36;0;0;0;0
2020-05-21 14:00:00;37;29;47;20;32;27;14;4;32;32;0;0;0;0
2020-05-21 14:15:00;36;20;44;20;41;24;14;4;33;30;0;0;0;0
2020-05-21 14:30:00;47;30;47;18;38;36;20;8;30;30;0;0;0;0
2020-05-21 14:45:00;34;29;42;22;45;28;10;5;30;30;0;0;0;0
2020-05-21 15:00:00;39;23;54;25;45;34;16;4;38;38;0;0;0;0
2020-05-21 15:15:00;33;33;49;18;40;24;19;5;33;28;0;0;0;0
2020-05-21 15:30:00;34;36;36;17;49;32;21;4;43;20;0;0;0;0
2020-05-21 15:45:00;31;26;40;17;32;36;19;5;33;31;0;0;0;0
2020-05-21 16:00:00;37;34;39;16;52;38;12;8;36;35;0;0;0;0
2020-05-21 16:15:00;41;30;44;16;50;28;21;1;41;32;0;0;0;0
2020-05-21 16:30:00;41;24;34;20;35;26;18;8;30;28;0;0;0;0
2020-05-21 16:45:00;27;34;36;14;49;31;17;10;36;35;0;0;0;0
2020-05-21 17:00:00;45;27;38;13;59;31;22;8;42;39;0;0;0;0
2020-05-21 17:15:00;48;34;51;17;50;39;20;5;31;34;0;0;0;0
2020-05-21 17:30:00;36;33;47;20;43;34;18;10;26;33;0;0;0;0
2020-05-21 17:45:00;46;33;41;14;44;34;20;9;27;39;0;0;0;0
2020-05-21 18:00:00;54;38;46;15;44;33;23;9;39;36;0;0;0;0
2020-05-21 18:15:00;44;24;42;15;33;30;23;9;27;25;0;0;0;0
2020-05-21 18:30:00;36;29;49;21;34;33;18;10;27;31;0;0;0;0
2020-05-21 18:45:00;40;37;38;9;39;33;15;7;19;28;0;0;0;0
2020-05-21 19:00:00;48;24;47;24;32;33;21;7;28;30;0;0;0;0
2020-05-21 19:15:00;39;29;47;12;37;35;15;5;20;24;0;0;0;0
2020-05-21 19:30:00;37;35;45;25;30;25;19;5;29;29;0;0;0;0
2020-05-21 19:45:00;35;28;47;12;30;38;12;6;26;27;0;0;0;0
2020-05-21 20:00:00;30;25;47;20;39;31;10;6;21;16;0;0;0;0
2020-05-21 20:15:00;32;20;32;16;26;23;10;5;22;18;0;0;0;0
2020-05-21 20:30:00;33;25;41;15;29;30;18;7;16;18;0;0;0;0
2020-05-21 20:45:00;33;28;34;13;30;31;12;9;17;19;0;0;0;0
2020-05-21 21:00:00;31;26;33;11;25;21;18;2;21;17;0;0;0;0
2020-05-21 21:15:00;22;23;38;16;19;18;13;3;18;13;0;0;0;0
2020-05-21 21:30:00;21;19;29;7;22;14;14;5;9;25;0;0;0;0
2020-05-21 21:45:00;18;11;36;10;20;14;7;4;12;19;0;0;0;0
2020-05-21 22:00:00;26;17;22;7;19;14;7;4;13;12;0;0;0;0
2020-05-21 22:15:00;17;16;16;4;17;18;9;0;12;14;0;0;0;0
2020-05-21 22:30:00;15;9;14;6;10;10;4;3;5;7;0;0;0;0
2020-05-21 22:45:00;14;12;24;2;15;12;9;2;8;7;0;0;0;0
2020-05-21 23:00:00;18;14;21;5;7;7;7;3;3;8;0;0;0;0
2020-05-21 23:15:00;10;9;18;5;10;7;10;4;7;5;0;0;0;0
2020-05-21 23:30:00;12;6;21;7;12;8;9;2;5;11;0;0;0;0
2020-05-21 23:45:00;10;9;20;5;14;11;6;2;8;10;0;0;0;0
