DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-04-23 00:00:00;0;3;0;3;2;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-04-23 00:15:00;0;4;3;1;2;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0
2020-04-23 00:30:00;0;2;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 00:45:00;0;4;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 01:00:00;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 01:15:00;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 01:30:00;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 01:45:00;1;3;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 02:00:00;0;1;0;2;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-04-23 02:15:00;0;4;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 02:30:00;0;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 02:45:00;1;6;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 03:00:00;1;2;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 03:15:00;0;2;0;1;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-04-23 03:30:00;0;2;1;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 03:45:00;0;4;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 04:00:00;1;7;0;2;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-04-23 04:15:00;0;8;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 04:30:00;2;6;0;7;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 04:45:00;1;12;1;9;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 05:00:00;1;14;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 05:15:00;3;27;4;19;6;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0
2020-04-23 05:30:00;4;33;2;17;18;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0
2020-04-23 05:45:00;14;37;10;39;14;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-23 06:00:00;3;42;9;30;7;1;1;1;0;4;1;0;4;1;0;0;0;0;0;0
2020-04-23 06:15:00;14;65;18;38;11;2;9;0;0;2;2;0;2;2;0;0;0;0;0;0
2020-04-23 06:30:00;20;80;30;32;23;5;12;4;0;2;2;0;2;2;0;2;0;0;0;0
2020-04-23 06:45:00;38;73;44;37;20;8;7;2;0;2;3;0;2;3;0;0;0;0;0;0
2020-04-23 07:00:00;23;72;42;28;23;11;3;5;0;6;1;0;5;1;0;0;0;2;2;0
2020-04-23 07:15:00;18;88;36;49;19;8;6;5;2;11;2;1;12;2;1;1;0;0;0;0
2020-04-23 07:30:00;13;71;35;31;22;12;3;5;3;8;3;3;6;4;0;0;0;0;0;0
2020-04-23 07:45:00;24;76;25;37;16;6;2;7;2;3;3;1;3;3;0;0;0;0;0;0
2020-04-23 08:00:00;15;69;26;43;23;5;3;4;2;9;5;2;9;5;0;1;0;0;0;0
2020-04-23 08:15:00;22;53;15;27;24;3;4;4;1;8;3;0;10;2;0;0;0;0;0;0
2020-04-23 08:30:00;18;79;26;38;23;5;11;6;2;10;4;1;9;4;0;2;0;0;0;0
2020-04-23 08:45:00;12;49;15;38;30;5;6;6;2;7;4;0;9;3;0;1;0;0;0;0
2020-04-23 09:00:00;14;62;16;32;40;4;5;5;4;10;3;2;10;4;1;0;5;0;0;0
2020-04-23 09:15:00;20;61;22;31;36;2;2;10;5;4;6;2;4;5;0;1;0;17;0;0
2020-04-23 09:30:00;17;61;19;41;42;4;3;3;3;10;9;3;11;9;0;1;0;0;0;0
2020-04-23 09:45:00;17;65;26;32;37;2;5;5;6;7;8;4;7;7;0;1;0;8;0;0
2020-04-23 10:00:00;18;58;22;43;38;10;7;8;3;11;5;2;11;5;1;2;4;4;0;0
2020-04-23 10:15:00;16;75;20;45;52;11;5;15;4;8;4;2;8;3;0;4;0;1;0;0
2020-04-23 10:30:00;16;55;22;46;45;8;5;11;5;12;4;2;12;5;0;1;0;0;0;0
2020-04-23 10:45:00;17;88;22;48;47;2;4;11;5;6;7;4;5;7;0;1;0;5;0;0
2020-04-23 11:00:00;5;75;18;49;39;4;2;11;2;8;3;2;7;4;0;0;0;0;0;0
2020-04-23 11:15:00;20;48;20;44;46;6;1;6;5;8;3;2;9;3;1;0;8;0;0;0
2020-04-23 11:30:00;16;77;19;67;47;10;1;12;3;8;7;1;7;8;0;2;0;7;0;0
2020-04-23 11:45:00;15;68;18;42;46;5;7;8;5;8;9;2;8;9;2;0;5;0;0;0
2020-04-23 12:00:00;13;69;24;49;43;6;6;7;2;10;3;2;10;4;0;0;0;0;0;0
2020-04-23 12:15:00;12;64;15;55;35;6;6;8;4;8;3;1;8;3;0;4;0;0;0;0
2020-04-23 12:30:00;8;61;14;46;43;7;1;8;5;12;8;3;12;7;1;0;0;0;0;0
2020-04-23 12:45:00;11;74;19;43;39;3;1;6;3;7;2;0;7;3;4;0;3;0;0;0
2020-04-23 13:00:00;8;57;14;61;37;5;5;13;4;10;6;2;9;8;0;2;0;1;0;0
2020-04-23 13:15:00;10;60;17;55;40;4;6;9;2;6;4;1;5;4;0;0;0;0;0;0
2020-04-23 13:30:00;9;79;17;46;33;3;3;9;3;11;5;0;12;4;1;3;0;0;0;0
2020-04-23 13:45:00;10;79;28;54;49;8;6;6;3;11;4;2;11;5;1;0;1;0;1;0
2020-04-23 14:00:00;14;70;24;57;34;6;1;6;2;6;4;2;6;4;0;6;0;0;0;0
2020-04-23 14:15:00;16;91;28;80;48;10;8;5;5;6;4;6;7;5;0;1;0;3;0;0
2020-04-23 14:30:00;22;84;34;58;46;6;6;11;3;11;4;1;12;3;0;8;0;18;0;0
2020-04-23 14:45:00;17;93;25;59;43;1;3;7;5;8;7;4;9;7;0;5;0;4;0;0
2020-04-23 15:00:00;8;80;32;63;47;5;6;8;7;8;4;3;8;4;1;0;0;4;0;0
2020-04-23 15:15:00;9;72;16;71;47;1;6;10;6;4;5;4;4;5;0;5;17;15;0;0
2020-04-23 15:30:00;13;68;16;80;39;5;4;6;4;14;3;2;13;3;3;0;21;2;13;0
2020-04-23 15:45:00;9;73;24;64;37;7;5;13;5;12;5;3;11;5;2;3;7;0;7;0
2020-04-23 16:00:00;10;79;16;66;44;8;5;10;5;11;11;1;12;11;1;1;3;0;0;0
2020-04-23 16:15:00;12;64;27;75;39;2;1;11;4;11;6;1;11;6;1;1;2;0;0;0
2020-04-23 16:30:00;20;62;17;86;54;5;6;7;5;23;8;4;23;8;0;5;0;0;0;0
2020-04-23 16:45:00;8;62;16;70;38;1;1;12;5;15;3;2;15;3;1;0;0;1;0;0
2020-04-23 17:00:00;6;66;29;76;50;1;5;10;6;17;11;5;15;12;1;3;1;0;1;0
2020-04-23 17:15:00;9;61;11;72;28;1;0;6;6;14;6;5;13;6;10;1;17;2;0;0
2020-04-23 17:30:00;3;37;8;42;32;2;1;6;3;5;4;1;6;3;3;2;1;45;0;0
