DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DBL3);6(DC1)
2020-05-16 00:00:00;17;5;6;17;3;2
2020-05-16 00:15:00;16;7;11;13;2;2
2020-05-16 00:30:00;18;4;5;17;3;2
2020-05-16 00:45:00;21;5;10;13;5;1
2020-05-16 01:00:00;16;8;6;12;1;1
2020-05-16 01:15:00;14;3;3;8;0;1
2020-05-16 01:30:00;15;2;8;10;0;5
2020-05-16 01:45:00;19;3;5;9;1;4
2020-05-16 02:00:00;14;6;7;5;2;1
2020-05-16 02:15:00;6;3;5;1;0;2
2020-05-16 02:30:00;8;4;3;6;2;1
2020-05-16 02:45:00;6;2;2;3;0;1
2020-05-16 03:00:00;5;1;4;7;0;0
2020-05-16 03:15:00;5;3;2;4;0;2
2020-05-16 03:30:00;4;1;5;2;0;0
2020-05-16 03:45:00;3;3;4;1;0;1
2020-05-16 04:00:00;11;2;3;3;0;1
2020-05-16 04:15:00;3;1;3;3;0;1
2020-05-16 04:30:00;9;6;6;5;1;2
2020-05-16 04:45:00;7;1;4;7;0;2
2020-05-16 05:00:00;19;5;10;17;0;1
2020-05-16 05:15:00;13;4;8;23;0;1
2020-05-16 05:30:00;32;10;12;19;3;5
2020-05-16 05:45:00;23;9;16;34;2;2
2020-05-16 06:00:00;25;7;14;34;2;4
2020-05-16 06:15:00;26;14;18;30;5;3
2020-05-16 06:30:00;39;15;12;25;0;6
2020-05-16 06:45:00;28;12;19;32;3;4
2020-05-16 07:00:00;23;10;18;16;2;5
2020-05-16 07:15:00;30;22;14;34;8;8
2020-05-16 07:30:00;49;24;20;31;6;17
2020-05-16 07:45:00;55;31;26;41;6;15
2020-05-16 08:00:00;42;25;21;40;4;14
2020-05-16 08:15:00;59;30;28;41;7;15
2020-05-16 08:30:00;57;38;40;51;3;36
2020-05-16 08:45:00;82;52;35;50;6;24
2020-05-16 09:00:00;83;49;39;66;9;23
2020-05-16 09:15:00;96;57;44;75;8;25
2020-05-16 09:30:00;96;53;57;74;9;39
2020-05-16 09:45:00;121;75;69;111;16;36
2020-05-16 10:00:00;104;73;69;80;12;34
2020-05-16 10:15:00;101;63;70;95;10;41
2020-05-16 10:30:00;143;81;69;104;9;37
2020-05-16 10:45:00;120;69;68;110;14;45
2020-05-16 11:00:00;129;84;80;98;12;46
2020-05-16 11:15:00;128;79;73;117;15;42
2020-05-16 11:30:00;136;98;59;116;13;42
2020-05-16 11:45:00;136;105;68;110;13;62
2020-05-16 12:00:00;133;87;76;122;16;51
2020-05-16 12:15:00;133;92;85;136;19;49
2020-05-16 12:30:00;146;112;86;135;21;50
2020-05-16 12:45:00;119;75;75;118;16;39
2020-05-16 13:00:00;141;107;64;112;15;37
2020-05-16 13:15:00;119;84;71;125;9;40
2020-05-16 13:30:00;109;88;86;125;19;40
2020-05-16 13:45:00;133;94;76;120;15;30
2020-05-16 14:00:00;112;92;74;123;18;44
2020-05-16 14:15:00;143;88;68;118;14;46
2020-05-16 14:30:00;119;89;65;122;14;38
2020-05-16 14:45:00;141;88;70;116;12;49
2020-05-16 15:00:00;119;87;66;128;18;36
2020-05-16 15:15:00;128;90;80;132;17;43
2020-05-16 15:30:00;122;90;64;126;23;58
2020-05-16 15:45:00;138;95;73;118;11;44
2020-05-16 16:00:00;123;74;62;109;13;35
2020-05-16 16:15:00;130;84;69;114;15;38
2020-05-16 16:30:00;107;71;66;110;11;44
2020-05-16 16:45:00;110;81;56;105;12;32
2020-05-16 17:00:00;123;78;66;115;13;31
2020-05-16 17:15:00;107;79;65;138;32;39
2020-05-16 17:30:00;128;87;75;114;23;49
2020-05-16 17:45:00;111;70;65;110;11;50
2020-05-16 18:00:00;133;111;65;125;15;39
2020-05-16 18:15:00;90;76;54;103;14;52
2020-05-16 18:30:00;111;66;64;97;5;43
2020-05-16 18:45:00;95;66;66;104;16;40
2020-05-16 19:00:00;95;78;56;82;16;39
2020-05-16 19:15:00;105;67;58;95;19;32
2020-05-16 19:30:00;87;57;49;90;19;39
2020-05-16 19:45:00;96;62;47;58;3;47
2020-05-16 20:00:00;85;65;51;90;6;23
2020-05-16 20:15:00;84;40;42;65;10;15
2020-05-16 20:30:00;71;43;30;70;5;14
2020-05-16 20:45:00;61;32;44;51;3;17
2020-05-16 21:00:00;76;24;27;34;4;11
2020-05-16 21:15:00;51;29;28;32;1;9
2020-05-16 21:30:00;36;23;23;38;2;14
2020-05-16 21:45:00;42;19;25;31;2;7
2020-05-16 22:00:00;56;22;20;39;1;9
2020-05-16 22:15:00;45;22;24;47;6;10
2020-05-16 22:30:00;38;19;21;36;3;5
2020-05-16 22:45:00;28;16;13;29;1;4
2020-05-16 23:00:00;46;22;16;26;3;3
2020-05-16 23:15:00;28;12;18;35;3;5
2020-05-16 23:30:00;31;12;14;31;3;8
2020-05-16 23:45:00;41;15;11;11;1;5
