DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-03-06 00:00:00;7;0;2;1;0;0
2020-03-06 00:15:00;7;0;5;1;0;0
2020-03-06 00:30:00;4;0;7;0;0;0
2020-03-06 00:45:00;4;0;2;0;0;0
2020-03-06 01:00:00;4;0;0;1;0;0
2020-03-06 01:15:00;6;1;3;0;0;0
2020-03-06 01:30:00;5;0;4;0;0;0
2020-03-06 01:45:00;3;0;1;0;0;0
2020-03-06 02:00:00;3;0;3;1;0;0
2020-03-06 02:15:00;9;0;5;0;0;0
2020-03-06 02:30:00;2;0;3;0;0;0
2020-03-06 02:45:00;5;1;1;0;0;0
2020-03-06 03:00:00;12;0;6;1;0;0
2020-03-06 03:15:00;1;0;2;0;0;0
2020-03-06 03:30:00;2;0;4;0;0;0
2020-03-06 03:45:00;5;0;6;0;0;0
2020-03-06 04:00:00;2;0;6;2;0;0
2020-03-06 04:15:00;7;3;11;0;0;0
2020-03-06 04:30:00;8;1;17;0;0;0
2020-03-06 04:45:00;8;2;29;0;0;0
2020-03-06 05:00:00;25;18;105;0;5;7
2020-03-06 05:15:00;67;45;201;6;9;4
2020-03-06 05:30:00;65;57;175;15;8;15
2020-03-06 05:45:00;143;23;147;76;9;7
2020-03-06 06:00:00;121;13;117;85;10;3
2020-03-06 06:15:00;84;24;127;16;45;5
2020-03-06 06:30:00;82;19;168;10;14;19
2020-03-06 06:45:00;91;21;151;3;10;3
2020-03-06 07:00:00;97;12;141;1;0;17
2020-03-06 07:15:00;90;13;143;4;2;7
2020-03-06 07:30:00;101;12;142;2;3;10
2020-03-06 07:45:00;125;11;135;2;4;8
2020-03-06 08:00:00;105;6;108;4;2;4
2020-03-06 08:15:00;79;7;119;3;2;3
2020-03-06 08:30:00;66;1;94;2;1;2
2020-03-06 08:45:00;68;0;67;1;0;1
2020-03-06 09:00:00;62;2;64;2;2;4
2020-03-06 09:15:00;53;3;62;3;6;0
2020-03-06 09:30:00;59;1;68;2;1;1
2020-03-06 09:45:00;47;1;63;1;0;1
2020-03-06 10:00:00;53;6;47;4;0;0
2020-03-06 10:15:00;63;2;70;4;0;0
2020-03-06 10:30:00;67;4;71;5;8;0
2020-03-06 10:45:00;63;0;59;2;0;0
2020-03-06 11:00:00;68;1;58;4;0;1
2020-03-06 11:15:00;78;1;56;4;6;2
2020-03-06 11:30:00;93;1;54;6;11;1
2020-03-06 11:45:00;78;3;72;7;5;5
2020-03-06 12:00:00;101;1;57;26;4;4
2020-03-06 12:15:00;102;5;92;16;3;4
2020-03-06 12:30:00;90;6;68;18;12;8
2020-03-06 12:45:00;106;9;89;13;4;9
2020-03-06 13:00:00;104;15;108;13;4;8
2020-03-06 13:15:00;131;40;170;9;9;14
2020-03-06 13:30:00;120;58;182;15;8;24
2020-03-06 13:45:00;138;34;138;31;20;21
2020-03-06 14:00:00;154;11;108;64;17;11
2020-03-06 14:15:00;139;3;120;123;21;24
2020-03-06 14:30:00;147;2;74;62;6;10
2020-03-06 14:45:00;124;0;76;41;7;13
2020-03-06 15:00:00;129;2;84;40;14;13
2020-03-06 15:15:00;170;0;80;32;4;7
2020-03-06 15:30:00;138;2;69;23;0;1
2020-03-06 15:45:00;109;1;84;12;3;6
2020-03-06 16:00:00;109;0;73;5;2;5
2020-03-06 16:15:00;100;1;75;15;4;3
2020-03-06 16:30:00;93;0;74;10;2;0
2020-03-06 16:45:00;84;1;72;8;0;6
2020-03-06 17:00:00;80;1;61;2;2;2
2020-03-06 17:15:00;88;2;55;11;2;4
2020-03-06 17:30:00;73;1;53;13;1;0
2020-03-06 17:45:00;71;0;65;2;2;0
2020-03-06 18:00:00;62;0;50;4;0;0
2020-03-06 18:15:00;57;0;46;1;4;0
2020-03-06 18:30:00;51;0;54;8;0;0
2020-03-06 18:45:00;43;0;38;2;0;2
2020-03-06 19:00:00;23;0;33;7;1;0
2020-03-06 19:15:00;39;1;44;2;0;0
2020-03-06 19:30:00;29;1;34;0;0;0
2020-03-06 19:45:00;36;0;28;1;1;0
2020-03-06 20:00:00;29;0;25;1;0;0
2020-03-06 20:15:00;14;0;33;0;0;0
2020-03-06 20:30:00;23;3;32;1;1;0
2020-03-06 20:45:00;29;3;45;2;0;0
2020-03-06 21:00:00;39;9;86;3;9;0
2020-03-06 21:15:00;36;23;167;5;8;6
2020-03-06 21:30:00;41;15;91;25;7;14
2020-03-06 21:45:00;58;4;71;88;5;19
2020-03-06 22:00:00;99;15;34;150;29;6
2020-03-06 22:15:00;35;1;19;34;0;0
2020-03-06 22:30:00;22;0;15;10;6;2
2020-03-06 22:45:00;33;0;15;2;1;0
2020-03-06 23:00:00;24;1;11;3;0;0
2020-03-06 23:15:00;13;0;7;1;0;0
2020-03-06 23:30:00;20;0;8;1;0;0
2020-03-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
