DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-07-07 00:00:00;4;1;1;3;7;2;1;6;4;0;0
2020-07-07 00:15:00;0;1;0;8;11;10;4;4;3;0;0
2020-07-07 00:30:00;1;0;0;6;8;32;4;7;5;1;1
2020-07-07 00:45:00;0;0;0;2;2;7;3;8;10;2;1
2020-07-07 01:00:00;0;0;0;4;2;23;1;1;0;0;0
2020-07-07 01:15:00;0;1;0;2;2;21;1;4;4;0;0
2020-07-07 01:30:00;0;1;0;2;3;58;2;5;2;0;0
2020-07-07 01:45:00;0;2;0;1;2;35;0;1;1;0;0
2020-07-07 02:00:00;0;0;0;3;2;1;1;2;2;1;0
2020-07-07 02:15:00;0;1;0;1;1;0;1;1;1;0;0
2020-07-07 02:30:00;0;2;0;4;1;1;1;2;1;0;0
2020-07-07 02:45:00;0;1;0;5;3;1;0;4;3;0;0
2020-07-07 03:00:00;0;0;0;3;5;3;2;1;2;0;0
2020-07-07 03:15:00;1;1;0;4;4;0;1;1;1;0;0
2020-07-07 03:30:00;0;0;0;3;0;1;1;2;0;0;0
2020-07-07 03:45:00;1;2;0;4;0;0;0;4;1;1;1
2020-07-07 04:00:00;1;1;0;3;6;3;1;3;2;2;2
2020-07-07 04:15:00;0;1;0;3;2;11;1;4;3;0;0
2020-07-07 04:30:00;0;4;0;3;0;32;1;6;5;2;1
2020-07-07 04:45:00;0;2;0;10;9;9;3;7;2;1;1
2020-07-07 05:00:00;3;8;0;10;11;15;6;21;15;5;5
2020-07-07 05:15:00;2;4;2;15;12;11;7;37;30;8;7
2020-07-07 05:30:00;4;16;2;20;17;7;6;47;55;18;12
2020-07-07 05:45:00;1;22;4;43;30;12;6;53;70;27;21
2020-07-07 06:00:00;1;18;3;45;26;4;4;41;51;10;6
2020-07-07 06:15:00;5;27;6;65;30;6;11;59;67;13;11
2020-07-07 06:30:00;7;36;2;56;35;13;20;102;105;25;17
2020-07-07 06:45:00;8;32;6;66;46;11;17;96;101;19;11
2020-07-07 07:00:00;4;33;8;61;40;7;20;88;121;16;13
2020-07-07 07:15:00;12;23;13;58;43;9;35;114;152;25;18
2020-07-07 07:30:00;13;45;3;96;59;8;34;117;160;23;24
2020-07-07 07:45:00;6;46;7;88;74;18;46;110;144;19;16
2020-07-07 08:00:00;12;30;7;84;42;9;18;91;101;20;24
2020-07-07 08:15:00;17;37;5;89;48;18;24;84;93;21;18
2020-07-07 08:30:00;17;35;6;64;44;10;29;89;79;8;8
2020-07-07 08:45:00;14;28;7;83;52;12;27;85;96;12;5
2020-07-07 09:00:00;8;36;3;72;55;9;18;61;80;8;5
2020-07-07 09:15:00;8;18;4;79;53;14;20;59;65;7;5
2020-07-07 09:30:00;15;20;5;72;62;19;23;75;74;10;6
2020-07-07 09:45:00;9;33;3;88;47;13;26;64;62;8;3
2020-07-07 10:00:00;11;32;7;99;70;20;27;71;61;10;7
2020-07-07 10:15:00;11;22;1;82;53;12;104;64;47;13;10
2020-07-07 10:30:00;12;21;1;90;52;10;25;58;56;7;5
2020-07-07 10:45:00;21;32;6;97;52;14;32;65;75;13;9
2020-07-07 11:00:00;12;30;1;95;70;14;34;68;62;10;10
2020-07-07 11:15:00;9;33;4;104;72;24;35;82;67;8;5
2020-07-07 11:30:00;26;23;6;87;69;37;39;70;64;8;8
2020-07-07 11:45:00;12;36;2;84;58;49;45;73;55;11;6
2020-07-07 12:00:00;13;29;5;105;97;25;38;64;67;9;8
2020-07-07 12:15:00;12;25;9;97;71;16;30;68;62;11;7
2020-07-07 12:30:00;11;24;1;109;71;18;42;71;46;10;8
2020-07-07 12:45:00;18;50;4;114;71;17;30;66;82;12;11
2020-07-07 13:00:00;7;32;3;109;95;12;30;69;65;9;12
2020-07-07 13:15:00;9;23;3;101;80;22;21;59;50;11;11
2020-07-07 13:30:00;16;24;7;100;64;77;34;78;78;21;15
2020-07-07 13:45:00;7;31;3;98;65;63;35;77;70;15;14
2020-07-07 14:00:00;11;25;5;135;77;99;27;62;61;18;14
2020-07-07 14:15:00;17;21;5;126;106;57;37;85;78;23;21
2020-07-07 14:30:00;23;45;3;138;95;43;34;75;68;15;15
2020-07-07 14:45:00;16;38;4;129;97;13;43;69;74;14;11
2020-07-07 15:00:00;4;18;7;128;107;22;40;67;78;16;13
2020-07-07 15:15:00;14;23;4;132;107;11;39;77;74;18;18
2020-07-07 15:30:00;8;31;6;159;108;17;34;74;81;11;12
2020-07-07 15:45:00;54;25;4;146;106;16;31;70;70;10;5
2020-07-07 16:00:00;13;21;4;160;131;25;55;73;71;12;13
2020-07-07 16:15:00;7;31;4;163;109;20;44;85;67;11;7
2020-07-07 16:30:00;9;22;5;133;109;29;50;71;70;20;19
2020-07-07 16:45:00;9;29;4;137;123;28;55;74;77;15;12
2020-07-07 17:00:00;14;32;5;155;115;20;35;70;70;21;15
2020-07-07 17:15:00;8;25;3;140;98;22;32;66;76;22;18
2020-07-07 17:30:00;16;27;4;118;92;21;37;73;71;20;21
2020-07-07 17:45:00;20;21;1;99;76;16;44;71;81;12;8
2020-07-07 18:00:00;12;18;5;106;69;13;40;65;69;15;15
2020-07-07 18:15:00;15;21;4;111;82;19;30;62;49;14;15
2020-07-07 18:30:00;5;21;2;83;68;14;33;56;56;12;12
2020-07-07 18:45:00;11;22;2;91;67;10;31;52;56;12;10
2020-07-07 19:00:00;13;19;3;78;53;10;39;50;52;7;10
2020-07-07 19:15:00;30;18;3;83;45;14;30;56;57;13;14
2020-07-07 19:30:00;8;18;0;66;48;28;31;49;42;7;5
2020-07-07 19:45:00;8;18;3;60;40;7;18;46;42;17;15
2020-07-07 20:00:00;6;17;2;67;50;18;21;47;45;7;7
2020-07-07 20:15:00;1;19;1;52;26;11;18;29;36;3;5
2020-07-07 20:30:00;7;13;4;60;42;11;19;33;26;4;4
2020-07-07 20:45:00;4;16;1;46;29;25;16;31;32;5;3
2020-07-07 21:00:00;6;11;0;64;31;20;26;29;30;8;8
2020-07-07 21:15:00;9;19;1;37;35;15;21;36;28;3;2
2020-07-07 21:30:00;2;16;0;39;29;17;21;28;22;1;2
2020-07-07 21:45:00;6;5;14;46;34;16;20;23;19;3;0
2020-07-07 22:00:00;1;10;0;57;42;16;16;16;12;1;1
2020-07-07 22:15:00;4;9;30;42;41;11;13;19;12;1;1
2020-07-07 22:30:00;5;9;3;34;20;5;12;25;14;1;0
2020-07-07 22:45:00;2;8;3;26;12;2;12;15;10;2;1
2020-07-07 23:00:00;2;6;2;23;25;13;12;9;13;2;2
2020-07-07 23:15:00;0;2;2;24;15;8;6;10;11;3;3
2020-07-07 23:30:00;3;1;0;10;6;3;5;8;13;3;2
