DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-07-09 00:00:00;20;3;3;4;1;1;0
2020-07-09 00:15:00;9;12;16;11;5;7;4
2020-07-09 00:30:00;12;8;9;3;4;3;4
2020-07-09 00:45:00;10;4;9;2;3;2;3
2020-07-09 01:00:00;13;2;8;1;3;1;1
2020-07-09 01:15:00;7;4;5;2;3;2;4
2020-07-09 01:30:00;7;2;11;3;4;0;4
2020-07-09 01:45:00;8;3;9;2;8;6;6
2020-07-09 02:00:00;7;1;8;3;1;5;1
2020-07-09 02:15:00;3;1;9;1;0;3;5
2020-07-09 02:30:00;3;2;5;0;1;2;2
2020-07-09 02:45:00;9;1;15;3;6;9;3
2020-07-09 03:00:00;4;3;4;1;1;3;2
2020-07-09 03:15:00;6;1;10;0;4;6;3
2020-07-09 03:30:00;3;2;8;1;0;2;1
2020-07-09 03:45:00;8;2;6;0;4;3;4
2020-07-09 04:00:00;6;7;9;2;1;7;5
2020-07-09 04:15:00;9;6;16;5;1;0;0
2020-07-09 04:30:00;9;2;20;4;2;1;0
2020-07-09 04:45:00;15;12;35;9;3;1;2
2020-07-09 05:00:00;26;14;65;27;1;1;1
2020-07-09 05:15:00;33;11;89;41;1;1;1
2020-07-09 05:30:00;43;23;110;64;1;2;0
2020-07-09 05:45:00;60;41;101;49;6;0;0
2020-07-09 06:00:00;85;42;99;48;4;0;0
2020-07-09 06:15:00;69;36;119;61;7;0;0
2020-07-09 06:30:00;99;63;153;84;10;0;0
2020-07-09 06:45:00;122;75;164;93;18;0;2
2020-07-09 07:00:00;125;66;150;92;12;1;0
2020-07-09 07:15:00;172;89;180;105;14;3;0
2020-07-09 07:30:00;158;106;173;94;18;3;1
2020-07-09 07:45:00;160;96;174;101;10;1;0
2020-07-09 08:00:00;149;94;155;98;14;1;0
2020-07-09 08:15:00;145;98;138;79;17;4;0
2020-07-09 08:30:00;143;82;151;101;10;0;1
2020-07-09 08:45:00;122;110;136;74;11;3;1
2020-07-09 09:00:00;117;79;158;68;9;1;3
2020-07-09 09:15:00;128;89;161;83;9;0;1
2020-07-09 09:30:00;123;91;139;66;12;2;1
2020-07-09 09:45:00;140;110;148;75;11;0;0
2020-07-09 10:00:00;131;84;163;75;7;1;2
2020-07-09 10:15:00;130;96;147;79;6;1;0
2020-07-09 10:30:00;134;93;152;78;15;1;1
2020-07-09 10:45:00;130;102;153;78;14;2;0
2020-07-09 11:00:00;120;100;147;83;10;2;3
2020-07-09 11:15:00;118;110;151;73;13;4;0
2020-07-09 11:30:00;131;105;151;70;12;0;1
2020-07-09 11:45:00;144;105;158;91;10;2;2
2020-07-09 12:00:00;122;95;171;90;10;5;4
2020-07-09 12:15:00;135;112;139;81;8;3;2
2020-07-09 12:30:00;134;102;174;96;9;3;4
2020-07-09 12:45:00;133;114;152;93;17;3;5
2020-07-09 13:00:00;137;88;173;84;12;3;3
2020-07-09 13:15:00;142;90;140;76;11;4;2
2020-07-09 13:30:00;145;129;174;109;15;2;3
2020-07-09 13:45:00;163;113;174;104;7;1;2
2020-07-09 14:00:00;150;104;171;75;12;1;1
2020-07-09 14:15:00;182;141;171;86;15;3;0
2020-07-09 14:30:00;167;138;162;89;17;0;4
2020-07-09 14:45:00;174;124;174;99;12;6;0
2020-07-09 15:00:00;146;109;143;90;9;6;4
2020-07-09 15:15:00;175;116;169;89;13;1;0
2020-07-09 15:30:00;172;146;164;94;17;4;4
2020-07-09 15:45:00;181;124;191;90;11;1;1
2020-07-09 16:00:00;162;139;184;93;13;12;7
2020-07-09 16:15:00;219;164;188;117;11;2;6
2020-07-09 16:30:00;190;147;184;111;14;1;7
2020-07-09 16:45:00;207;168;171;104;9;3;3
2020-07-09 17:00:00;197;148;203;115;10;3;6
2020-07-09 17:15:00;202;150;194;110;13;5;4
2020-07-09 17:30:00;182;156;189;84;15;3;3
2020-07-09 17:45:00;173;103;183;97;8;4;4
2020-07-09 18:00:00;192;115;180;89;13;1;3
2020-07-09 18:15:00;174;116;167;83;12;2;2
2020-07-09 18:30:00;164;110;166;78;13;3;0
2020-07-09 18:45:00;140;119;155;65;8;0;0
2020-07-09 19:00:00;131;85;148;70;9;0;3
2020-07-09 19:15:00;116;80;132;67;6;1;1
2020-07-09 19:30:00;123;84;117;63;10;3;0
2020-07-09 19:45:00;96;71;117;52;2;1;1
2020-07-09 20:00:00;120;74;105;39;12;0;0
2020-07-09 20:15:00;100;69;120;59;4;0;0
2020-07-09 20:30:00;94;55;95;30;2;1;1
2020-07-09 20:45:00;77;51;104;42;3;0;0
2020-07-09 21:00:00;77;49;104;44;1;0;2
2020-07-09 21:15:00;75;52;118;55;1;0;2
2020-07-09 21:30:00;60;51;78;33;6;1;1
2020-07-09 21:45:00;75;68;94;39;12;0;1
2020-07-09 22:00:00;60;48;74;40;2;4;0
2020-07-09 22:15:00;60;51;79;34;1;0;1
2020-07-09 22:30:00;50;24;54;20;2;0;0
2020-07-09 22:45:00;34;18;53;26;1;0;0
2020-07-09 23:00:00;23;25;44;18;1;0;3
2020-07-09 23:15:00;31;26;46;14;4;2;2
2020-07-09 23:30:00;23;10;30;12;3;2;2
2020-07-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
