DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2019-11-23 00:00:00;18;13;0;12;18;6;21;10;12;21
2019-11-23 00:15:00;27;24;2;15;21;5;22;15;26;23
2019-11-23 00:30:00;23;14;0;15;20;7;21;10;17;23
2019-11-23 00:45:00;23;14;2;11;15;3;17;9;17;22
2019-11-23 01:00:00;16;4;3;11;18;4;19;13;5;14
2019-11-23 01:15:00;19;6;2;20;10;3;9;16;6;14
2019-11-23 01:30:00;18;16;1;10;8;1;8;10;14;15
2019-11-23 01:45:00;25;10;1;17;13;2;13;13;13;20
2019-11-23 02:00:00;9;4;1;10;10;3;10;10;5;9
2019-11-23 02:15:00;15;4;1;8;12;2;12;8;6;14
2019-11-23 02:30:00;9;5;1;5;7;2;7;5;9;8
2019-11-23 02:45:00;13;2;3;6;7;0;7;5;4;9
2019-11-23 03:00:00;5;4;0;3;8;2;9;4;4;4
2019-11-23 03:15:00;11;10;0;7;4;3;4;4;8;9
2019-11-23 03:30:00;8;3;0;8;5;1;4;8;5;7
2019-11-23 03:45:00;6;6;0;4;7;1;6;2;6;5
2019-11-23 04:00:00;11;3;0;2;3;1;3;0;2;9
2019-11-23 04:15:00;13;7;1;4;13;1;13;5;8;12
2019-11-23 04:30:00;6;7;1;4;5;1;4;6;7;6
2019-11-23 04:45:00;6;5;0;9;8;4;9;8;6;4
2019-11-23 05:00:00;13;3;0;7;11;5;11;5;5;12
2019-11-23 05:15:00;21;16;1;12;13;3;15;10;14;17
2019-11-23 05:30:00;17;6;1;15;18;6;22;16;10;16
2019-11-23 05:45:00;23;10;7;11;15;3;16;12;12;19
2019-11-23 06:00:00;38;20;2;16;16;7;19;17;25;28
2019-11-23 06:15:00;31;30;4;18;25;4;26;18;34;24
2019-11-23 06:30:00;24;15;3;19;30;8;31;11;17;24
2019-11-23 06:45:00;22;8;2;22;31;5;34;19;7;17
2019-11-23 07:00:00;24;16;2;16;25;10;28;12;16;17
2019-11-23 07:15:00;29;17;6;22;22;10;21;18;18;25
2019-11-23 07:30:00;28;17;1;36;56;14;60;33;20;23
2019-11-23 07:45:00;38;32;4;46;52;16;50;41;34;24
2019-11-23 08:00:00;25;17;2;46;50;13;55;43;18;18
2019-11-23 08:15:00;28;38;6;33;35;17;44;29;40;25
2019-11-23 08:30:00;45;21;5;41;45;12;49;39;26;38
2019-11-23 08:45:00;43;30;5;53;62;30;69;50;28;35
2019-11-23 09:00:00;42;32;6;48;67;16;87;45;37;27
2019-11-23 09:15:00;55;41;10;51;63;25;69;44;45;40
2019-11-23 09:30:00;41;32;8;56;70;18;78;55;34;33
2019-11-23 09:45:00;74;52;19;70;74;23;81;63;57;59
2019-11-23 10:00:00;62;26;16;84;88;28;94;75;30;53
2019-11-23 10:15:00;59;31;13;58;73;21;83;53;36;56
2019-11-23 10:30:00;72;54;15;70;76;23;86;63;56;63
2019-11-23 10:45:00;74;45;19;61;83;26;98;65;48;69
2019-11-23 11:00:00;67;49;14;61;76;13;86;60;50;59
2019-11-23 11:15:00;79;48;24;72;75;27;79;63;55;70
2019-11-23 11:30:00;80;41;21;73;86;14;94;65;47;72
2019-11-23 11:45:00;77;64;23;82;80;20;85;76;76;65
2019-11-23 12:00:00;83;57;26;69;94;23;97;70;67;87
2019-11-23 12:15:00;93;56;16;75;74;15;74;66;63;78
2019-11-23 12:30:00;96;50;28;59;86;13;89;44;57;86
2019-11-23 12:45:00;68;46;16;61;86;23;94;66;48;56
2019-11-23 13:00:00;85;67;19;69;82;24;90;64;75;73
2019-11-23 13:15:00;86;69;20;76;87;24;98;61;69;76
2019-11-23 13:30:00;83;49;11;69;92;25;100;65;50;72
2019-11-23 13:45:00;92;71;17;92;98;24;110;81;78;80
2019-11-23 14:00:00;87;54;19;70;86;25;91;60;62;72
2019-11-23 14:15:00;82;63;18;74;99;21;106;68;72;63
2019-11-23 14:30:00;80;46;17;69;84;23;88;47;50;73
2019-11-23 14:45:00;92;62;9;62;87;16;96;52;66;89
2019-11-23 15:00:00;85;68;15;74;85;23;92;65;74;71
2019-11-23 15:15:00;90;80;21;70;81;14;83;67;81;86
