DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2020-11-16 00:00:00;0;0;0;0;0;0;0;0
2020-11-16 00:15:00;0;0;0;0;0;0;0;0
2020-11-16 00:30:00;0;0;0;0;0;0;0;0
2020-11-16 00:45:00;0;0;1;1;0;0;0;0
2020-11-16 01:00:00;0;2;0;0;0;0;0;0
2020-11-16 01:15:00;0;0;0;0;0;0;0;0
2020-11-16 01:30:00;0;0;1;0;0;0;0;0
2020-11-16 01:45:00;0;0;0;0;0;0;0;0
2020-11-16 02:00:00;0;0;0;0;0;0;0;0
2020-11-16 02:15:00;0;0;0;0;0;0;0;0
2020-11-16 02:30:00;0;0;0;0;0;0;0;0
2020-11-16 02:45:00;0;0;0;0;0;0;0;0
2020-11-16 03:00:00;0;0;0;0;0;0;0;0
2020-11-16 03:15:00;0;0;0;0;0;0;0;0
2020-11-16 03:30:00;0;0;0;0;0;0;0;0
2020-11-16 03:45:00;0;0;0;0;0;0;0;0
2020-11-16 04:00:00;0;0;1;1;0;0;0;0
2020-11-16 04:15:00;0;0;0;0;0;0;0;0
2020-11-16 04:30:00;0;3;2;1;0;0;0;0
2020-11-16 04:45:00;0;2;2;1;0;0;0;0
2020-11-16 05:00:00;1;8;15;6;0;0;0;0
2020-11-16 05:15:00;2;22;32;8;0;0;0;0
2020-11-16 05:30:00;7;22;28;9;0;0;0;0
2020-11-16 05:45:00;1;20;32;4;5;0;0;0
2020-11-16 06:00:00;2;12;29;5;5;0;0;0
2020-11-16 06:15:00;3;13;30;3;7;0;0;0
2020-11-16 06:30:00;2;32;91;7;9;0;0;0
2020-11-16 06:45:00;4;29;101;10;3;0;0;0
2020-11-16 07:00:00;3;19;47;5;7;0;0;0
2020-11-16 07:15:00;1;17;38;6;11;0;0;0
2020-11-16 07:30:00;7;13;41;3;9;0;0;0
2020-11-16 07:45:00;1;25;56;14;12;0;0;0
2020-11-16 08:00:00;10;24;47;8;16;0;0;0
2020-11-16 08:15:00;3;25;39;4;12;0;0;0
2020-11-16 08:30:00;3;22;35;6;12;0;0;0
2020-11-16 08:45:00;7;22;19;9;10;0;0;0
2020-11-16 09:00:00;2;16;20;4;5;0;0;0
2020-11-16 09:15:00;0;11;25;6;8;0;0;0
2020-11-16 09:30:00;5;13;11;10;12;0;0;0
2020-11-16 09:45:00;4;28;18;6;8;0;0;0
2020-11-16 10:00:00;3;21;14;2;6;0;0;0
2020-11-16 10:15:00;4;11;11;3;5;0;0;0
2020-11-16 10:30:00;2;18;16;8;6;0;0;0
2020-11-16 10:45:00;2;11;13;5;9;0;0;0
2020-11-16 11:00:00;7;20;19;4;11;0;0;0
2020-11-16 11:15:00;4;15;15;5;6;0;0;0
2020-11-16 11:30:00;1;17;13;5;3;0;1;0
2020-11-16 11:45:00;0;23;13;5;13;3;0;0
2020-11-16 12:00:00;2;28;12;2;3;0;0;0
2020-11-16 12:15:00;2;16;13;9;7;0;0;0
2020-11-16 12:30:00;2;22;17;4;10;0;0;0
2020-11-16 12:45:00;1;22;15;4;11;0;0;0
2020-11-16 13:00:00;5;25;17;9;12;0;0;0
2020-11-16 13:15:00;3;28;16;7;12;1;0;1
2020-11-16 13:30:00;10;40;28;10;9;0;2;0
2020-11-16 13:45:00;4;25;22;7;8;0;0;0
2020-11-16 14:00:00;9;61;34;6;8;0;9;0
2020-11-16 14:15:00;1;55;23;2;24;0;1;7
2020-11-16 14:30:00;4;51;27;4;19;0;0;0
2020-11-16 14:45:00;5;36;20;3;9;0;0;0
2020-11-16 15:00:00;4;61;46;7;14;0;0;0
2020-11-16 15:15:00;7;122;24;3;13;0;0;1
2020-11-16 15:30:00;6;43;13;2;5;0;0;0
2020-11-16 15:45:00;1;47;11;4;9;0;0;0
2020-11-16 16:00:00;4;54;8;2;13;0;0;0
2020-11-16 16:15:00;1;37;16;3;9;0;0;0
2020-11-16 16:30:00;4;41;14;3;10;0;0;0
2020-11-16 16:45:00;2;21;9;6;5;0;0;0
2020-11-16 17:00:00;1;32;9;3;7;0;0;0
2020-11-16 17:15:00;0;30;13;2;6;0;0;0
2020-11-16 17:30:00;0;34;8;4;7;0;0;0
2020-11-16 17:45:00;3;34;10;3;4;0;0;0
2020-11-16 18:00:00;3;25;13;6;2;0;0;0
2020-11-16 18:15:00;2;23;9;4;10;0;0;0
2020-11-16 18:30:00;0;15;5;2;4;0;0;0
2020-11-16 18:45:00;1;11;0;0;4;0;0;0
2020-11-16 19:00:00;0;15;6;0;0;0;0;0
2020-11-16 19:15:00;2;12;5;1;1;0;0;0
2020-11-16 19:30:00;1;15;4;0;2;0;0;0
2020-11-16 19:45:00;0;6;4;2;1;0;0;0
2020-11-16 20:00:00;0;7;6;2;2;0;0;0
2020-11-16 20:15:00;0;3;1;0;0;0;0;0
2020-11-16 20:30:00;0;5;4;0;0;0;0;0
2020-11-16 20:45:00;0;7;5;0;0;0;0;0
2020-11-16 21:00:00;2;6;15;5;1;0;0;0
2020-11-16 21:15:00;0;26;8;3;0;0;0;0
2020-11-16 21:30:00;1;21;9;1;5;0;0;0
2020-11-16 21:45:00;1;32;8;0;4;0;0;0
2020-11-16 22:00:00;2;26;14;3;8;0;0;0
2020-11-16 22:15:00;0;9;5;5;2;0;0;0
2020-11-16 22:30:00;1;4;0;0;0;0;0;0
2020-11-16 22:45:00;0;5;4;3;1;0;0;0
2020-11-16 23:00:00;0;2;0;0;0;0;0;0
2020-11-16 23:15:00;0;1;0;0;0;0;0;0
2020-11-16 23:30:00;0;1;1;1;0;0;0;0
2020-11-16 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
