DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2020-04-05 00:00:00;1;3;2;4;0;1;4;2;2
2020-04-05 00:15:00;3;1;1;2;0;1;1;0;0
2020-04-05 00:30:00;5;2;3;5;2;4;0;0;0
2020-04-05 00:45:00;1;1;0;4;1;3;1;0;0
2020-04-05 01:00:00;1;1;0;1;0;1;0;0;0
2020-04-05 01:15:00;2;2;1;0;0;3;3;0;0
2020-04-05 01:30:00;0;1;1;1;0;1;2;0;0
2020-04-05 01:45:00;0;2;2;4;2;0;0;0;0
2020-04-05 02:00:00;0;0;1;0;0;1;0;0;0
2020-04-05 02:15:00;1;2;1;1;1;0;0;0;0
2020-04-05 02:30:00;0;0;0;0;0;3;2;1;1
2020-04-05 02:45:00;0;0;0;0;0;0;0;0;0
2020-04-05 03:00:00;0;0;1;2;0;0;0;0;0
2020-04-05 03:15:00;0;1;0;0;0;0;0;0;0
2020-04-05 03:30:00;0;0;1;0;0;0;0;0;0
2020-04-05 03:45:00;1;2;0;2;0;1;0;0;0
2020-04-05 04:00:00;3;1;1;2;1;1;1;0;0
2020-04-05 04:15:00;0;2;2;0;0;0;0;0;0
2020-04-05 04:30:00;0;0;0;0;0;1;0;0;0
2020-04-05 04:45:00;0;0;1;1;0;2;1;0;0
2020-04-05 05:00:00;1;1;2;1;1;1;2;0;0
2020-04-05 05:15:00;4;1;0;4;4;3;1;0;0
2020-04-05 05:30:00;4;0;0;1;1;7;8;0;0
2020-04-05 05:45:00;3;2;0;3;3;6;4;0;0
2020-04-05 06:00:00;3;4;0;8;3;4;3;0;0
2020-04-05 06:15:00;8;2;2;3;2;4;2;2;2
2020-04-05 06:30:00;3;3;2;4;1;6;1;0;0
2020-04-05 06:45:00;7;1;0;7;1;2;3;0;0
2020-04-05 07:00:00;5;2;0;4;0;2;1;0;0
2020-04-05 07:15:00;7;3;2;6;0;1;5;0;0
2020-04-05 07:30:00;6;4;0;6;0;4;4;1;1
2020-04-05 07:45:00;2;2;1;2;1;3;1;0;0
2020-04-05 08:00:00;10;2;1;2;0;2;5;0;0
2020-04-05 08:15:00;2;1;1;2;0;3;3;1;1
2020-04-05 08:30:00;3;2;1;4;2;9;4;0;0
2020-04-05 08:45:00;9;6;1;7;1;4;1;1;1
2020-04-05 09:00:00;9;3;0;4;0;4;6;0;0
2020-04-05 09:15:00;7;2;1;7;2;7;5;2;2
2020-04-05 09:30:00;11;2;3;8;5;10;5;2;2
2020-04-05 09:45:00;7;4;7;8;4;11;6;1;1
2020-04-05 10:00:00;15;4;4;7;1;6;5;1;1
2020-04-05 10:15:00;19;9;6;5;4;10;8;0;0
2020-04-05 10:30:00;17;3;3;9;5;8;7;2;2
2020-04-05 10:45:00;21;8;2;6;3;16;6;6;6
2020-04-05 11:00:00;20;10;4;16;4;9;5;3;3
2020-04-05 11:15:00;18;6;6;13;4;10;10;5;5
2020-04-05 11:30:00;25;17;4;17;5;13;14;1;1
2020-04-05 11:45:00;16;4;5;13;8;14;8;0;0
2020-04-05 12:00:00;25;7;8;17;9;13;11;6;6
2020-04-05 12:15:00;24;12;5;14;5;13;10;3;3
2020-04-05 12:30:00;17;13;7;14;5;12;10;2;3
2020-04-05 12:45:00;20;11;8;17;7;14;6;5;4
2020-04-05 13:00:00;20;13;6;14;11;13;11;6;5
2020-04-05 13:15:00;24;13;7;13;6;16;16;1;1
2020-04-05 13:30:00;23;10;9;18;7;18;9;4;4
2020-04-05 13:45:00;27;9;11;19;6;13;7;3;3
2020-04-05 14:00:00;15;9;8;18;9;18;17;4;4
2020-04-05 14:15:00;27;13;6;23;7;15;16;6;6
2020-04-05 14:30:00;26;9;6;17;6;10;16;2;2
2020-04-05 14:45:00;21;13;8;21;8;20;13;0;0
2020-04-05 15:00:00;31;10;9;18;11;17;15;1;1
2020-04-05 15:15:00;16;9;7;15;7;15;15;2;2
2020-04-05 15:30:00;19;8;12;11;3;21;19;2;2
2020-04-05 15:45:00;24;9;11;24;7;13;12;3;3
2020-04-05 16:00:00;20;10;11;18;8;18;18;3;3
2020-04-05 16:15:00;22;12;10;18;4;13;12;3;3
2020-04-05 16:30:00;17;8;6;13;4;15;21;3;3
2020-04-05 16:45:00;22;12;9;16;3;18;14;5;5
2020-04-05 17:00:00;18;9;8;14;8;20;19;3;3
2020-04-05 17:15:00;18;6;13;12;9;26;22;2;2
2020-04-05 17:30:00;19;8;9;17;8;23;15;3;3
2020-04-05 17:45:00;20;10;8;22;4;34;31;7;7
2020-04-05 18:00:00;25;10;11;14;8;17;18;5;5
2020-04-05 18:15:00;18;10;9;10;3;19;27;6;6
2020-04-05 18:30:00;21;8;6;12;4;17;15;2;2
2020-04-05 18:45:00;18;8;9;12;2;22;13;6;6
2020-04-05 19:00:00;18;7;11;17;6;12;13;2;2
2020-04-05 19:15:00;15;6;10;8;5;18;17;5;5
2020-04-05 19:30:00;17;10;3;12;5;15;16;6;6
2020-04-05 19:45:00;23;13;11;8;4;19;8;0;0
2020-04-05 20:00:00;25;9;9;18;3;14;11;4;4
2020-04-05 20:15:00;14;7;5;9;3;14;10;2;2
2020-04-05 20:30:00;13;6;6;12;3;9;7;5;5
2020-04-05 20:45:00;13;5;2;8;3;11;9;0;0
2020-04-05 21:00:00;9;4;3;8;4;10;7;2;2
2020-04-05 21:15:00;13;5;4;2;3;4;2;3;3
2020-04-05 21:30:00;9;3;1;5;3;6;2;4;4
2020-04-05 21:45:00;7;2;1;7;2;6;4;2;2
2020-04-05 22:00:00;7;3;3;8;4;9;4;2;2
2020-04-05 22:15:00;5;2;3;7;1;3;5;1;1
2020-04-05 22:30:00;8;4;1;1;2;6;6;1;1
2020-04-05 22:45:00;7;0;2;2;2;4;7;1;1
2020-04-05 23:00:00;5;2;1;4;2;2;1;3;3
2020-04-05 23:15:00;3;3;0;4;0;4;1;1;1
2020-04-05 23:30:00;3;1;1;3;1;0;0;1;1
2020-04-05 23:45:00;3;0;2;3;0;8;1;0;0
