DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-06-21 00:00:00;0;16;8;17;5;0;1;1;0;0;0;0;0
2020-06-21 00:15:00;0;12;9;26;14;0;0;1;0;0;0;0;0
2020-06-21 00:30:00;4;29;8;21;11;1;1;1;0;0;0;0;0
2020-06-21 00:45:00;0;21;11;16;12;1;0;1;0;0;0;0;0
2020-06-21 01:00:00;1;20;10;18;11;1;1;0;0;0;0;0;0
2020-06-21 01:15:00;0;17;4;9;8;1;0;0;0;0;0;0;0
2020-06-21 01:30:00;0;14;4;16;5;0;0;0;0;0;0;0;0
2020-06-21 01:45:00;0;12;3;15;9;1;0;1;0;0;0;0;0
2020-06-21 02:00:00;0;7;5;11;5;0;0;1;0;0;0;0;0
2020-06-21 02:15:00;0;20;4;9;3;0;0;0;0;0;0;0;0
2020-06-21 02:30:00;1;9;3;8;4;1;0;1;0;0;0;0;0
2020-06-21 02:45:00;1;14;2;7;3;0;1;1;0;0;0;0;0
2020-06-21 03:00:00;0;8;1;11;8;0;0;0;0;0;0;0;0
2020-06-21 03:15:00;0;7;2;6;4;0;0;0;0;0;0;0;0
2020-06-21 03:30:00;0;6;1;7;2;0;0;0;0;0;0;0;0
2020-06-21 03:45:00;0;8;5;6;1;0;0;0;0;0;0;0;0
2020-06-21 04:00:00;0;4;0;4;4;0;0;0;0;0;0;0;0
2020-06-21 04:15:00;0;5;4;2;2;0;0;0;0;0;0;0;0
2020-06-21 04:30:00;0;5;1;0;1;0;0;0;0;0;0;0;0
2020-06-21 04:45:00;0;6;1;5;1;0;0;0;0;0;0;0;0
2020-06-21 05:00:00;0;5;1;3;3;0;0;0;0;0;0;0;0
2020-06-21 05:15:00;0;11;4;6;4;0;0;0;0;0;0;0;0
2020-06-21 05:30:00;0;9;5;14;3;0;0;0;0;0;0;0;0
