DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2)
2019-08-08 00:00:00;7;4;5;6;1;4;1;0;2
2019-08-08 00:15:00;12;5;1;7;2;4;3;0;1
2019-08-08 00:30:00;5;4;3;5;2;7;7;0;4
2019-08-08 00:45:00;5;6;2;2;4;8;3;0;1
2019-08-08 01:00:00;5;0;0;5;2;3;1;0;0
2019-08-08 01:15:00;3;3;0;8;3;4;3;0;1
2019-08-08 01:30:00;1;1;1;5;0;2;1;0;1
2019-08-08 01:45:00;2;2;3;2;2;3;2;0;2
2019-08-08 02:00:00;1;1;0;4;1;2;2;0;0
2019-08-08 02:15:00;1;0;1;6;4;1;0;0;1
2019-08-08 02:30:00;5;3;0;6;3;2;3;0;0
2019-08-08 02:45:00;0;2;1;5;0;1;1;0;2
2019-08-08 03:00:00;0;3;1;3;1;2;1;0;5
2019-08-08 03:15:00;3;2;1;7;1;1;1;0;3
2019-08-08 03:30:00;0;0;1;4;2;4;0;0;5
2019-08-08 03:45:00;3;1;0;6;3;3;1;0;1
2019-08-08 04:00:00;6;1;0;8;1;1;1;0;3
2019-08-08 04:15:00;6;1;0;9;1;6;2;0;1
2019-08-08 04:30:00;3;3;1;12;3;3;5;0;3
2019-08-08 04:45:00;7;6;1;9;0;8;7;0;5
2019-08-08 05:00:00;17;6;0;13;8;15;8;0;4
2019-08-08 05:15:00;24;14;0;22;14;20;18;0;5
2019-08-08 05:30:00;31;39;4;34;23;32;25;0;8
2019-08-08 05:45:00;27;27;6;47;41;49;60;0;6
2019-08-08 06:00:00;32;17;5;64;60;33;37;0;13
2019-08-08 06:15:00;34;21;9;47;36;55;60;0;14
2019-08-08 06:30:00;33;32;10;36;31;88;100;0;19
2019-08-08 06:45:00;32;24;8;34;29;95;99;0;15
2019-08-08 07:00:00;41;26;8;33;19;84;87;0;20
2019-08-08 07:15:00;44;47;11;26;20;89;108;0;20
2019-08-08 07:30:00;41;41;12;38;25;97;87;0;14
2019-08-08 07:45:00;45;38;11;36;36;98;88;0;12
2019-08-08 08:00:00;52;33;6;36;17;94;74;0;9
2019-08-08 08:15:00;49;30;12;35;31;66;78;0;11
2019-08-08 08:30:00;49;34;13;40;23;84;90;0;23
2019-08-08 08:45:00;35;39;11;41;23;65;57;0;11
2019-08-08 09:00:00;50;16;9;41;29;62;60;0;18
2019-08-08 09:15:00;57;39;12;40;38;51;52;0;14
2019-08-08 09:30:00;64;39;8;42;36;55;59;0;19
2019-08-08 09:45:00;56;46;16;45;32;63;62;0;26
2019-08-08 10:00:00;39;34;13;50;42;42;55;0;26
2019-08-08 10:15:00;59;47;16;47;53;51;50;0;20
2019-08-08 10:30:00;52;27;17;44;44;63;62;0;20
2019-08-08 10:45:00;54;45;13;51;40;59;47;0;24
2019-08-08 11:00:00;60;29;13;48;42;49;48;0;29
2019-08-08 11:15:00;67;36;5;44;44;51;61;0;29
2019-08-08 11:30:00;62;46;18;62;47;45;51;0;21
2019-08-08 11:45:00;67;43;13;53;54;42;38;0;26
2019-08-08 12:00:00;74;47;12;47;59;50;60;0;20
2019-08-08 12:15:00;65;56;13;69;66;52;44;0;18
2019-08-08 12:30:00;60;49;16;66;56;52;53;0;17
2019-08-08 12:45:00;70;48;15;64;60;51;57;0;21
2019-08-08 13:00:00;57;53;11;69;71;57;58;0;23
2019-08-08 13:15:00;66;57;18;51;58;62;62;0;21
2019-08-08 13:30:00;71;63;26;63;54;63;66;0;28
2019-08-08 13:45:00;68;60;16;60;68;61;48;0;25
2019-08-08 14:00:00;69;50;14;61;72;56;75;0;21
2019-08-08 14:15:00;66;69;16;80;82;56;53;0;16
2019-08-08 14:30:00;80;61;7;95;99;52;56;0;22
2019-08-08 14:45:00;86;78;13;82;103;64;62;0;28
2019-08-08 15:00:00;76;70;18;89;79;61;57;0;22
