DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(TAFGA);9(TAFGC)
2020-03-03 00:00:00;0;2;2;1;0;0;2;0;0
2020-03-03 00:15:00;2;3;4;0;0;0;9;0;0
2020-03-03 00:30:00;1;1;4;0;0;0;5;0;0
2020-03-03 00:45:00;3;3;3;1;0;0;6;0;0
2020-03-03 01:00:00;0;2;3;0;0;0;4;0;0
2020-03-03 01:15:00;1;2;4;0;0;0;5;0;0
2020-03-03 01:30:00;0;1;1;0;0;0;2;0;0
2020-03-03 01:45:00;1;2;2;0;0;0;1;0;0
2020-03-03 02:00:00;3;3;3;0;0;0;4;0;0
2020-03-03 02:15:00;0;1;3;0;0;0;2;0;0
2020-03-03 02:30:00;1;0;1;1;0;0;0;0;0
2020-03-03 02:45:00;0;1;1;0;1;1;0;0;0
2020-03-03 03:00:00;0;0;1;0;0;0;2;0;0
2020-03-03 03:15:00;0;2;2;1;1;0;4;0;0
2020-03-03 03:30:00;0;2;2;0;0;1;2;0;0
2020-03-03 03:45:00;2;5;4;0;0;0;1;0;0
2020-03-03 04:00:00;2;3;4;0;0;1;3;0;0
2020-03-03 04:15:00;7;8;10;1;1;0;4;0;0
2020-03-03 04:30:00;1;5;8;1;1;0;9;0;0
2020-03-03 04:45:00;5;7;13;2;1;0;9;0;0
2020-03-03 05:00:00;7;13;30;1;2;1;25;0;0
2020-03-03 05:15:00;21;33;54;5;3;6;71;0;0
2020-03-03 05:30:00;21;38;58;14;5;5;69;0;0
2020-03-03 05:45:00;32;46;76;32;7;18;73;0;0
2020-03-03 06:00:00;24;36;59;32;9;17;56;0;0
2020-03-03 06:15:00;39;49;72;25;14;25;56;0;0
2020-03-03 06:30:00;50;59;99;39;38;66;113;0;0
2020-03-03 06:45:00;48;48;79;34;29;51;119;6;0
2020-03-03 07:00:00;59;58;87;16;16;36;137;1;3
2020-03-03 07:15:00;57;46;88;32;14;31;135;12;6
2020-03-03 07:30:00;66;67;105;26;12;21;144;3;0
2020-03-03 07:45:00;100;76;120;31;20;44;147;2;1
2020-03-03 08:00:00;67;71;102;37;17;53;157;1;12
2020-03-03 08:15:00;66;61;105;25;10;19;122;1;3
2020-03-03 08:30:00;46;47;83;18;7;15;85;5;2
2020-03-03 08:45:00;39;43;80;21;8;6;78;3;1
2020-03-03 09:00:00;31;53;77;28;9;5;78;3;3
2020-03-03 09:15:00;35;41;57;18;8;9;71;2;1
2020-03-03 09:30:00;34;41;90;17;9;6;59;6;9
2020-03-03 09:45:00;32;49;70;11;5;3;74;1;4
2020-03-03 10:00:00;34;46;66;22;8;4;70;6;5
2020-03-03 10:15:00;32;50;90;21;8;4;80;3;4
2020-03-03 10:30:00;29;45;75;12;4;5;63;1;2
2020-03-03 10:45:00;31;39;61;25;10;4;80;2;2
2020-03-03 11:00:00;39;52;81;17;6;9;59;1;8
2020-03-03 11:15:00;51;53;73;18;8;8;81;4;12
2020-03-03 11:30:00;49;58;87;21;8;3;76;6;6
2020-03-03 11:45:00;30;63;84;17;10;4;78;5;6
2020-03-03 12:00:00;38;41;71;15;8;3;94;3;2
2020-03-03 12:15:00;30;47;68;28;11;8;68;10;43
2020-03-03 12:30:00;40;55;79;20;7;3;80;10;7
2020-03-03 12:45:00;29;36;51;26;11;5;74;5;2
2020-03-03 13:00:00;38;63;87;21;8;5;96;2;7
2020-03-03 13:15:00;54;54;94;21;8;3;101;4;15
2020-03-03 13:30:00;51;64;97;26;10;7;103;0;12
2020-03-03 13:45:00;35;65;90;22;9;9;88;5;10
2020-03-03 14:00:00;49;63;91;27;7;7;69;7;3
2020-03-03 14:15:00;67;85;107;31;11;7;76;0;4
