DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2019-12-03 00:00:00;0;6;10;13;3;0;0
2019-12-03 00:15:00;0;9;11;10;8;3;3
2019-12-03 00:30:00;0;14;4;14;6;0;0
2019-12-03 00:45:00;0;9;3;8;4;1;1
2019-12-03 01:00:00;0;7;5;6;6;0;0
2019-12-03 01:15:00;0;7;3;5;0;0;0
2019-12-03 01:30:00;0;3;3;5;2;0;0
2019-12-03 01:45:00;0;3;4;7;1;0;0
2019-12-03 02:00:00;0;6;3;6;7;0;0
2019-12-03 02:15:00;0;5;1;2;0;0;0
2019-12-03 02:30:00;0;3;2;1;0;0;0
2019-12-03 02:45:00;0;4;2;4;1;0;0
2019-12-03 03:00:00;0;2;1;3;3;0;0
2019-12-03 03:15:00;0;4;1;12;4;0;0
2019-12-03 03:30:00;0;5;4;8;3;0;0
2019-12-03 03:45:00;0;5;2;11;4;0;0
2019-12-03 04:00:00;0;5;1;7;4;0;0
2019-12-03 04:15:00;0;7;4;15;3;0;0
2019-12-03 04:30:00;0;13;5;16;4;0;0
2019-12-03 04:45:00;0;22;16;16;3;0;0
2019-12-03 05:00:00;0;63;42;28;23;0;0
2019-12-03 05:15:00;3;76;66;37;23;0;0
2019-12-03 05:30:00;0;67;75;51;36;1;1
2019-12-03 05:45:00;8;71;81;55;52;2;2
2019-12-03 06:00:00;28;60;77;66;75;5;5
2019-12-03 06:15:00;5;91;120;59;68;3;3
2019-12-03 06:30:00;3;105;122;58;78;8;8
2019-12-03 06:45:00;25;106;140;75;81;3;3
2019-12-03 07:00:00;23;163;184;78;73;4;3
2019-12-03 07:15:00;12;165;182;88;78;7;9
2019-12-03 07:30:00;27;182;149;106;132;3;3
2019-12-03 07:45:00;27;194;142;115;145;6;6
2019-12-03 08:00:00;9;152;140;97;86;4;4
2019-12-03 08:15:00;11;125;116;105;103;5;5
2019-12-03 08:30:00;16;121;113;101;104;4;4
2019-12-03 08:45:00;23;112;109;111;110;3;3
2019-12-03 09:00:00;21;99;104;102;105;4;4
2019-12-03 09:15:00;9;120;122;116;98;3;2
2019-12-03 09:30:00;5;124;123;94;93;3;4
2019-12-03 09:45:00;4;108;104;132;106;4;4
2019-12-03 10:00:00;21;105;101;122;99;3;3
2019-12-03 10:15:00;20;101;94;104;102;3;3
2019-12-03 10:30:00;2;94;102;121;118;3;3
2019-12-03 10:45:00;16;121;122;113;118;5;5
2019-12-03 11:00:00;6;100;93;127;113;2;2
2019-12-03 11:15:00;6;111;108;118;124;4;4
2019-12-03 11:30:00;4;107;91;132;138;7;7
2019-12-03 11:45:00;9;102;69;114;128;2;2
2019-12-03 12:00:00;7;115;91;131;128;4;4
2019-12-03 12:15:00;2;87;86;112;120;2;2
2019-12-03 12:30:00;10;85;91;118;127;5;4
2019-12-03 12:45:00;24;105;116;128;139;3;4
2019-12-03 13:00:00;24;121;115;116;136;3;3
2019-12-03 13:15:00;33;126;60;104;129;9;9
2019-12-03 13:30:00;9;127;9;128;141;6;6
2019-12-03 13:45:00;13;132;100;120;137;2;2
2019-12-03 14:00:00;22;113;105;115;131;4;3
2019-12-03 14:15:00;6;116;111;129;164;2;3
2019-12-03 14:30:00;7;119;125;149;155;5;5
2019-12-03 14:45:00;23;104;107;139;158;3;3
2019-12-03 15:00:00;26;105;91;139;169;3;3
2019-12-03 15:15:00;6;113;112;159;157;4;4
2019-12-03 15:30:00;22;129;123;136;171;5;5
2019-12-03 15:45:00;33;115;117;162;200;5;5
2019-12-03 16:00:00;9;135;115;159;182;3;2
2019-12-03 16:15:00;24;132;118;157;178;4;4
2019-12-03 16:30:00;36;125;104;179;202;5;5
2019-12-03 16:45:00;34;133;120;172;200;3;3
2019-12-03 17:00:00;18;121;127;148;173;4;4
2019-12-03 17:15:00;12;127;126;161;182;4;4
2019-12-03 17:30:00;20;114;110;154;190;4;4
2019-12-03 17:45:00;23;115;102;158;202;4;4
2019-12-03 18:00:00;7;105;83;142;167;4;4
2019-12-03 18:15:00;20;129;102;131;156;4;4
2019-12-03 18:30:00;4;102;90;125;133;5;5
2019-12-03 18:45:00;12;87;87;128;125;4;4
2019-12-03 19:00:00;15;95;93;102;103;3;3
2019-12-03 19:15:00;8;80;74;101;106;4;4
2019-12-03 19:30:00;4;64;72;93;85;4;4
2019-12-03 19:45:00;6;67;50;90;75;2;2
2019-12-03 20:00:00;6;47;26;90;81;3;3
2019-12-03 20:15:00;8;55;5;80;77;2;2
2019-12-03 20:30:00;8;51;5;71;52;3;3
2019-12-03 20:45:00;1;48;38;70;59;1;1
2019-12-03 21:00:00;10;63;62;57;60;3;3
2019-12-03 21:15:00;2;64;38;70;50;2;2
2019-12-03 21:30:00;3;36;33;52;33;1;1
2019-12-03 21:45:00;6;25;25;78;71;0;0
2019-12-03 22:00:00;1;29;30;95;107;2;2
2019-12-03 22:15:00;2;29;24;100;83;1;1
2019-12-03 22:30:00;7;32;5;57;48;2;2
2019-12-03 22:45:00;0;25;11;39;33;1;1
2019-12-03 23:00:00;0;13;14;34;19;2;2
2019-12-03 23:15:00;0;13;13;31;16;2;2
2019-12-03 23:30:00;0;15;8;23;12;1;1
