DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2019-10-23 00:00:00;22;4;3;3;9;13;22;8;11;0;0;0
2019-10-23 00:15:00;16;3;2;5;4;8;17;6;10;0;0;0
2019-10-23 00:30:00;13;8;2;4;8;9;11;7;6;2;0;2
2019-10-23 00:45:00;7;5;1;5;3;4;7;3;5;0;0;1
2019-10-23 01:00:00;8;4;2;5;8;1;8;6;0;0;0;0
2019-10-23 01:15:00;8;6;0;1;1;2;8;2;4;0;0;0
2019-10-23 01:30:00;10;7;1;3;4;4;12;3;2;0;0;0
2019-10-23 01:45:00;14;10;0;0;3;2;13;2;3;0;0;0
2019-10-23 02:00:00;15;9;0;1;2;4;15;3;2;0;0;1
2019-10-23 02:15:00;11;4;2;2;4;2;11;6;1;0;0;1
2019-10-23 02:30:00;5;4;0;0;5;6;7;6;4;0;0;0
2019-10-23 02:45:00;11;6;0;2;4;4;11;3;3;0;0;0
2019-10-23 03:00:00;4;2;0;1;5;8;4;5;5;0;0;1
2019-10-23 03:15:00;7;6;1;0;4;8;8;4;3;0;0;0
2019-10-23 03:30:00;10;3;0;0;8;3;10;7;0;0;0;0
2019-10-23 03:45:00;18;7;0;2;5;1;18;6;5;1;0;0
2019-10-23 04:00:00;13;5;0;0;8;8;14;10;9;2;0;0
2019-10-23 04:15:00;24;9;0;1;10;9;24;15;13;0;0;0
2019-10-23 04:30:00;24;12;0;0;12;15;24;12;15;1;0;1
2019-10-23 04:45:00;41;12;0;0;20;23;44;20;27;0;0;1
2019-10-23 05:00:00;56;15;0;1;44;52;56;48;46;2;0;4
2019-10-23 05:15:00;69;12;3;3;71;79;65;71;76;5;0;4
2019-10-23 05:30:00;104;25;9;1;79;79;107;91;82;3;1;7
2019-10-23 05:45:00;155;31;8;14;60;57;158;72;81;2;0;6
2019-10-23 06:00:00;165;33;5;9;51;63;165;68;65;0;0;10
2019-10-23 06:15:00;220;33;7;14;39;41;220;90;105;0;0;10
2019-10-23 06:30:00;206;29;17;19;27;78;215;123;114;3;0;12
2019-10-23 06:45:00;183;38;7;18;0;0;200;118;121;3;1;18
2019-10-23 07:00:00;191;36;14;24;14;18;205;120;133;2;0;13
2019-10-23 07:15:00;220;33;16;24;1;2;230;139;156;2;1;17
2019-10-23 07:30:00;225;54;31;24;110;230;271;134;97;6;0;28
2019-10-23 07:45:00;221;49;27;36;90;168;264;115;161;3;1;24
2019-10-23 08:00:00;191;47;23;27;184;233;230;139;189;4;3;9
2019-10-23 08:15:00;200;39;24;25;147;206;221;127;172;6;0;7
2019-10-23 08:30:00;198;49;21;40;120;178;235;106;159;3;2;12
2019-10-23 08:45:00;200;43;29;47;141;169;226;121;157;3;1;8
2019-10-23 09:00:00;161;35;32;32;105;125;179;105;122;1;0;10
2019-10-23 09:15:00;160;25;28;32;115;165;179;98;154;2;2;8
2019-10-23 09:30:00;175;29;24;33;124;144;201;98;149;0;0;4
2019-10-23 09:45:00;167;38;23;42;105;152;186;98;155;4;1;5
2019-10-23 10:00:00;154;39;30;39;110;148;167;112;145;3;2;6
2019-10-23 10:15:00;179;30;43;55;105;167;195;118;163;0;0;2
2019-10-23 10:30:00;204;38;38;34;94;133;232;112;139;2;3;3
2019-10-23 10:45:00;205;36;36;46;90;147;224;107;136;2;2;2
2019-10-23 11:00:00;209;32;49;49;93;115;230;110;115;1;2;4
2019-10-23 11:15:00;181;24;39;53;89;124;189;99;140;3;5;6
2019-10-23 11:30:00;227;54;33;38;85;117;247;105;124;3;4;6
2019-10-23 11:45:00;248;32;34;71;77;111;256;93;107;3;3;5
2019-10-23 12:00:00;224;25;45;67;92;126;227;117;127;4;3;5
2019-10-23 12:15:00;191;29;45;76;90;134;207;100;137;4;2;7
2019-10-23 12:30:00;249;24;43;58;93;98;249;109;159;2;3;6
2019-10-23 12:45:00;220;39;38;62;92;153;240;108;149;1;1;8
2019-10-23 13:00:00;260;25;49;69;84;125;268;128;151;0;5;16
2019-10-23 13:15:00;248;30;42;87;66;75;259;144;179;1;3;9
2019-10-23 13:30:00;237;25;28;55;84;104;249;138;175;1;5;6
2019-10-23 13:45:00;244;36;31;67;74;89;253;113;146;1;1;8
2019-10-23 14:00:00;248;25;28;72;65;87;258;92;125;4;3;3
2019-10-23 14:15:00;287;25;29;62;50;76;299;89;137;5;0;7
2019-10-23 14:30:00;293;19;31;53;80;88;282;101;118;4;1;10
2019-10-23 14:45:00;268;25;37;70;72;92;210;109;103;2;7;13
2019-10-23 15:00:00;291;30;33;68;45;82;230;95;117;1;1;8
2019-10-23 15:15:00;284;32;23;85;64;92;237;89;116;0;0;9
2019-10-23 15:30:00;290;24;27;91;67;67;247;107;131;1;6;12
2019-10-23 15:45:00;282;31;36;78;58;106;241;116;138;2;7;16
2019-10-23 16:00:00;251;27;46;82;47;117;213;115;155;1;6;11
2019-10-23 16:15:00;280;24;40;82;67;50;248;132;148;3;5;22
2019-10-23 16:30:00;288;19;30;94;97;105;246;115;165;1;2;15
2019-10-23 16:45:00;180;18;31;98;83;112;123;116;161;4;2;15
2019-10-23 17:00:00;285;20;26;105;98;73;207;119;169;2;3;21
2019-10-23 17:15:00;272;17;28;93;87;125;238;122;170;2;1;20
2019-10-23 17:30:00;252;16;46;99;120;141;237;131;164;4;0;14
2019-10-23 17:45:00;294;21;35;83;106;107;216;115;164;4;1;19
2019-10-23 18:00:00;273;17;22;87;99;164;252;112;159;2;1;17
2019-10-23 18:15:00;286;15;30;61;90;119;269;121;142;2;2;12
2019-10-23 18:30:00;280;19;29;56;78;114;219;107;138;1;3;14
2019-10-23 18:45:00;250;38;34;52;59;83;261;103;121;5;10;6
2019-10-23 19:00:00;237;34;28;51;68;95;243;100;137;1;6;11
2019-10-23 19:15:00;198;43;25;59;38;89;211;65;98;2;4;6
2019-10-23 19:30:00;174;48;28;50;27;64;189;70;94;0;6;3
2019-10-23 19:45:00;174;20;25;53;43;67;179;63;82;2;0;4
2019-10-23 20:00:00;184;28;18;51;49;64;187;76;82;0;2;4
2019-10-23 20:15:00;203;25;22;61;40;57;163;54;66;1;4;9
2019-10-23 20:30:00;156;29;15;50;37;35;153;57;56;0;2;7
2019-10-23 20:45:00;117;36;14;46;37;40;124;58;57;1;3;3
2019-10-23 21:00:00;125;31;22;35;41;61;120;76;73;3;0;4
2019-10-23 21:15:00;116;27;18;53;54;49;118;66;89;0;6;3
2019-10-23 21:30:00;99;18;13;32;44;51;104;59;70;0;1;4
2019-10-23 21:45:00;144;28;17;46;38;42;137;45;42;0;7;2
2019-10-23 22:00:00;229;30;45;56;36;31;229;57;52;0;0;6
2019-10-23 22:15:00;192;32;28;46;37;32;188;44;40;0;0;2
2019-10-23 22:30:00;108;28;15;21;25;24;106;30;28;1;0;5
2019-10-23 22:45:00;50;16;5;24;19;30;50;21;26;0;2;2
2019-10-23 23:00:00;50;14;7;25;13;23;51;17;18;0;0;4
2019-10-23 23:15:00;43;18;6;17;20;14;47;22;17;0;0;3
2019-10-23 23:30:00;34;7;8;10;16;17;33;14;19;0;0;1
2019-10-23 23:45:00;26;8;3;11;20;14;25;14;14;0;0;0
