DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-10-27 00:00:00;2;5;1;0;0;5;5
2020-10-27 00:15:00;7;8;3;1;0;3;8
2020-10-27 00:30:00;3;9;3;0;0;4;2
2020-10-27 00:45:00;6;11;4;1;0;0;4
2020-10-27 01:00:00;1;10;0;0;0;2;4
2020-10-27 01:15:00;1;4;1;0;0;1;8
2020-10-27 01:30:00;1;6;0;2;1;3;4
2020-10-27 01:45:00;2;7;2;0;0;5;2
2020-10-27 02:00:00;0;4;1;0;0;5;4
2020-10-27 02:15:00;1;5;0;1;0;3;3
2020-10-27 02:30:00;0;1;0;1;0;3;1
2020-10-27 02:45:00;2;3;0;0;0;1;5
2020-10-27 03:00:00;3;10;2;0;0;5;3
2020-10-27 03:15:00;3;3;0;0;0;1;5
2020-10-27 03:30:00;2;2;0;2;2;4;8
2020-10-27 03:45:00;6;9;2;1;0;2;4
2020-10-27 04:00:00;4;7;1;1;1;5;2
2020-10-27 04:15:00;7;9;2;8;1;9;9
2020-10-27 04:30:00;9;20;0;7;1;18;11
2020-10-27 04:45:00;16;27;2;3;2;8;10
2020-10-27 05:00:00;42;53;3;7;2;16;19
2020-10-27 05:15:00;92;127;5;16;6;22;38
2020-10-27 05:30:00;79;128;20;20;10;27;44
2020-10-27 05:45:00;80;125;13;17;28;58;91
2020-10-27 06:00:00;53;105;13;21;11;67;96
2020-10-27 06:15:00;85;134;27;44;34;85;102
2020-10-27 06:30:00;118;196;51;62;37;74;100
2020-10-27 06:45:00;110;216;50;70;35;59;92
2020-10-27 07:00:00;57;135;38;70;39;59;67
2020-10-27 07:15:00;83;102;40;63;46;75;76
2020-10-27 07:30:00;228;106;84;73;68;168;44
2020-10-27 07:45:00;248;106;74;96;65;154;90
2020-10-27 08:00:00;164;183;101;54;28;84;94
2020-10-27 08:15:00;107;193;57;79;39;96;120
2020-10-27 08:30:00;86;190;47;82;33;90;104
2020-10-27 08:45:00;79;172;63;74;24;91;99
2020-10-27 09:00:00;55;124;42;44;16;65;73
2020-10-27 09:15:00;66;180;57;51;25;81;101
2020-10-27 09:30:00;63;180;52;74;29;86;105
2020-10-27 09:45:00;70;183;44;64;20;85;117
2020-10-27 10:00:00;58;170;56;56;19;88;96
2020-10-27 10:15:00;70;195;56;60;22;100;117
2020-10-27 10:30:00;80;168;60;56;18;85;109
2020-10-27 10:45:00;67;187;48;42;21;100;102
2020-10-27 11:00:00;72;182;61;49;14;103;105
2020-10-27 11:15:00;72;203;56;64;20;115;122
2020-10-27 11:30:00;66;176;61;61;23;119;109
2020-10-27 11:45:00;57;184;54;61;17;105;104
2020-10-27 12:00:00;69;157;56;48;26;95;108
2020-10-27 12:15:00;70;175;56;52;16;117;136
2020-10-27 12:30:00;103;193;60;69;29;108;117
2020-10-27 12:45:00;89;166;73;81;21;109;128
2020-10-27 13:00:00;157;162;86;56;22;121;119
2020-10-27 13:15:00;152;204;92;65;32;127;113
2020-10-27 13:30:00;119;236;74;83;35;114;132
2020-10-27 13:45:00;137;239;74;67;29;106;118
2020-10-27 14:00:00;90;165;74;72;27;104;118
2020-10-27 14:15:00;76;191;70;88;30;143;151
2020-10-27 14:30:00;100;163;83;79;24;158;174
2020-10-27 14:45:00;76;185;84;70;23;119;133
2020-10-27 15:00:00;80;180;80;81;27;116;122
2020-10-27 15:15:00;99;183;93;89;35;146;155
2020-10-27 15:30:00;111;206;89;75;30;142;141
2020-10-27 15:45:00;92;185;88;77;31;128;146
2020-10-27 16:00:00;106;172;91;72;34;118;127
2020-10-27 16:15:00;135;164;112;86;38;150;160
2020-10-27 16:30:00;104;178;98;102;27;120;129
2020-10-27 16:45:00;118;184;100;82;33;147;141
2020-10-27 17:00:00;110;178;99;67;36;135;124
2020-10-27 17:15:00;112;175;76;75;35;138;142
2020-10-27 17:30:00;92;186;80;67;25;120;107
2020-10-27 17:45:00;106;187;91;57;16;121;134
2020-10-27 18:00:00;77;170;77;49;21;109;100
2020-10-27 18:15:00;84;172;86;52;16;116;111
2020-10-27 18:30:00;57;171;57;37;13;95;96
2020-10-27 18:45:00;46;125;48;44;12;89;90
2020-10-27 19:00:00;45;117;53;38;10;88;87
2020-10-27 19:15:00;38;131;41;26;5;70;80
2020-10-27 19:30:00;39;125;38;27;10;73;69
2020-10-27 19:45:00;31;123;33;27;7;60;61
2020-10-27 20:00:00;30;95;32;24;8;83;81
2020-10-27 20:15:00;41;104;35;23;10;52;55
2020-10-27 20:30:00;37;79;19;17;6;59;64
2020-10-27 20:45:00;42;89;27;17;6;43;62
2020-10-27 21:00:00;66;118;22;13;7;42;38
2020-10-27 21:15:00;72;134;23;16;1;36;56
2020-10-27 21:30:00;36;82;23;14;7;29;37
2020-10-27 21:45:00;20;53;13;7;4;62;89
2020-10-27 22:00:00;14;48;12;11;2;78;86
2020-10-27 22:15:00;14;45;10;5;2;62;73
2020-10-27 22:30:00;7;42;11;4;1;28;34
2020-10-27 22:45:00;6;37;10;6;0;13;20
2020-10-27 23:00:00;11;33;12;6;4;15;21
2020-10-27 23:15:00;9;25;6;2;1;17;9
2020-10-27 23:30:00;3;11;2;1;0;10;10
