DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-11-24 00:00:00;0;3;0;0;0;0;13;8;0;0
2020-11-24 00:15:00;0;15;0;0;1;0;12;5;0;0
2020-11-24 00:30:00;0;14;0;0;0;0;10;8;0;0
2020-11-24 00:45:00;0;9;1;0;0;0;9;4;1;1
2020-11-24 01:00:00;0;8;1;0;0;0;9;16;0;0
2020-11-24 01:15:00;0;8;0;0;0;0;8;9;2;1
2020-11-24 01:30:00;0;5;0;1;0;0;4;4;0;0
2020-11-24 01:45:00;0;8;0;0;0;0;3;2;1;0
2020-11-24 02:00:00;0;9;1;0;0;0;11;2;0;0
2020-11-24 02:15:00;0;5;0;0;1;0;4;4;0;0
2020-11-24 02:30:00;0;9;0;0;0;0;5;4;0;0
2020-11-24 02:45:00;0;6;0;0;0;0;5;3;0;0
2020-11-24 03:00:00;0;8;0;0;0;0;7;4;0;0
2020-11-24 03:15:00;0;4;0;0;0;0;4;2;0;0
2020-11-24 03:30:00;0;2;0;0;1;0;4;5;0;0
2020-11-24 03:45:00;0;7;0;0;0;0;8;4;0;0
2020-11-24 04:00:00;0;6;1;1;0;0;7;9;0;0
2020-11-24 04:15:00;0;11;0;0;0;0;13;10;2;2
2020-11-24 04:30:00;0;12;0;0;1;0;26;12;0;0
2020-11-24 04:45:00;0;28;0;1;1;0;35;13;1;0
2020-11-24 05:00:00;0;37;0;3;3;0;100;56;9;12
2020-11-24 05:15:00;0;50;0;3;1;0;164;130;9;12
2020-11-24 05:30:00;0;66;5;8;11;0;184;141;13;26
2020-11-24 05:45:00;0;99;27;53;59;0;154;108;30;43
2020-11-24 06:00:00;0;147;21;57;54;0;132;129;17;29
2020-11-24 06:15:00;0;133;5;19;28;0;163;142;22;29
2020-11-24 06:30:00;0;114;4;7;6;0;164;177;44;62
2020-11-24 06:45:00;0;118;3;13;6;0;164;208;49;61
2020-11-24 07:00:00;0;91;8;12;7;0;145;175;36;49
2020-11-24 07:15:00;0;85;13;16;13;1;165;216;28;40
2020-11-24 07:30:00;0;122;11;19;15;0;159;232;35;43
2020-11-24 07:45:00;0;126;12;11;11;0;172;220;32;39
2020-11-24 08:00:00;0;109;6;14;18;0;159;224;11;22
2020-11-24 08:15:00;0;119;6;10;15;0;144;187;21;27
2020-11-24 08:30:00;0;108;8;11;7;0;137;159;17;20
2020-11-24 08:45:00;0;88;9;14;7;0;127;140;16;15
2020-11-24 09:00:00;0;80;4;16;13;0;91;120;6;3
2020-11-24 09:15:00;0;91;3;20;17;0;99;116;8;8
2020-11-24 09:30:00;0;103;13;11;12;0;113;127;12;9
2020-11-24 09:45:00;0;117;8;12;9;0;104;118;11;8
2020-11-24 10:00:00;0;101;12;16;21;1;100;117;13;6
2020-11-24 10:15:00;0;120;5;12;13;0;107;118;12;6
2020-11-24 10:30:00;0;107;8;17;11;0;92;125;13;8
2020-11-24 10:45:00;0;97;16;15;11;0;96;107;6;8
2020-11-24 11:00:00;0;123;4;16;21;0;113;142;14;4
2020-11-24 11:15:00;0;118;7;12;14;0;96;113;16;12
2020-11-24 11:30:00;0;136;12;21;13;0;97;142;14;14
2020-11-24 11:45:00;0;127;10;18;19;1;93;133;18;12
2020-11-24 12:00:00;0;116;8;23;27;0;107;114;12;4
2020-11-24 12:15:00;0;146;6;16;22;1;94;129;20;4
2020-11-24 12:30:00;0;110;7;21;15;0;94;104;5;3
2020-11-24 12:45:00;0;132;17;24;24;0;128;156;15;14
2020-11-24 13:00:00;0;148;8;24;26;0;124;163;20;14
2020-11-24 13:15:00;0;134;18;23;19;0;174;192;15;18
2020-11-24 13:30:00;0;120;16;28;38;0;183;225;23;31
2020-11-24 13:45:00;0;134;15;26;27;0;163;186;21;28
2020-11-24 14:00:00;0;169;30;58;66;0;142;173;25;18
2020-11-24 14:15:00;0;201;17;69;77;0;118;145;10;3
2020-11-24 14:30:00;0;175;28;86;81;0;106;149;5;9
2020-11-24 14:45:00;0;178;20;48;59;0;131;163;8;8
2020-11-24 15:00:00;0;161;15;67;72;0;112;146;9;10
