DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(DC3);10(DD1);11(DE1)
2020-03-10 00:00:00;3;3;1;2;0;2;3;0;0;2;0
2020-03-10 00:15:00;8;4;1;2;1;7;10;0;0;1;0
2020-03-10 00:30:00;14;3;0;0;0;0;9;1;0;1;0
2020-03-10 00:45:00;5;3;0;1;0;3;11;3;0;0;0
2020-03-10 01:00:00;4;1;0;2;0;4;11;0;0;0;0
2020-03-10 01:15:00;6;2;0;0;0;1;7;5;0;2;0
2020-03-10 01:30:00;4;5;0;0;0;2;9;2;0;0;0
2020-03-10 01:45:00;1;3;2;1;0;2;5;0;0;0;0
2020-03-10 02:00:00;5;4;0;0;0;1;6;2;0;1;0
2020-03-10 02:15:00;1;4;4;0;0;0;12;1;0;0;0
2020-03-10 02:30:00;5;4;1;1;1;0;2;2;0;0;0
2020-03-10 02:45:00;8;4;0;1;0;5;12;1;0;0;0
2020-03-10 03:00:00;0;2;0;0;0;2;13;2;0;0;0
2020-03-10 03:15:00;4;1;0;1;1;5;8;1;0;1;0
2020-03-10 03:30:00;5;9;1;0;0;0;10;2;0;1;0
2020-03-10 03:45:00;7;3;0;1;0;5;14;4;0;2;0
2020-03-10 04:00:00;13;7;3;1;0;2;10;2;0;1;0
2020-03-10 04:15:00;10;6;3;2;1;3;15;1;0;0;0
2020-03-10 04:30:00;7;11;6;0;0;3;29;8;0;1;0
2020-03-10 04:45:00;18;9;7;0;0;3;59;20;0;1;0
2020-03-10 05:00:00;31;17;13;1;0;2;93;70;1;3;0
2020-03-10 05:15:00;38;23;11;3;0;3;129;121;0;5;0
2020-03-10 05:30:00;53;23;29;9;2;14;136;117;0;5;0
2020-03-10 05:45:00;101;43;31;17;5;30;127;110;0;3;0
2020-03-10 06:00:00;137;57;50;18;5;27;120;143;0;8;0
2020-03-10 06:15:00;139;59;57;31;9;42;127;144;1;9;0
2020-03-10 06:30:00;81;59;43;27;11;45;143;144;1;6;1
2020-03-10 06:45:00;84;50;56;37;17;58;127;154;4;14;2
2020-03-10 07:00:00;78;40;50;57;24;76;146;172;2;11;1
2020-03-10 07:15:00;73;39;51;63;31;91;149;167;1;25;1
2020-03-10 07:30:00;93;30;55;64;36;93;168;194;2;22;3
2020-03-10 07:45:00;126;45;53;44;18;57;147;179;4;17;0
2020-03-10 08:00:00;87;50;46;33;12;51;129;148;1;17;1
2020-03-10 08:15:00;92;40;40;32;15;47;116;150;2;15;1
2020-03-10 08:30:00;86;44;39;38;11;45;111;137;1;7;2
2020-03-10 08:45:00;94;43;44;24;10;37;103;96;5;5;1
2020-03-10 09:00:00;68;35;30;41;8;53;90;97;1;11;1
2020-03-10 09:15:00;91;33;22;26;9;34;84;86;0;5;1
2020-03-10 09:30:00;87;37;30;21;6;24;104;92;0;7;3
2020-03-10 09:45:00;85;35;43;18;3;21;75;85;0;11;0
2020-03-10 10:00:00;79;31;16;24;2;29;90;87;0;11;1
2020-03-10 10:15:00;101;37;29;23;7;29;73;78;0;12;6
2020-03-10 10:30:00;100;37;22;21;7;27;76;86;2;6;2
2020-03-10 10:45:00;112;39;36;17;5;22;90;78;1;11;3
2020-03-10 11:00:00;96;36;30;18;4;19;84;61;1;9;4
2020-03-10 11:15:00;109;37;33;16;4;18;64;71;3;12;2
2020-03-10 11:30:00;93;38;35;16;0;18;75;65;3;7;2
2020-03-10 11:45:00;94;39;58;25;8;30;85;78;4;10;3
2020-03-10 12:00:00;102;29;41;20;3;27;82;69;1;13;3
2020-03-10 12:15:00;133;48;67;14;2;18;88;76;1;17;0
2020-03-10 12:30:00;127;47;55;17;4;20;89;72;3;8;2
2020-03-10 12:45:00;101;41;46;17;2;20;108;93;1;15;1
2020-03-10 13:00:00;125;46;49;11;5;15;100;113;0;11;0
2020-03-10 13:15:00;103;37;38;12;3;16;109;122;2;15;0
2020-03-10 13:30:00;120;55;53;26;7;36;128;130;0;11;2
