DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-12-07 00:00:00;5;3;1;0;2;9;1
2020-12-07 00:15:00;4;1;0;0;0;8;6
2020-12-07 00:30:00;2;1;0;2;2;4;4
2020-12-07 00:45:00;1;0;0;2;5;11;1
2020-12-07 01:00:00;5;5;1;2;3;6;3
2020-12-07 01:15:00;4;4;0;0;1;7;3
2020-12-07 01:30:00;3;2;0;1;2;5;0
2020-12-07 01:45:00;3;2;0;0;0;2;2
2020-12-07 02:00:00;5;5;2;1;2;2;1
2020-12-07 02:15:00;3;1;0;1;1;2;3
2020-12-07 02:30:00;2;1;0;0;2;6;2
2020-12-07 02:45:00;3;4;1;1;2;4;3
2020-12-07 03:00:00;8;5;0;2;2;4;1
2020-12-07 03:15:00;6;1;0;0;0;4;0
2020-12-07 03:30:00;3;2;0;3;3;4;0
2020-12-07 03:45:00;7;5;0;0;0;5;1
2020-12-07 04:00:00;7;4;0;0;1;9;2
2020-12-07 04:15:00;10;8;0;2;3;11;4
2020-12-07 04:30:00;12;12;0;1;3;21;10
2020-12-07 04:45:00;28;8;1;4;6;41;8
2020-12-07 05:00:00;24;22;1;5;7;65;43
2020-12-07 05:15:00;40;36;2;11;13;125;104
2020-12-07 05:30:00;60;39;2;13;25;120;125
2020-12-07 05:45:00;61;51;6;10;19;107;105
2020-12-07 06:00:00;67;55;2;6;23;103;96
2020-12-07 06:15:00;60;59;5;9;23;116;127
2020-12-07 06:30:00;59;83;7;12;23;137;142
2020-12-07 06:45:00;77;71;3;9;27;135;133
2020-12-07 07:00:00;54;69;3;11;22;118;136
2020-12-07 07:15:00;60;78;5;11;25;144;179
2020-12-07 07:30:00;81;69;5;17;32;151;177
2020-12-07 07:45:00;99;81;6;14;52;136;151
2020-12-07 08:00:00;84;85;4;8;30;114;123
2020-12-07 08:15:00;87;76;4;13;24;104;124
2020-12-07 08:30:00;78;61;0;12;23;107;94
2020-12-07 08:45:00;88;62;3;15;28;105;123
2020-12-07 09:00:00;76;63;6;11;21;85;106
2020-12-07 09:15:00;80;52;9;14;30;87;101
2020-12-07 09:30:00;105;53;2;14;24;92;94
2020-12-07 09:45:00;124;62;4;15;28;94;93
2020-12-07 10:00:00;103;57;2;11;27;91;82
2020-12-07 10:15:00;117;71;3;9;26;87;84
2020-12-07 10:30:00;89;67;5;17;18;81;93
2020-12-07 10:45:00;103;74;5;11;23;83;79
2020-12-07 11:00:00;107;86;4;16;23;88;96
2020-12-07 11:15:00;130;59;2;12;21;81;73
2020-12-07 11:30:00;125;80;2;10;27;76;66
2020-12-07 11:45:00;121;76;7;12;29;93;98
2020-12-07 12:00:00;109;73;2;9;25;89;96
2020-12-07 12:15:00;119;84;7;16;20;79;73
2020-12-07 12:30:00;117;86;8;17;31;71;65
2020-12-07 12:45:00;106;86;7;24;36;83;95
2020-12-07 13:00:00;129;69;3;13;30;97;107
2020-12-07 13:15:00;117;83;12;12;39;125;130
2020-12-07 13:30:00;131;84;2;20;34;141;151
2020-12-07 13:45:00;118;95;3;17;26;124;143
2020-12-07 14:00:00;144;118;3;23;41;96;89
2020-12-07 14:15:00;199;170;6;17;44;79;99
2020-12-07 14:30:00;202;188;4;7;33;87;86
2020-12-07 14:45:00;178;154;2;19;38;99;111
2020-12-07 15:00:00;183;135;4;21;37;84;86
2020-12-07 15:15:00;183;151;5;21;30;87;106
2020-12-07 15:30:00;177;158;7;18;41;85;104
2020-12-07 15:45:00;180;148;7;14;34;91;104
2020-12-07 16:00:00;182;153;5;30;37;76;104
2020-12-07 16:15:00;192;166;6;25;40;98;143
2020-12-07 16:30:00;180;166;5;15;44;103;98
2020-12-07 16:45:00;162;149;3;17;32;91;101
2020-12-07 17:00:00;169;153;7;15;44;102;113
2020-12-07 17:15:00;141;139;2;21;36;86;107
2020-12-07 17:30:00;133;138;5;24;34;75;93
2020-12-07 17:45:00;132;117;1;10;24;91;87
2020-12-07 18:00:00;119;103;9;17;31;84;85
2020-12-07 18:15:00;120;96;8;12;29;63;59
2020-12-07 18:30:00;95;85;7;14;19;67;62
2020-12-07 18:45:00;96;73;3;8;37;55;46
2020-12-07 19:00:00;64;54;0;5;14;64;37
2020-12-07 19:15:00;75;64;4;9;15;43;36
2020-12-07 19:30:00;58;33;3;5;10;43;36
2020-12-07 19:45:00;49;31;1;6;20;42;40
2020-12-07 20:00:00;54;37;0;6;8;32;14
2020-12-07 20:15:00;44;26;1;5;12;40;24
2020-12-07 20:30:00;42;21;1;4;9;34;25
2020-12-07 20:45:00;32;12;1;10;13;50;50
2020-12-07 21:00:00;45;31;7;3;15;90;87
2020-12-07 21:15:00;33;12;1;7;11;72;90
2020-12-07 21:30:00;48;21;0;9;10;41;33
2020-12-07 21:45:00;89;67;7;5;12;25;7
2020-12-07 22:00:00;152;117;3;4;13;38;20
2020-12-07 22:15:00;91;71;1;3;12;25;16
2020-12-07 22:30:00;29;18;0;5;6;26;17
2020-12-07 22:45:00;21;7;0;2;7;14;9
2020-12-07 23:00:00;7;6;2;3;5;17;7
2020-12-07 23:15:00;11;6;0;3;5;10;5
2020-12-07 23:30:00;10;10;0;4;5;12;5
2020-12-07 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
