DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-04-03 00:00:00;0;4;3;7;1;0;0;0;0;0;0;0;0
2020-04-03 00:15:00;0;4;0;6;2;0;0;0;0;0;0;0;0
2020-04-03 00:30:00;0;3;5;2;2;0;0;0;0;0;0;0;0
2020-04-03 00:45:00;0;5;0;4;3;0;0;1;0;0;0;0;0
2020-04-03 01:00:00;0;4;1;4;2;0;0;0;0;0;0;0;0
2020-04-03 01:15:00;0;2;0;3;2;0;0;0;0;0;0;0;0
2020-04-03 01:30:00;0;3;1;2;1;0;0;0;0;0;0;0;0
2020-04-03 01:45:00;0;5;2;1;1;0;0;0;0;0;0;0;0
2020-04-03 02:00:00;0;4;0;4;2;0;0;0;0;0;0;0;0
2020-04-03 02:15:00;0;2;0;2;0;1;0;0;0;0;0;0;0
2020-04-03 02:30:00;0;7;0;2;0;0;0;1;0;0;0;0;0
2020-04-03 02:45:00;0;3;2;1;2;0;0;0;0;0;0;0;0
2020-04-03 03:00:00;0;1;1;1;3;0;0;0;0;0;0;0;0
2020-04-03 03:15:00;0;2;1;2;3;0;0;0;0;0;0;0;0
2020-04-03 03:30:00;0;5;1;3;1;0;0;0;0;0;0;0;0
2020-04-03 03:45:00;0;4;2;2;0;0;0;0;0;0;0;0;0
2020-04-03 04:00:00;1;7;2;7;5;0;1;1;0;0;0;0;0
2020-04-03 04:15:00;0;6;2;4;2;0;0;0;0;0;0;0;0
2020-04-03 04:30:00;1;9;3;5;1;2;0;0;0;0;0;0;0
2020-04-03 04:45:00;1;6;3;11;5;0;1;2;0;0;0;0;0
2020-04-03 05:00:00;0;25;8;6;6;1;0;0;0;0;0;0;0
2020-04-03 05:15:00;0;24;14;33;18;1;1;2;0;0;0;0;0
2020-04-03 05:30:00;2;51;39;62;51;4;0;0;0;0;0;0;0
2020-04-03 05:45:00;6;39;19;52;52;0;1;3;0;0;0;0;0
2020-04-03 06:00:00;10;58;47;55;36;3;1;2;0;0;0;0;0
2020-04-03 06:15:00;12;38;25;63;57;6;5;12;0;0;0;0;0
2020-04-03 06:30:00;8;64;49;68;51;11;4;10;0;0;0;0;0
2020-04-03 06:45:00;7;52;49;68;51;15;9;7;0;0;0;0;0
2020-04-03 07:00:00;9;32;40;77;63;16;13;16;2;2;0;0;0
2020-04-03 07:15:00;14;46;49;61;52;6;4;6;2;0;3;0;0
2020-04-03 07:30:00;22;60;40;72;69;21;3;11;3;0;0;0;0
2020-04-03 07:45:00;29;49;37;75;58;19;8;27;2;0;7;0;0
2020-04-03 08:00:00;23;49;39;67;40;22;7;19;0;0;6;0;0
2020-04-03 08:15:00;24;57;32;62;28;17;12;20;4;0;1;0;0
2020-04-03 08:30:00;32;46;35;46;30;20;24;24;5;0;1;0;0
2020-04-03 08:45:00;20;54;34;48;26;20;22;33;7;0;3;0;0
2020-04-03 09:00:00;28;45;24;49;34;21;15;23;4;0;0;0;0
2020-04-03 09:15:00;30;46;27;47;29;12;27;31;7;0;6;0;0
2020-04-03 09:30:00;38;47;30;49;31;19;20;26;9;0;4;0;0
2020-04-03 09:45:00;30;59;39;49;34;16;25;27;1;0;19;0;0
2020-04-03 10:00:00;39;49;39;53;29;22;15;25;9;0;8;10;0
2020-04-03 10:15:00;24;60;37;40;27;26;26;34;20;0;3;0;0
2020-04-03 10:30:00;48;68;53;52;34;19;20;27;3;0;15;0;0
2020-04-03 10:45:00;36;49;48;46;40;22;23;38;13;0;5;0;0
2020-04-03 11:00:00;35;58;39;43;35;17;31;39;13;0;0;0;0
2020-04-03 11:15:00;41;64;54;67;34;23;40;42;13;7;6;0;2
2020-04-03 11:30:00;34;68;54;52;40;21;28;43;4;0;3;0;0
2020-04-03 11:45:00;36;60;58;63;35;17;29;31;4;0;9;0;0
2020-04-03 12:00:00;42;73;65;57;42;12;22;39;1;0;3;0;0
2020-04-03 12:15:00;38;77;72;61;27;23;27;31;8;0;10;0;0
2020-04-03 12:30:00;50;74;64;61;44;21;34;38;8;2;5;0;0
2020-04-03 12:45:00;31;80;66;71;40;21;20;38;1;0;1;0;0
2020-04-03 13:00:00;36;76;51;58;40;15;31;28;21;1;2;0;0
2020-04-03 13:15:00;28;66;57;65;41;21;35;42;13;0;2;0;0
2020-04-03 13:30:00;34;72;54;60;33;14;25;27;19;0;8;1;2
2020-04-03 13:45:00;24;68;72;65;52;26;34;37;2;0;35;0;0
2020-04-03 14:00:00;29;87;88;62;46;23;17;30;23;0;4;0;0
2020-04-03 14:15:00;38;92;87;56;43;21;32;29;4;0;16;0;0
2020-04-03 14:30:00;38;83;72;52;39;31;32;34;24;8;2;1;0
2020-04-03 14:45:00;32;66;64;66;41;19;31;25;4;0;7;0;0
2020-04-03 15:00:00;34;79;67;50;46;33;26;29;23;0;6;0;0
