DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(DD2);8(DE1);9(TAFGB);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2020-12-11 00:00:00;1;1;0;4;4;0;0;0;0;0;0;0;0
2020-12-11 00:15:00;2;8;2;6;4;0;0;0;0;0;0;0;0
2020-12-11 00:30:00;5;8;3;7;5;0;0;0;0;0;0;0;0
2020-12-11 00:45:00;4;2;2;5;5;0;0;0;0;0;0;0;0
2020-12-11 01:00:00;1;2;3;5;2;0;0;0;0;0;0;0;0
2020-12-11 01:15:00;0;4;5;4;2;0;0;0;0;0;0;0;0
2020-12-11 01:30:00;2;2;1;4;1;0;0;0;0;0;0;0;0
2020-12-11 01:45:00;1;2;2;5;2;0;0;0;0;0;0;0;0
2020-12-11 02:00:00;1;2;2;6;4;0;0;0;0;0;0;0;0
2020-12-11 02:15:00;3;6;0;6;4;0;0;0;0;0;0;0;0
2020-12-11 02:30:00;0;1;0;2;2;0;0;0;0;0;0;0;0
2020-12-11 02:45:00;2;5;0;3;4;0;0;0;0;0;0;0;0
2020-12-11 03:00:00;1;1;3;2;3;0;0;0;0;0;0;0;0
2020-12-11 03:15:00;2;2;1;3;0;0;0;0;0;0;0;0;0
2020-12-11 03:30:00;1;5;2;1;2;0;0;0;0;0;0;0;0
2020-12-11 03:45:00;3;2;4;1;5;1;0;0;0;0;0;0;0
2020-12-11 04:00:00;1;2;2;7;3;0;0;0;0;0;0;0;0
2020-12-11 04:15:00;6;7;1;9;6;0;0;0;0;0;0;0;0
2020-12-11 04:30:00;1;5;2;13;8;1;0;0;0;0;0;0;0
2020-12-11 04:45:00;8;8;8;32;30;1;0;0;0;0;0;0;0
2020-12-11 05:00:00;7;16;3;54;51;2;0;1;0;0;0;0;0
2020-12-11 05:15:00;8;20;14;88;86;2;0;0;0;0;0;0;0
2020-12-11 05:30:00;13;37;12;79;84;1;0;0;0;0;0;0;0
2020-12-11 05:45:00;30;70;15;58;47;1;0;0;1;0;0;0;0
2020-12-11 06:00:00;21;68;17;48;41;3;0;0;0;0;0;0;0
2020-12-11 06:15:00;20;69;22;62;76;5;0;0;0;0;0;24;0
2020-12-11 06:30:00;16;48;28;110;111;4;0;0;2;2;0;0;0
2020-12-11 06:45:00;14;59;28;86;75;3;0;0;0;0;0;0;0
2020-12-11 07:00:00;25;59;41;84;90;2;0;0;0;0;0;1;0
2020-12-11 07:15:00;35;74;54;104;114;22;0;0;0;0;0;3;0
2020-12-11 07:30:00;37;77;43;105;116;19;0;2;11;0;0;0;0
2020-12-11 07:45:00;37;73;57;111;106;24;0;2;1;0;0;0;0
2020-12-11 08:00:00;46;62;41;101;116;14;0;1;3;0;11;0;0
2020-12-11 08:15:00;31;61;42;97;79;28;0;0;0;0;0;0;0
2020-12-11 08:30:00;38;55;40;78;69;27;0;2;0;0;0;6;0
2020-12-11 08:45:00;31;52;49;90;74;18;0;1;3;0;0;0;0
2020-12-11 09:00:00;38;56;47;72;69;19;0;1;1;0;4;0;0
2020-12-11 09:15:00;36;60;44;88;65;22;0;1;1;0;0;0;0
2020-12-11 09:30:00;39;56;45;101;90;15;0;0;0;0;0;0;0
2020-12-11 09:45:00;41;76;41;104;81;17;0;1;9;0;0;0;0
2020-12-11 10:00:00;34;51;46;78;72;20;0;3;3;0;0;0;0
2020-12-11 10:15:00;36;73;50;104;100;19;0;0;1;0;0;0;0
2020-12-11 10:30:00;45;67;43;94;91;25;0;0;9;0;2;0;0
2020-12-11 10:45:00;52;79;46;111;89;27;0;0;10;0;2;0;0
2020-12-11 11:00:00;54;75;40;102;82;28;0;1;11;0;2;0;0
2020-12-11 11:15:00;50;81;44;104;83;29;0;2;1;0;0;0;0
2020-12-11 11:30:00;50;79;42;102;95;32;0;4;6;0;0;0;0
2020-12-11 11:45:00;56;75;47;105;95;31;0;1;8;0;0;13;0
2020-12-11 12:00:00;64;110;50;110;98;24;0;0;3;0;0;1;0
2020-12-11 12:15:00;54;102;48;103;98;37;0;0;1;1;0;0;0
2020-12-11 12:30:00;58;101;44;113;98;25;0;1;36;15;0;0;0
2020-12-11 12:45:00;58;95;48;112;123;36;0;1;1;0;0;0;0
2020-12-11 13:00:00;50;94;44;128;127;35;0;1;5;54;0;8;0
2020-12-11 13:15:00;64;109;50;137;149;35;0;2;4;35;4;0;1
2020-12-11 13:30:00;44;85;44;121;137;29;0;2;2;0;0;4;0
2020-12-11 13:45:00;59;91;54;116;133;17;0;1;5;0;0;0;0
2020-12-11 14:00:00;58;116;53;115;126;25;0;1;44;0;4;0;0
2020-12-11 14:15:00;75;112;68;120;94;30;0;2;9;0;0;0;0
2020-12-11 14:30:00;71;135;54;121;126;36;0;3;8;0;0;0;0
2020-12-11 14:45:00;71;115;53;121;114;27;0;1;16;0;0;0;0
2020-12-11 15:00:00;63;128;46;110;111;23;0;1;27;0;0;2;0
2020-12-11 15:15:00;62;129;60;116;99;22;0;0;14;0;0;0;0
2020-12-11 15:30:00;69;96;68;112;95;35;0;0;71;0;0;0;0
2020-12-11 15:45:00;64;101;60;112;99;46;0;0;3;1;0;0;0
2020-12-11 16:00:00;63;97;55;126;111;37;0;4;13;0;0;0;0
2020-12-11 16:15:00;54;82;48;114;105;30;0;2;0;0;0;0;0
2020-12-11 16:30:00;53;86;58;109;96;29;0;0;0;2;1;0;0
2020-12-11 16:45:00;62;98;59;103;93;26;0;0;6;0;0;0;0
2020-12-11 17:00:00;50;85;56;114;90;26;0;0;0;0;0;2;0
2020-12-11 17:15:00;38;78;47;102;100;22;0;4;0;0;0;0;0
2020-12-11 17:30:00;42;63;47;98;99;26;0;2;28;0;13;0;0
2020-12-11 17:45:00;53;79;42;100;81;22;0;3;0;0;0;0;0
2020-12-11 18:00:00;35;61;49;86;78;25;0;0;0;0;0;0;0
2020-12-11 18:15:00;36;59;43;96;71;19;0;0;3;0;0;0;0
2020-12-11 18:30:00;31;44;37;84;72;17;0;2;4;0;0;0;0
2020-12-11 18:45:00;29;46;27;71;63;9;0;0;2;0;0;0;0
2020-12-11 19:00:00;27;46;35;65;52;20;0;0;0;0;0;2;3
2020-12-11 19:15:00;20;37;28;64;52;16;0;1;0;0;0;4;0
2020-12-11 19:30:00;25;36;30;65;49;16;0;0;4;0;0;4;0
2020-12-11 19:45:00;18;45;32;52;34;12;0;1;2;0;3;0;0
2020-12-11 20:00:00;18;42;28;60;43;8;0;2;0;0;0;0;0
2020-12-11 20:15:00;20;34;29;63;50;6;0;0;13;0;0;0;0
2020-12-11 20:30:00;20;31;21;45;41;4;0;0;0;0;0;0;0
2020-12-11 20:45:00;14;21;23;60;45;3;0;0;0;0;1;0;0
2020-12-11 21:00:00;10;26;18;65;65;5;0;0;2;0;0;0;0
2020-12-11 21:15:00;12;23;17;59;56;3;0;0;4;0;0;0;0
2020-12-11 21:30:00;6;30;10;53;45;1;0;1;0;0;0;0;0
2020-12-11 21:45:00;30;63;12;31;30;3;0;0;0;0;0;0;0
2020-12-11 22:00:00;29;78;18;27;16;2;0;0;0;0;0;0;0
2020-12-11 22:15:00;22;64;17;22;14;2;0;0;0;0;0;0;0
2020-12-11 22:30:00;10;27;11;23;20;0;0;0;0;0;0;0;0
2020-12-11 22:45:00;7;19;10;20;22;1;0;0;0;0;0;0;0
2020-12-11 23:00:00;6;9;11;19;8;2;0;0;0;0;0;0;0
2020-12-11 23:15:00;7;8;6;21;9;1;0;0;0;0;0;0;0
2020-12-11 23:30:00;5;14;7;18;15;0;0;0;0;0;0;0;0
2020-12-11 23:45:00;ERROR:;ORA-12541:;TNS:no;listener;SP2-0640:;Not;connected
