DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2019-11-11 00:00:00;3;0;1;5;0;0;0;0
2019-11-11 00:15:00;4;1;0;3;0;0;0;0
2019-11-11 00:30:00;0;0;0;3;0;0;0;0
2019-11-11 00:45:00;4;1;1;4;3;0;0;0
2019-11-11 01:00:00;1;0;0;6;2;0;0;0
2019-11-11 01:15:00;2;0;0;2;0;0;0;0
2019-11-11 01:30:00;0;0;0;1;0;0;0;0
2019-11-11 01:45:00;1;0;0;1;0;0;0;0
2019-11-11 02:00:00;1;0;0;1;0;0;0;0
2019-11-11 02:15:00;2;0;0;2;0;0;0;0
2019-11-11 02:30:00;1;2;1;0;0;0;0;0
2019-11-11 02:45:00;0;0;0;2;1;0;0;0
2019-11-11 03:00:00;0;0;0;2;0;0;0;0
2019-11-11 03:15:00;2;1;0;1;0;0;0;0
2019-11-11 03:30:00;1;0;0;2;1;0;0;0
2019-11-11 03:45:00;2;0;0;2;0;0;0;0
2019-11-11 04:00:00;7;1;1;1;0;0;0;0
2019-11-11 04:15:00;13;1;2;1;2;0;0;0
2019-11-11 04:30:00;9;1;0;7;0;0;0;0
2019-11-11 04:45:00;10;2;1;1;1;0;0;0
2019-11-11 05:00:00;27;6;0;6;1;0;0;0
2019-11-11 05:15:00;29;4;3;10;2;0;0;0
2019-11-11 05:30:00;66;8;2;30;5;0;0;0
2019-11-11 05:45:00;67;7;5;22;3;0;0;0
2019-11-11 06:00:00;75;1;6;25;5;0;0;0
2019-11-11 06:15:00;101;14;9;33;3;0;0;0
2019-11-11 06:30:00;155;13;6;62;9;14;0;0
2019-11-11 06:45:00;169;17;6;78;16;13;0;0
2019-11-11 07:00:00;186;24;16;82;18;23;0;0
2019-11-11 07:15:00;223;31;18;101;31;27;0;0
2019-11-11 07:30:00;232;24;32;111;50;23;0;0
2019-11-11 07:45:00;227;43;49;132;54;1;0;0
2019-11-11 08:00:00;197;27;35;110;53;20;0;0
2019-11-11 08:15:00;145;26;31;120;42;11;0;0
2019-11-11 08:30:00;147;27;38;108;42;0;0;0
2019-11-11 08:45:00;118;26;36;107;24;5;0;0
2019-11-11 09:00:00;116;23;28;82;18;3;0;0
2019-11-11 09:15:00;93;15;30;69;23;4;0;0
2019-11-11 09:30:00;104;18;39;84;15;4;0;0
2019-11-11 09:45:00;88;12;49;98;12;4;0;0
2019-11-11 10:00:00;76;20;28;86;14;8;0;0
2019-11-11 10:15:00;73;12;50;85;27;11;0;0
2019-11-11 10:30:00;82;26;47;97;29;12;0;0
2019-11-11 10:45:00;102;25;52;96;19;2;0;0
2019-11-11 11:00:00;90;19;31;107;23;0;0;0
2019-11-11 11:15:00;69;18;34;100;19;0;0;0
2019-11-11 11:30:00;97;24;56;120;20;8;0;0
2019-11-11 11:45:00;76;20;34;69;18;4;0;0
2019-11-11 12:00:00;91;20;45;111;18;8;0;0
2019-11-11 12:15:00;78;13;47;98;15;2;0;0
2019-11-11 12:30:00;112;16;45;106;23;8;0;0
2019-11-11 12:45:00;92;14;48;103;10;5;0;0
2019-11-11 13:00:00;109;19;50;108;15;5;0;0
2019-11-11 13:15:00;69;21;28;132;18;4;0;0
2019-11-11 13:30:00;75;24;36;110;14;1;0;0
2019-11-11 13:45:00;86;20;44;149;24;3;0;0
2019-11-11 14:00:00;90;20;34;136;13;3;0;0
2019-11-11 14:15:00;126;19;69;116;14;0;0;0
2019-11-11 14:30:00;128;14;48;120;15;4;0;0
2019-11-11 14:45:00;126;14;57;118;29;9;0;0
2019-11-11 15:00:00;92;18;68;131;29;4;0;0
2019-11-11 15:15:00;114;15;67;131;26;12;0;1
2019-11-11 15:30:00;120;28;48;139;20;3;0;0
2019-11-11 15:45:00;131;20;82;167;22;13;0;0
2019-11-11 16:00:00;134;23;78;195;23;7;0;0
