DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2019-08-07 00:00:00;0;32;2;1;0;4;20;5;0;0
2019-08-07 00:15:00;0;24;0;0;0;0;15;6;0;0
2019-08-07 00:30:00;0;24;0;0;1;2;11;1;0;0
2019-08-07 00:45:00;0;19;0;0;1;2;17;1;0;0
2019-08-07 01:00:00;0;33;1;0;0;0;18;6;0;0
2019-08-07 01:15:00;0;15;0;0;0;1;24;10;0;0
2019-08-07 01:30:00;0;17;0;1;0;1;16;6;0;0
2019-08-07 01:45:00;0;15;0;0;1;4;15;6;0;0
2019-08-07 02:00:00;0;15;0;0;0;2;12;3;0;0
2019-08-07 02:15:00;0;13;1;0;0;2;9;4;0;0
2019-08-07 02:30:00;0;9;0;0;1;1;7;2;0;0
2019-08-07 02:45:00;0;15;0;0;1;0;10;2;0;0
2019-08-07 03:00:00;0;11;0;0;1;2;8;1;0;0
2019-08-07 03:15:00;0;7;0;0;1;2;11;2;0;0
2019-08-07 03:30:00;0;18;0;1;0;2;7;1;0;0
2019-08-07 03:45:00;0;11;0;0;0;1;8;3;0;0
2019-08-07 04:00:00;0;17;0;0;1;1;14;2;0;0
2019-08-07 04:15:00;0;26;1;1;0;6;13;1;0;0
2019-08-07 04:30:00;0;35;0;0;0;9;23;10;0;0
2019-08-07 04:45:00;0;34;0;0;1;14;36;10;0;0
2019-08-07 05:00:00;0;62;2;4;1;72;60;46;0;0
2019-08-07 05:15:00;0;71;3;1;3;123;98;83;0;0
2019-08-07 05:30:00;0;138;5;6;9;145;91;120;0;0
2019-08-07 05:45:00;0;188;6;45;48;163;85;99;0;0
2019-08-07 06:00:00;0;219;29;49;50;130;74;109;0;0
2019-08-07 06:15:00;0;188;3;19;20;201;84;127;0;0
2019-08-07 06:30:00;0;183;0;8;7;216;87;138;0;0
2019-08-07 06:45:00;0;137;3;10;6;214;92;159;0;0
2019-08-07 07:00:00;0;163;6;17;10;208;84;154;0;0
2019-08-07 07:15:00;0;176;10;18;17;226;91;171;0;0
2019-08-07 07:30:00;0;205;2;18;16;220;95;176;0;0
2019-08-07 07:45:00;0;220;10;10;16;236;92;174;0;0
2019-08-07 08:00:00;0;166;12;18;17;236;93;149;0;0
2019-08-07 08:15:00;0;182;3;12;12;173;74;130;0;0
2019-08-07 08:30:00;0;198;9;16;17;181;88;159;0;0
2019-08-07 08:45:00;0;194;9;11;13;116;103;144;0;0
2019-08-07 09:00:00;0;161;5;16;12;109;100;145;0;0
2019-08-07 09:15:00;0;160;8;14;20;81;104;139;0;0
2019-08-07 09:30:00;0;179;9;14;26;71;96;128;0;0
2019-08-07 09:45:00;0;171;7;19;26;80;96;141;0;0
2019-08-07 10:00:00;0;157;9;15;27;56;86;123;0;0
2019-08-07 10:15:00;0;162;8;18;21;65;96;127;0;0
2019-08-07 10:30:00;0;152;11;22;27;59;91;130;0;0
2019-08-07 10:45:00;0;166;8;19;21;47;102;127;0;0
2019-08-07 11:00:00;0;166;6;22;25;55;103;124;0;0
2019-08-07 11:15:00;0;164;10;21;26;48;88;109;0;0
2019-08-07 11:30:00;0;173;10;29;38;49;101;131;0;0
2019-08-07 11:45:00;0;170;12;21;30;65;116;143;0;0
2019-08-07 12:00:00;0;180;17;32;46;70;91;130;0;0
2019-08-07 12:15:00;0;147;11;30;31;54;73;117;0;0
2019-08-07 12:30:00;0;166;7;24;35;68;95;115;0;0
2019-08-07 12:45:00;0;171;10;32;39;63;100;124;0;0
2019-08-07 13:00:00;0;163;10;42;41;98;117;156;0;0
2019-08-07 13:15:00;0;239;12;22;30;123;135;184;0;0
2019-08-07 13:30:00;0;194;12;33;37;127;142;182;0;0
2019-08-07 13:45:00;0;221;19;36;42;97;124;150;0;0
2019-08-07 14:00:00;0;225;30;48;60;79;120;151;0;0
2019-08-07 14:15:00;0;200;22;80;84;48;99;125;0;0
2019-08-07 14:30:00;0;186;7;83;93;40;93;139;0;0
2019-08-07 14:45:00;0;166;22;75;84;38;102;143;0;0
2019-08-07 15:00:00;0;180;16;74;84;39;91;130;0;0
2019-08-07 15:15:00;0;186;18;71;74;35;116;130;0;0
2019-08-07 15:30:00;0;183;27;81;83;42;107;155;0;0
2019-08-07 15:45:00;0;172;25;86;103;40;119;157;0;0
2019-08-07 16:00:00;0;197;34;78;79;39;116;152;0;0
2019-08-07 16:15:00;0;199;21;75;81;19;126;156;0;0
2019-08-07 16:30:00;0;206;10;74;77;25;133;160;0;0
2019-08-07 16:45:00;0;169;19;99;106;28;105;143;0;0
2019-08-07 17:00:00;0;188;18;81;80;33;127;176;0;0
2019-08-07 17:15:00;0;180;8;73;78;38;142;169;0;0
2019-08-07 17:30:00;0;180;18;77;81;29;116;142;0;0
2019-08-07 17:45:00;0;181;24;76;77;35;119;162;0;0
2019-08-07 18:00:00;0;207;22;46;58;21;127;161;0;0
2019-08-07 18:15:00;0;222;8;32;40;26;120;158;0;0
2019-08-07 18:30:00;0;208;9;31;33;22;103;134;0;0
2019-08-07 18:45:00;0;235;7;24;26;25;110;116;0;0
2019-08-07 19:00:00;0;218;6;22;29;19;100;112;0;0
2019-08-07 19:15:00;0;222;6;9;11;20;87;87;0;0
2019-08-07 19:30:00;0;199;2;9;12;17;92;95;0;0
2019-08-07 19:45:00;0;154;7;9;11;23;88;93;0;0
2019-08-07 20:00:00;0;192;5;11;14;9;69;74;0;0
2019-08-07 20:15:00;0;187;3;8;5;15;72;60;0;0
2019-08-07 20:30:00;0;149;0;6;3;16;65;55;0;0
2019-08-07 20:45:00;0;120;2;2;5;43;56;43;0;0
2019-08-07 21:00:00;0;116;1;7;6;96;66;56;0;0
2019-08-07 21:15:00;0;140;1;2;6;99;73;72;0;0
2019-08-07 21:30:00;0;104;3;5;14;68;67;68;0;0
2019-08-07 21:45:00;0;173;6;39;47;24;69;62;0;0
2019-08-07 22:00:00;0;201;14;78;84;9;53;45;0;0
2019-08-07 22:15:00;0;196;10;20;24;7;42;25;0;0
2019-08-07 22:30:00;0;99;0;8;14;4;45;29;0;0
2019-08-07 22:45:00;0;82;0;3;5;5;33;23;0;0
2019-08-07 23:00:00;0;68;0;2;6;1;26;14;0;0
2019-08-07 23:15:00;0;47;1;5;3;3;28;17;0;0
2019-08-07 23:30:00;0;38;0;0;1;0;24;13;0;0
2019-08-07 23:45:00;0;24;0;0;1;1;33;7;0;0
