DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2019-12-05 00:00:00;0;1;0;15;9;69;4;6;3;0;0
2019-12-05 00:15:00;0;3;2;12;17;12;1;8;11;1;1
2019-12-05 00:30:00;0;1;0;5;7;3;1;3;6;2;2
2019-12-05 00:45:00;0;2;0;4;3;8;3;7;7;2;2
2019-12-05 01:00:00;0;0;0;6;3;57;0;7;3;0;0
2019-12-05 01:15:00;1;1;0;3;4;122;0;4;2;0;0
2019-12-05 01:30:00;1;0;0;3;4;29;0;4;1;0;0
2019-12-05 01:45:00;0;0;0;4;1;55;1;1;2;0;0
2019-12-05 02:00:00;0;1;0;5;5;30;4;1;2;1;1
2019-12-05 02:15:00;0;0;0;1;0;132;1;3;2;0;0
2019-12-05 02:30:00;0;1;0;2;0;71;0;3;3;1;1
2019-12-05 02:45:00;1;1;0;4;7;111;0;2;3;0;0
2019-12-05 03:00:00;1;1;0;6;4;41;0;0;1;1;1
2019-12-05 03:15:00;0;0;0;0;2;47;1;1;0;0;0
2019-12-05 03:30:00;0;0;1;1;2;10;0;4;0;0;0
2019-12-05 03:45:00;0;1;0;3;1;34;1;2;3;1;0
2019-12-05 04:00:00;1;0;0;7;1;32;2;2;3;2;1
2019-12-05 04:15:00;0;4;0;8;5;15;2;4;4;1;1
2019-12-05 04:30:00;1;5;0;7;6;18;0;3;6;1;1
2019-12-05 04:45:00;1;6;0;14;6;44;4;14;16;6;4
2019-12-05 05:00:00;1;9;0;14;11;66;3;31;21;8;5
2019-12-05 05:15:00;6;16;3;14;17;65;4;50;47;17;11
2019-12-05 05:30:00;4;20;3;22;15;48;6;61;52;17;11
2019-12-05 05:45:00;1;20;1;53;29;52;6;76;80;27;18
2019-12-05 06:00:00;3;23;3;46;36;24;7;57;59;11;7
2019-12-05 06:15:00;9;30;6;66;39;33;19;78;82;9;4
2019-12-05 06:30:00;8;40;3;53;43;52;21;113;124;21;11
2019-12-05 06:45:00;12;43;6;57;40;20;24;127;145;33;23
2019-12-05 07:00:00;6;44;15;87;48;95;18;147;183;32;20
2019-12-05 07:15:00;12;50;11;82;65;41;40;146;218;23;21
2019-12-05 07:30:00;18;62;8;85;68;77;63;155;197;20;13
2019-12-05 07:45:00;21;67;5;120;90;30;52;161;181;26;22
2019-12-05 08:00:00;25;57;7;84;64;77;43;142;175;31;20
2019-12-05 08:15:00;14;36;8;99;67;12;46;119;160;27;22
2019-12-05 08:30:00;20;42;1;103;61;67;44;109;123;24;17
2019-12-05 08:45:00;10;38;6;106;65;51;34;125;137;19;10
2019-12-05 09:00:00;10;40;2;82;61;41;34;82;90;11;10
2019-12-05 09:15:00;15;32;6;90;48;7;30;77;83;10;4
2019-12-05 09:30:00;11;42;7;96;69;64;34;80;89;14;11
2019-12-05 09:45:00;10;29;6;92;46;178;30;79;75;9;9
2019-12-05 10:00:00;15;38;3;104;57;38;30;79;63;11;12
2019-12-05 10:15:00;14;37;5;88;50;32;34;66;72;10;8
2019-12-05 10:30:00;7;30;1;73;67;25;30;72;70;16;13
2019-12-05 10:45:00;15;28;6;103;76;22;35;75;89;10;9
2019-12-05 11:00:00;12;33;3;98;75;100;32;66;64;12;10
2019-12-05 11:15:00;15;31;6;92;62;101;38;78;81;11;10
2019-12-05 11:30:00;12;37;1;87;77;63;33;72;63;13;12
2019-12-05 11:45:00;9;27;7;112;73;55;53;82;81;14;12
2019-12-05 12:00:00;22;37;3;104;84;36;44;68;79;17;16
2019-12-05 12:15:00;13;30;10;118;97;11;34;86;70;14;9
2019-12-05 12:30:00;19;35;3;119;80;47;44;72;91;14;11
2019-12-05 12:45:00;14;33;6;147;117;44;36;79;95;10;9
2019-12-05 13:00:00;16;29;3;144;116;21;34;86;77;14;14
2019-12-05 13:15:00;11;26;1;134;101;27;44;77;83;16;12
2019-12-05 13:30:00;12;36;4;125;91;11;44;96;109;27;24
2019-12-05 13:45:00;8;43;6;133;105;39;37;107;115;31;29
2019-12-05 14:00:00;18;36;2;146;118;20;36;64;61;21;15
