DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2019-10-16 00:00:00;5;8;2;0;12;9;0;9;14;0;0
2019-10-16 00:15:00;4;5;0;0;15;13;1;15;8;0;0
2019-10-16 00:30:00;7;9;0;0;8;2;0;6;4;0;0
2019-10-16 00:45:00;5;13;2;0;8;3;0;7;3;0;0
2019-10-16 01:00:00;2;3;0;0;8;9;0;8;7;0;0
2019-10-16 01:15:00;8;5;2;0;6;2;0;6;3;0;0
2019-10-16 01:30:00;7;8;1;0;6;9;1;6;8;0;0
2019-10-16 01:45:00;6;6;1;0;6;2;0;5;2;0;0
2019-10-16 02:00:00;7;5;0;0;4;4;0;2;3;0;0
2019-10-16 02:15:00;5;8;0;0;4;6;0;3;4;0;0
2019-10-16 02:30:00;4;3;0;0;2;0;0;2;1;0;0
2019-10-16 02:45:00;5;6;3;1;5;6;1;3;7;0;0
2019-10-16 03:00:00;5;10;3;0;10;10;1;10;11;0;0
2019-10-16 03:15:00;8;8;0;0;6;3;1;6;4;1;0
2019-10-16 03:30:00;5;6;0;0;7;4;0;7;4;0;0
2019-10-16 03:45:00;4;3;1;0;6;6;1;5;8;0;0
2019-10-16 04:00:00;8;13;1;0;7;4;0;8;8;0;0
2019-10-16 04:15:00;10;6;0;0;8;4;0;7;6;0;0
2019-10-16 04:30:00;18;17;0;3;18;8;0;18;14;0;0
2019-10-16 04:45:00;28;28;3;0;10;12;0;9;11;0;0
2019-10-16 05:00:00;37;36;1;3;35;18;1;35;24;0;0
2019-10-16 05:15:00;38;48;8;1;32;19;0;29;20;0;0
2019-10-16 05:30:00;66;76;7;1;47;32;1;53;37;0;0
2019-10-16 05:45:00;74;84;21;7;72;50;2;77;56;0;0
2019-10-16 06:00:00;58;83;12;4;77;56;2;77;58;0;0
2019-10-16 06:15:00;81;105;17;8;88;80;4;100;79;0;0
2019-10-16 06:30:00;75;182;33;14;133;131;7;137;136;0;4
2019-10-16 06:45:00;74;173;24;12;153;158;9;157;158;0;14
2019-10-16 07:00:00;109;137;17;12;165;185;5;169;189;3;3
2019-10-16 07:15:00;109;133;20;16;213;242;12;205;240;3;1
2019-10-16 07:30:00;96;171;13;11;183;204;10;167;215;2;6
2019-10-16 07:45:00;100;155;16;7;150;165;13;154;165;4;1
2019-10-16 08:00:00;110;160;14;6;123;120;9;121;121;4;3
2019-10-16 08:15:00;96;152;24;6;108;130;8;109;125;4;6
