2020-12-09 00:00:00;4;4;1;5;8
2020-12-09 00:15:00;8;17;2;4;15
2020-12-09 00:30:00;6;9;2;4;3
2020-12-09 00:45:00;5;13;3;5;13
2020-12-09 01:00:00;5;13;3;4;8
2020-12-09 01:15:00;10;12;3;6;4
2020-12-09 01:30:00;8;11;1;2;4
2020-12-09 01:45:00;3;9;1;1;8
2020-12-09 02:00:00;2;9;1;4;8
2020-12-09 02:15:00;4;11;1;4;6
2020-12-09 02:30:00;5;8;2;3;6
2020-12-09 02:45:00;8;15;2;6;7
2020-12-09 03:00:00;1;8;2;2;5
2020-12-09 03:15:00;11;17;0;2;7
2020-12-09 03:30:00;4;9;1;4;9
2020-12-09 03:45:00;4;13;1;7;12
2020-12-09 04:00:00;3;8;3;3;4
2020-12-09 04:15:00;5;14;1;4;13
2020-12-09 04:30:00;8;14;2;9;10
2020-12-09 04:45:00;8;16;2;7;34
2020-12-09 05:00:00;10;28;3;12;75
2020-12-09 05:15:00;14;40;6;25;140
2020-12-09 05:30:00;44;43;12;28;164
2020-12-09 05:45:00;120;39;22;48;121
2020-12-09 06:00:00;96;30;25;58;107
2020-12-09 06:15:00;50;35;8;25;108
2020-12-09 06:30:00;59;39;6;12;148
2020-12-09 06:45:00;75;53;1;13;113
2020-12-09 07:00:00;77;57;6;13;124
2020-12-09 07:15:00;98;53;3;19;94
2020-12-09 07:30:00;81;55;9;15;128
2020-12-09 07:45:00;107;34;12;13;127
2020-12-09 08:00:00;99;45;6;9;90
2020-12-09 08:15:00;89;53;6;11;89
2020-12-09 08:30:00;83;49;7;14;82
2020-12-09 08:45:00;83;43;8;16;71
2020-12-09 09:00:00;83;56;7;20;66
2020-12-09 09:15:00;102;56;10;22;78
2020-12-09 09:30:00;92;31;11;14;55
2020-12-09 09:45:00;99;32;9;12;60
2020-12-09 10:00:00;98;49;11;11;97
2020-12-09 10:15:00;87;42;10;18;88
2020-12-09 10:30:00;96;32;9;18;86
2020-12-09 10:45:00;109;48;5;16;84
2020-12-09 11:00:00;84;44;15;18;103
2020-12-09 11:15:00;88;42;10;11;102
2020-12-09 11:30:00;93;51;8;20;125
2020-12-09 11:45:00;118;45;12;18;133
2020-12-09 12:00:00;98;36;9;24;111
2020-12-09 12:15:00;69;40;12;20;106
2020-12-09 12:30:00;93;38;5;15;110
2020-12-09 12:45:00;84;58;15;19;149
2020-12-09 13:00:00;72;38;16;20;137
2020-12-09 13:15:00;104;52;9;22;171
2020-12-09 13:30:00;70;44;15;19;202
2020-12-09 13:45:00;128;54;22;24;195
2020-12-09 14:00:00;198;48;40;50;115
2020-12-09 14:15:00;215;38;30;64;87
2020-12-09 14:30:00;164;45;15;37;98
2020-12-09 14:45:00;154;41;9;21;86
2020-12-09 15:00:00;144;51;14;31;121
2020-12-09 15:15:00;165;43;18;28;106
2020-12-09 15:30:00;135;49;12;30;124
2020-12-09 15:45:00;121;42;13;26;123
2020-12-09 16:00:00;132;48;21;30;116
2020-12-09 16:15:00;131;29;13;26;113
2020-12-09 16:30:00;124;47;12;20;123
2020-12-09 16:45:00;121;44;14;19;131
2020-12-09 17:00:00;110;34;13;22;144
2020-12-09 17:15:00;139;37;9;21;120
2020-12-09 17:30:00;107;29;13;21;92
2020-12-09 17:45:00;111;36;9;21;105
2020-12-09 18:00:00;76;22;10;23;94
2020-12-09 18:15:00;70;16;6;19;93
2020-12-09 18:30:00;67;31;13;22;80
2020-12-09 18:45:00;64;20;2;10;74
2020-12-09 19:00:00;55;25;2;7;87
2020-12-09 19:15:00;35;19;4;11;67
2020-12-09 19:30:00;41;24;5;10;46
2020-12-09 19:45:00;36;26;5;11;51
2020-12-09 20:00:00;35;24;4;7;35
2020-12-09 20:15:00;25;24;5;10;44
2020-12-09 20:30:00;22;18;5;8;45
2020-12-09 20:45:00;22;18;3;15;52
2020-12-09 21:00:00;25;37;11;11;110
2020-12-09 21:15:00;22;41;10;19;143
2020-12-09 21:30:00;66;41;13;23;78
2020-12-09 21:45:00;122;26;26;38;35
2020-12-09 22:00:00;129;19;19;66;37
2020-12-09 22:15:00;26;15;9;28;21
2020-12-09 22:30:00;17;16;4;13;18
2020-12-09 22:45:00;14;12;3;9;15
2020-12-09 23:00:00;10;12;3;5;11
2020-12-09 23:15:00;8;12;3;5;14
2020-12-09 23:30:00;7;15;3;4;15
2020-12-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
