DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-07-27 00:00:00;18;15;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 00:15:00;15;12;0;7;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 00:30:00;18;7;0;4;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 00:45:00;13;6;0;3;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 01:00:00;4;7;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 01:15:00;10;4;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 01:30:00;3;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 01:45:00;4;6;0;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 02:00:00;2;2;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 02:15:00;7;6;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 02:30:00;7;4;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 02:45:00;6;7;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 03:00:00;6;4;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 03:15:00;3;2;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 03:30:00;9;2;0;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 03:45:00;6;2;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 04:00:00;5;3;1;4;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 04:15:00;10;10;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 04:30:00;21;16;0;8;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 04:45:00;28;20;0;8;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 05:00:00;61;56;0;14;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 05:15:00;113;92;0;11;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 05:30:00;86;89;1;16;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 05:45:00;79;88;0;29;55;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 06:00:00;63;71;0;33;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 06:15:00;92;91;0;40;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 06:30:00;119;116;0;40;59;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 06:45:00;98;108;1;44;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 07:00:00;120;148;1;55;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 07:15:00;110;118;1;39;79;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 07:30:00;159;169;0;83;117;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 07:45:00;145;142;3;78;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 08:00:00;129;148;3;93;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 08:15:00;122;132;1;69;108;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 08:30:00;123;145;1;91;139;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 08:45:00;129;147;1;69;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 09:00:00;112;99;0;86;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 09:15:00;114;120;0;141;210;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 09:30:00;97;118;0;144;215;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 09:45:00;146;139;0;177;273;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 10:00:00;111;122;1;151;241;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 10:15:00;131;142;2;221;200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 10:30:00;140;135;0;182;180;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 10:45:00;132;122;3;209;165;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 11:00:00;127;126;2;228;175;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 11:15:00;119;120;1;190;147;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 11:30:00;138;143;2;247;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 11:45:00;93;106;9;177;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 12:00:00;122;120;1;124;214;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 12:15:00;120;131;6;98;179;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 12:30:00;127;133;0;119;185;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-07-27 12:45:00;108;110;0;96;156;0;0;0;0;0;0;0;0;0;0;0;0;0;0
