DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-05-04 00:00:00;1;1;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0
2020-05-04 00:15:00;8;1;1;0;0;0;1;1;31;0;0;0;0;0;0;0;0;0
2020-05-04 00:30:00;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 00:45:00;5;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2020-05-04 01:00:00;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-05-04 01:15:00;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 01:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 01:45:00;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-05-04 02:00:00;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 02:15:00;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 02:30:00;6;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
2020-05-04 02:45:00;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 03:00:00;3;0;1;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0
2020-05-04 03:15:00;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 03:30:00;256;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 03:45:00;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0
2020-05-04 04:00:00;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 04:15:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 04:30:00;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-04 04:45:00;7;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0
2020-05-04 05:00:00;12;1;3;0;0;0;3;1;2;0;0;0;1;0;0;0;0;0
2020-05-04 05:15:00;273;2;2;0;0;0;10;1;2;0;0;0;1;0;0;1;1;1
2020-05-04 05:30:00;26;6;1;0;0;0;16;2;2;0;0;0;0;0;0;0;0;0
2020-05-04 05:45:00;29;1;3;0;0;0;17;4;6;0;0;0;0;0;0;1;6;0
2020-05-04 06:00:00;34;4;3;0;0;0;17;4;2;0;0;0;0;0;0;0;0;0
2020-05-04 06:15:00;62;2;3;0;0;0;18;5;5;0;0;0;3;0;0;0;0;0
2020-05-04 06:30:00;71;6;6;0;0;0;30;6;3;0;0;0;0;0;0;0;0;0
2020-05-04 06:45:00;58;5;11;0;0;0;37;7;11;0;0;0;0;0;0;0;0;0
2020-05-04 07:00:00;68;9;18;0;0;0;28;5;4;0;0;0;0;0;0;0;0;0
2020-05-04 07:15:00;61;6;9;0;0;0;25;5;9;0;0;0;0;0;0;0;0;0
2020-05-04 07:30:00;54;4;9;0;0;0;33;7;6;0;0;0;0;2;0;0;0;0
2020-05-04 07:45:00;68;3;11;0;0;0;48;9;13;0;0;0;0;0;0;0;0;0
2020-05-04 08:00:00;70;9;7;0;0;0;42;7;10;0;0;0;0;0;0;0;0;0
2020-05-04 08:15:00;78;11;12;0;0;0;52;7;8;0;0;0;0;0;0;0;0;0
2020-05-04 08:30:00;60;9;16;0;0;0;40;14;17;0;0;0;1;0;0;4;0;0
2020-05-04 08:45:00;302;9;21;0;0;0;44;17;13;0;0;0;0;0;0;0;0;0
2020-05-04 09:00:00;65;8;17;0;0;0;49;14;18;0;0;0;0;0;0;0;0;0
2020-05-04 09:15:00;60;16;12;0;0;0;42;23;23;0;0;0;0;0;0;0;0;0
2020-05-04 09:30:00;81;9;19;0;0;0;46;18;12;0;0;0;0;0;0;0;0;0
2020-05-04 09:45:00;67;22;29;0;0;0;64;27;16;0;0;0;2;0;0;1;0;0
2020-05-04 10:00:00;65;24;30;0;0;0;72;20;14;0;0;0;2;0;0;0;0;0
2020-05-04 10:15:00;74;14;18;0;0;0;66;18;14;0;0;0;0;0;0;1;0;0
2020-05-04 10:30:00;310;12;29;0;0;0;61;14;14;0;0;0;0;0;0;1;0;0
2020-05-04 10:45:00;75;20;24;0;0;0;57;15;12;0;0;0;0;0;0;2;0;0
2020-05-04 11:00:00;79;20;21;0;0;0;64;19;8;0;0;0;1;0;0;1;0;0
2020-05-04 11:15:00;76;21;20;0;0;0;75;16;21;0;0;0;0;0;0;0;0;0
2020-05-04 11:30:00;322;13;21;0;0;0;57;14;19;0;0;0;0;0;0;1;2;0
