DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(DRES1);12(DRES2);13(DRES3);14(DRES4);15(TARDB);16(TAFGA);17(TAFBA);18(TAFBB);19(TAFBD)
2020-02-29 00:00:00;20;17;9;3;20;19;5;10;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 00:15:00;16;19;10;2;22;25;1;7;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 00:30:00;17;17;7;1;26;26;2;6;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 00:45:00;17;14;8;1;24;24;1;5;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 01:00:00;11;8;4;1;22;18;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 01:15:00;11;14;8;0;17;16;2;8;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 01:30:00;12;16;5;1;17;16;3;6;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 01:45:00;5;4;1;0;9;9;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 02:00:00;10;12;4;1;12;13;1;4;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 02:15:00;2;4;2;0;9;9;1;3;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 02:30:00;4;6;4;1;9;11;2;4;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 02:45:00;4;4;1;0;9;8;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 03:00:00;4;5;1;0;8;8;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 03:15:00;3;7;4;0;6;8;4;4;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 03:30:00;6;12;7;0;4;8;4;8;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 03:45:00;1;4;7;0;7;9;4;6;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 04:00:00;6;8;6;0;7;8;3;6;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 04:15:00;5;5;0;1;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 04:30:00;8;14;8;2;8;10;2;9;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 04:45:00;11;12;5;1;7;9;3;5;0;0;0;0;0;0;0;0;0;0;0
2020-02-29 05:00:00;14;13;7;3;19;19;4;6;0;0;0;0;0;0;0;0;0;0;0
