DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2020-05-26 00:00:00;5;3;0;7;4;0;0;0;0;0
2020-05-26 00:15:00;3;4;1;5;2;0;0;0;0;0
2020-05-26 00:30:00;3;2;0;5;5;1;0;0;0;0
2020-05-26 00:45:00;2;1;0;1;0;0;0;0;0;0
2020-05-26 01:00:00;4;5;0;5;5;0;0;0;0;0
2020-05-26 01:15:00;3;4;0;5;2;0;0;0;0;0
2020-05-26 01:30:00;2;4;0;3;4;0;0;0;0;0
2020-05-26 01:45:00;3;5;0;4;3;0;0;0;0;0
2020-05-26 02:00:00;1;1;0;0;1;0;0;0;0;0
2020-05-26 02:15:00;8;7;0;5;4;0;0;0;0;0
2020-05-26 02:30:00;6;1;0;7;3;0;0;0;0;0
2020-05-26 02:45:00;5;2;0;7;4;0;0;0;0;0
2020-05-26 03:00:00;5;5;0;9;5;0;0;0;0;0
2020-05-26 03:15:00;9;7;0;5;1;2;0;0;0;0
2020-05-26 03:30:00;8;6;0;6;4;0;0;0;0;0
2020-05-26 03:45:00;4;1;0;6;4;0;0;0;0;0
2020-05-26 04:00:00;7;6;0;8;7;0;0;0;0;0
2020-05-26 04:15:00;5;3;0;5;8;1;0;0;0;0
2020-05-26 04:30:00;10;5;0;4;2;1;0;0;0;0
2020-05-26 04:45:00;15;8;1;12;5;1;0;0;0;0
2020-05-26 05:00:00;17;9;0;19;10;0;0;0;0;0
2020-05-26 05:15:00;39;22;0;36;10;0;0;0;0;0
2020-05-26 05:30:00;42;22;0;37;14;0;0;0;0;0
2020-05-26 05:45:00;58;29;0;55;27;0;0;0;0;0
2020-05-26 06:00:00;53;29;4;46;19;3;1;0;0;0
2020-05-26 06:15:00;56;32;2;69;23;1;0;0;0;0
2020-05-26 06:30:00;81;51;0;100;40;4;0;0;0;0
2020-05-26 06:45:00;105;98;2;82;46;3;0;0;0;0
