DATUM;1(DA1);2(DA2);3(DAL1);4(DB1);5(DB2);6(DC1);7(DC2);8(DCL1);9(DD1);10(DD2);11(DD3)
2020-12-24 00:00:00;2;1;0;0;0;2;2;0;0;1;0
2020-12-24 00:15:00;1;3;1;1;0;3;4;1;0;0;0
2020-12-24 00:30:00;1;0;0;4;2;1;0;0;0;3;2
2020-12-24 00:45:00;1;1;1;0;1;2;0;0;1;1;0
2020-12-24 01:00:00;1;0;1;0;1;2;3;1;0;2;2
2020-12-24 01:15:00;2;1;1;0;0;2;1;0;0;0;0
2020-12-24 01:30:00;4;2;0;1;0;3;0;0;0;1;1
2020-12-24 01:45:00;6;6;1;1;0;0;0;0;0;1;0
2020-12-24 02:00:00;3;0;0;0;1;2;3;1;0;0;0
2020-12-24 02:15:00;4;3;0;1;1;2;0;0;0;0;0
2020-12-24 02:30:00;1;1;0;0;0;2;2;0;0;0;0
2020-12-24 02:45:00;3;1;0;0;1;3;3;0;1;2;0
2020-12-24 03:00:00;5;1;0;0;0;3;0;0;0;0;0
2020-12-24 03:15:00;2;2;0;0;0;2;4;1;0;0;0
2020-12-24 03:30:00;2;0;0;0;0;2;0;0;2;2;0
2020-12-24 03:45:00;3;2;0;0;0;3;4;1;2;1;0
2020-12-24 04:00:00;4;3;0;1;0;4;1;0;0;0;0
2020-12-24 04:15:00;5;7;2;1;2;3;5;3;2;2;0
2020-12-24 04:30:00;7;3;2;2;1;6;3;1;0;0;0
2020-12-24 04:45:00;9;6;2;2;2;4;3;1;1;2;2
2020-12-24 05:00:00;8;4;0;3;2;2;4;0;0;3;3
2020-12-24 05:15:00;14;9;1;2;1;11;5;4;3;0;1
2020-12-24 05:30:00;6;6;4;8;6;10;12;3;3;8;4
2020-12-24 05:45:00;13;5;3;7;2;14;11;1;8;7;2
2020-12-24 06:00:00;19;13;0;16;3;12;5;1;3;8;1
2020-12-24 06:15:00;14;9;2;5;4;9;9;2;8;9;1
2020-12-24 06:30:00;15;6;5;11;7;16;9;6;5;8;2
2020-12-24 06:45:00;22;11;4;16;12;15;10;7;5;8;3
2020-12-24 07:00:00;26;12;4;17;9;13;8;9;15;11;1
2020-12-24 07:15:00;17;12;8;15;9;20;19;12;8;14;3
2020-12-24 07:30:00;21;17;5;25;6;26;22;8;13;14;6
2020-12-24 07:45:00;31;16;7;21;6;27;15;11;14;20;4
2020-12-24 08:00:00;31;12;8;30;13;24;14;15;15;25;8
2020-12-24 08:15:00;35;24;3;25;6;24;16;12;17;25;3
2020-12-24 08:30:00;29;13;9;30;11;32;21;11;22;29;12
2020-12-24 08:45:00;42;29;12;31;10;36;19;13;13;26;8
2020-12-24 09:00:00;48;29;16;28;21;36;30;20;19;22;7
2020-12-24 09:15:00;48;35;12;42;15;40;21;20;27;27;13
2020-12-24 09:30:00;57;31;20;46;21;40;26;12;20;35;13
2020-12-24 09:45:00;55;39;20;36;18;50;33;16;22;49;14
2020-12-24 10:00:00;68;49;20;48;26;46;38;21;32;53;20
