DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DD1);7(TAFGC);8(TAFBB);9(TAFBC);10(TAFBD)
2019-08-21 00:00:00;6;3;0;7;2;0;0;0;0;0
2019-08-21 00:15:00;9;7;1;6;3;0;0;0;0;0
2019-08-21 00:30:00;6;6;0;6;7;0;0;0;0;0
2019-08-21 00:45:00;9;2;1;6;2;0;0;0;0;0
2019-08-21 01:00:00;8;11;1;8;3;0;0;0;0;0
2019-08-21 01:15:00;3;1;0;3;3;0;0;0;0;0
2019-08-21 01:30:00;7;8;0;9;6;0;0;0;0;0
2019-08-21 01:45:00;7;2;2;1;0;0;0;0;0;0
2019-08-21 02:00:00;5;2;0;8;2;0;0;0;0;0
2019-08-21 02:15:00;4;4;0;4;5;0;0;0;0;0
2019-08-21 02:30:00;4;1;0;1;2;0;0;0;0;0
2019-08-21 02:45:00;3;1;0;5;4;0;0;0;0;0
2019-08-21 03:00:00;5;1;0;8;4;0;0;0;0;0
2019-08-21 03:15:00;8;4;0;3;3;1;0;0;0;0
2019-08-21 03:30:00;5;3;3;5;5;0;0;0;0;0
2019-08-21 03:45:00;1;3;0;5;4;1;0;0;0;0
2019-08-21 04:00:00;7;2;1;2;4;0;0;0;0;0
2019-08-21 04:15:00;11;5;1;8;4;1;0;0;0;0
2019-08-21 04:30:00;12;4;0;6;2;0;0;0;0;0
2019-08-21 04:45:00;14;10;0;19;7;0;0;0;0;0
2019-08-21 05:00:00;13;9;0;23;10;1;0;0;0;0
2019-08-21 05:15:00;16;13;0;24;9;0;0;0;0;0
2019-08-21 05:30:00;46;18;3;39;22;2;0;0;0;0
2019-08-21 05:45:00;54;24;0;44;20;1;0;0;0;0
2019-08-21 06:00:00;53;28;1;50;29;0;0;0;0;0
2019-08-21 06:15:00;52;22;4;66;39;5;0;0;0;0
2019-08-21 06:30:00;80;55;0;59;38;2;0;0;0;0
2019-08-21 06:45:00;108;61;1;78;42;4;0;0;0;0
2019-08-21 07:00:00;77;44;0;66;50;5;0;0;0;0
2019-08-21 07:15:00;98;53;0;83;45;5;1;0;0;0
2019-08-21 07:30:00;85;50;0;68;45;1;2;0;0;0
2019-08-21 07:45:00;101;80;2;82;50;257;3;0;0;0
2019-08-21 08:00:00;91;73;6;83;40;4;0;0;0;0
2019-08-21 08:15:00;74;65;0;59;45;6;4;0;0;0
