DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2019-11-07 00:00:00;19;7;10;4;4;0;1
2019-11-07 00:15:00;19;9;17;9;4;5;2
2019-11-07 00:30:00;16;8;15;0;3;0;4
2019-11-07 00:45:00;14;4;9;3;0;5;5
2019-11-07 01:00:00;11;5;5;3;5;4;2
2019-11-07 01:15:00;6;2;6;2;3;9;1
2019-11-07 01:30:00;7;4;7;2;4;1;1
2019-11-07 01:45:00;5;3;9;1;1;1;3
2019-11-07 02:00:00;9;0;8;3;2;1;1
2019-11-07 02:15:00;11;0;5;0;3;2;6
2019-11-07 02:30:00;5;3;2;1;1;2;1
2019-11-07 02:45:00;5;2;6;1;4;5;1
2019-11-07 03:00:00;10;3;6;1;4;4;1
2019-11-07 03:15:00;8;3;6;5;4;1;4
2019-11-07 03:30:00;7;3;5;1;0;7;4
2019-11-07 03:45:00;9;5;10;1;4;5;7
2019-11-07 04:00:00;10;3;8;4;4;11;7
2019-11-07 04:15:00;9;7;14;6;2;5;3
2019-11-07 04:30:00;8;10;29;2;7;8;11
2019-11-07 04:45:00;15;7;48;13;7;5;4
2019-11-07 05:00:00;25;18;60;17;2;2;2
2019-11-07 05:15:00;33;23;110;31;3;5;2
2019-11-07 05:30:00;63;37;123;61;4;1;1
2019-11-07 05:45:00;58;63;132;58;0;1;1
2019-11-07 06:00:00;70;50;118;63;1;0;0
2019-11-07 06:15:00;92;55;160;87;5;1;2
2019-11-07 06:30:00;120;72;178;102;6;0;0
2019-11-07 06:45:00;165;69;211;125;8;1;0
2019-11-07 07:00:00;190;88;212;126;16;1;3
2019-11-07 07:15:00;227;110;220;127;10;2;1
2019-11-07 07:30:00;199;145;200;115;22;1;3
2019-11-07 07:45:00;191;152;233;130;21;1;3
2019-11-07 08:00:00;178;113;187;101;22;3;0
2019-11-07 08:15:00;140;95;197;102;12;0;1
2019-11-07 08:30:00;173;122;169;113;10;3;1
2019-11-07 08:45:00;150;106;170;115;12;2;1
2019-11-07 09:00:00;139;86;159;73;9;2;2
2019-11-07 09:15:00;130;87;140;65;10;1;1
2019-11-07 09:30:00;159;105;162;82;13;4;0
2019-11-07 09:45:00;136;98;153;86;5;0;3
2019-11-07 10:00:00;133;94;143;83;5;4;0
2019-11-07 10:15:00;116;107;154;73;8;0;3
2019-11-07 10:30:00;147;96;164;78;10;0;0
2019-11-07 10:45:00;129;99;151;86;7;0;0
2019-11-07 11:00:00;115;90;156;81;7;2;3
2019-11-07 11:15:00;148;106;150;80;11;4;2
2019-11-07 11:30:00;150;105;157;104;12;7;3
2019-11-07 11:45:00;134;104;154;83;8;3;1
2019-11-07 12:00:00;155;99;142;89;5;2;7
2019-11-07 12:15:00;143;125;138;81;7;4;3
2019-11-07 12:30:00;144;87;166;78;5;2;2
2019-11-07 12:45:00;166;116;154;78;10;2;2
2019-11-07 13:00:00;146;109;178;121;2;1;3
2019-11-07 13:15:00;159;107;190;93;11;3;2
2019-11-07 13:30:00;164;128;191;107;9;3;4
2019-11-07 13:45:00;170;114;170;125;7;5;6
2019-11-07 14:00:00;170;127;156;96;15;3;2
2019-11-07 14:15:00;164;121;166;99;9;4;2
2019-11-07 14:30:00;182;143;177;101;10;4;6
2019-11-07 14:45:00;171;130;197;96;10;1;3
2019-11-07 15:00:00;162;125;156;98;15;6;4
2019-11-07 15:15:00;199;113;187;104;8;2;3
2019-11-07 15:30:00;215;141;197;121;14;1;6
2019-11-07 15:45:00;228;181;202;104;14;5;1
2019-11-07 16:00:00;222;143;220;135;13;7;4
2019-11-07 16:15:00;223;184;201;114;10;2;6
2019-11-07 16:30:00;225;173;185;105;19;6;12
2019-11-07 16:45:00;222;191;203;116;20;4;11
2019-11-07 17:00:00;254;181;230;104;10;5;6
2019-11-07 17:15:00;235;177;210;109;17;3;5
2019-11-07 17:30:00;201;210;175;96;24;10;5
2019-11-07 17:45:00;199;182;189;102;17;4;3
2019-11-07 18:00:00;208;157;179;88;9;4;4
2019-11-07 18:15:00;201;145;198;90;5;7;1
2019-11-07 18:30:00;190;136;144;82;6;4;0
2019-11-07 18:45:00;159;113;165;92;4;3;2
2019-11-07 19:00:00;154;115;140;85;3;4;4
2019-11-07 19:15:00;127;82;135;71;4;0;7
2019-11-07 19:30:00;101;61;143;69;3;1;1
2019-11-07 19:45:00;96;76;115;64;3;1;0
2019-11-07 20:00:00;85;79;114;44;5;0;1
2019-11-07 20:15:00;83;70;112;64;1;1;1
2019-11-07 20:30:00;70;49;95;42;4;1;0
2019-11-07 20:45:00;78;53;99;47;3;1;3
2019-11-07 21:00:00;47;37;88;44;6;0;0
2019-11-07 21:15:00;59;48;98;37;1;0;1
2019-11-07 21:30:00;64;39;90;43;5;1;2
2019-11-07 21:45:00;80;59;80;47;0;0;1
2019-11-07 22:00:00;65;62;78;30;6;4;0
2019-11-07 22:15:00;65;50;69;35;5;1;0
2019-11-07 22:30:00;51;40;52;20;2;1;0
2019-11-07 22:45:00;41;24;56;18;5;0;0
2019-11-07 23:00:00;40;17;33;26;3;1;7
2019-11-07 23:15:00;37;20;45;17;3;1;4
2019-11-07 23:30:00;23;10;27;9;4;1;0
2019-11-07 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
