DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-01-13 00:00:00;4;5;1;3;5;1;5;3;5;4
2020-01-13 00:15:00;6;4;1;5;5;1;5;5;7;6
2020-01-13 00:30:00;5;2;1;2;3;2;5;6;2;4
2020-01-13 00:45:00;8;3;0;6;2;1;3;6;3;8
2020-01-13 01:00:00;6;3;0;5;4;1;3;4;3;3
2020-01-13 01:15:00;5;7;0;8;6;1;6;6;7;5
2020-01-13 01:30:00;2;1;0;4;5;0;4;5;2;1
2020-01-13 01:45:00;2;4;0;5;4;1;4;5;4;1
2020-01-13 02:00:00;2;2;0;1;2;0;2;1;2;2
2020-01-13 02:15:00;8;5;0;2;6;2;7;3;3;3
2020-01-13 02:30:00;5;3;1;1;2;0;3;2;3;3
2020-01-13 02:45:00;2;3;1;3;2;0;1;3;3;2
2020-01-13 03:00:00;3;4;2;0;1;0;1;0;3;3
2020-01-13 03:15:00;4;2;0;2;3;2;2;1;2;2
2020-01-13 03:30:00;1;1;0;2;1;1;1;1;1;1
2020-01-13 03:45:00;5;2;1;3;5;0;4;3;0;5
2020-01-13 04:00:00;8;5;1;3;0;0;0;3;6;8
2020-01-13 04:15:00;4;6;2;2;5;0;6;2;5;5
2020-01-13 04:30:00;10;3;0;7;12;3;13;5;4;8
2020-01-13 04:45:00;13;3;5;7;20;6;21;6;5;9
2020-01-13 05:00:00;20;10;0;13;33;5;32;14;11;17
2020-01-13 05:15:00;34;16;6;37;51;10;53;42;20;33
2020-01-13 05:30:00;36;24;5;37;58;10;63;45;27;37
2020-01-13 05:45:00;31;22;4;60;85;9;86;63;28;28
2020-01-13 06:00:00;29;19;2;43;51;8;53;46;24;27
2020-01-13 06:15:00;42;26;0;98;92;27;103;99;35;40
2020-01-13 06:30:00;45;49;2;156;117;22;118;156;50;37
2020-01-13 06:45:00;49;39;10;147;135;20;134;141;46;40
2020-01-13 07:00:00;67;48;6;167;120;27;134;172;42;55
2020-01-13 07:15:00;64;50;11;196;175;22;172;184;47;51
2020-01-13 07:30:00;101;57;17;152;163;26;167;158;51;94
2020-01-13 07:45:00;91;58;20;134;180;35;175;143;60;75
2020-01-13 08:00:00;71;48;11;168;152;31;171;155;49;59
2020-01-13 08:15:00;72;65;15;131;105;25;118;129;57;63
