DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-03-15 00:00:00;8;10;18;6;14;6;8;1;8;9;0;0;0;0
2020-03-15 00:15:00;8;5;17;4;15;15;12;3;4;6;0;0;0;0
2020-03-15 00:30:00;9;14;23;4;10;6;8;1;9;6;0;0;0;0
2020-03-15 00:45:00;11;12;17;2;15;10;5;1;5;3;0;0;0;0
2020-03-15 01:00:00;7;10;14;1;10;5;7;1;5;10;0;0;0;0
2020-03-15 01:15:00;3;3;15;5;9;10;5;2;4;4;0;0;0;0
2020-03-15 01:30:00;4;5;12;1;13;9;5;1;4;2;0;0;0;0
2020-03-15 01:45:00;9;5;10;5;9;8;1;0;2;3;0;0;0;0
2020-03-15 02:00:00;5;6;17;5;6;3;7;2;3;3;0;0;0;0
2020-03-15 02:15:00;10;11;8;0;9;5;4;1;5;4;0;0;0;0
2020-03-15 02:30:00;4;2;5;1;9;3;5;1;3;1;0;0;0;0
2020-03-15 02:45:00;4;3;3;1;5;6;2;1;1;5;0;0;0;0
2020-03-15 03:00:00;1;0;4;0;1;3;1;0;3;1;0;0;0;0
2020-03-15 03:15:00;1;4;6;2;3;4;2;1;4;3;0;0;0;0
2020-03-15 03:30:00;1;2;5;0;3;3;2;1;6;1;0;0;0;0
2020-03-15 03:45:00;4;1;9;2;3;3;1;1;4;0;0;0;0;0
2020-03-15 04:00:00;3;5;4;0;6;6;3;0;0;0;0;0;0;0
2020-03-15 04:15:00;4;4;4;1;2;4;3;1;2;0;0;0;0;0
2020-03-15 04:30:00;0;1;3;2;6;0;1;0;2;2;0;0;0;0
2020-03-15 04:45:00;1;1;3;0;1;0;0;0;6;2;0;0;0;0
2020-03-15 05:00:00;3;5;3;0;6;1;2;1;5;2;0;0;0;0
2020-03-15 05:15:00;3;5;4;1;5;2;0;0;2;2;0;0;0;0
2020-03-15 05:30:00;4;7;6;2;5;5;6;1;2;2;0;0;0;0
2020-03-15 05:45:00;7;5;8;1;5;3;4;0;0;2;0;0;0;0
2020-03-15 06:00:00;2;8;8;0;7;8;3;1;6;7;0;0;0;0
2020-03-15 06:15:00;3;2;9;0;6;8;6;2;8;5;0;0;0;0
2020-03-15 06:30:00;4;4;6;1;5;5;4;1;4;10;0;0;0;0
2020-03-15 06:45:00;1;1;4;3;5;1;6;8;4;3;0;0;0;0
2020-03-15 07:00:00;9;1;3;3;6;6;5;2;4;5;0;0;0;0
2020-03-15 07:15:00;7;10;11;4;8;4;3;1;5;6;0;0;0;0
2020-03-15 07:30:00;11;10;15;5;10;4;5;2;9;11;0;0;0;0
2020-03-15 07:45:00;10;9;14;4;12;9;9;2;11;11;0;0;0;0
2020-03-15 08:00:00;11;5;14;1;6;10;8;2;10;11;0;0;0;0
2020-03-15 08:15:00;10;6;18;0;13;8;10;1;16;6;0;0;0;0
2020-03-15 08:30:00;7;9;23;7;17;11;10;3;14;5;0;0;0;0
2020-03-15 08:45:00;13;11;22;6;22;15;5;3;18;15;0;0;0;0
2020-03-15 09:00:00;14;20;22;7;20;21;9;4;15;16;0;0;0;0
2020-03-15 09:15:00;16;13;16;8;17;21;19;5;19;19;0;0;0;0
2020-03-15 09:30:00;24;17;30;9;25;23;14;3;20;19;0;0;0;0
2020-03-15 09:45:00;32;23;46;15;32;37;18;2;28;25;0;0;0;0
2020-03-15 10:00:00;27;21;35;13;20;13;8;5;24;21;0;0;0;0
2020-03-15 10:15:00;33;17;25;8;26;13;19;9;31;39;0;0;0;0
2020-03-15 10:30:00;36;25;42;18;26;19;17;10;31;21;0;0;0;0
2020-03-15 10:45:00;45;22;57;24;20;20;21;10;35;25;0;0;0;0
2020-03-15 11:00:00;21;29;48;24;33;27;15;5;39;29;0;0;0;0
2020-03-15 11:15:00;30;31;53;28;34;18;26;12;34;24;0;0;0;0
2020-03-15 11:30:00;35;26;40;21;26;30;16;4;38;28;0;0;0;0
2020-03-15 11:45:00;37;30;53;21;33;25;19;5;35;26;0;0;0;0
2020-03-15 12:00:00;48;32;52;26;34;24;18;5;37;26;0;0;0;0
2020-03-15 12:15:00;42;20;43;15;36;33;25;5;38;30;0;0;0;0
2020-03-15 12:30:00;40;33;35;21;35;35;24;12;41;35;0;0;0;0
2020-03-15 12:45:00;28;22;53;28;36;33;21;9;41;41;0;0;0;0
2020-03-15 13:00:00;38;25;47;24;25;28;25;9;42;40;0;0;0;0
2020-03-15 13:15:00;44;46;56;30;33;29;19;6;32;44;0;0;0;0
2020-03-15 13:30:00;41;26;44;21;55;43;16;6;31;33;0;0;0;0
2020-03-15 13:45:00;44;38;60;33;42;38;22;7;48;45;0;0;0;0
2020-03-15 14:00:00;49;37;58;27;55;39;17;4;42;42;0;0;0;0
2020-03-15 14:15:00;49;36;51;28;43;61;28;11;56;51;0;0;0;0
2020-03-15 14:30:00;50;37;55;27;61;46;20;7;59;42;0;0;0;0
2020-03-15 14:45:00;56;40;61;28;48;44;22;10;47;38;0;0;0;0
2020-03-15 15:00:00;54;37;60;28;39;46;19;8;44;39;0;0;0;0
2020-03-15 15:15:00;50;31;44;13;44;42;17;11;38;39;0;0;0;0
2020-03-15 15:30:00;72;52;44;25;52;52;27;7;42;48;0;0;0;0
2020-03-15 15:45:00;76;39;49;23;44;33;33;8;29;43;0;0;0;0
2020-03-15 16:00:00;49;59;57;19;51;43;21;5;51;43;0;0;0;0
2020-03-15 16:15:00;56;48;64;24;56;40;27;12;31;30;0;0;0;0
2020-03-15 16:30:00;60;43;60;30;48;54;27;17;34;49;0;0;0;0
2020-03-15 16:45:00;54;32;70;35;47;38;22;10;36;38;0;0;0;0
