DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-05-29 00:00:00;7;2;1;4;8;0;8;6;3;4
2020-05-29 00:15:00;14;7;1;10;10;2;10;10;8;13
2020-05-29 00:30:00;6;2;0;10;4;4;5;8;2;5
2020-05-29 00:45:00;9;7;0;3;6;1;6;2;7;8
2020-05-29 01:00:00;7;8;3;7;8;1;7;7;7;7
2020-05-29 01:15:00;7;7;0;1;5;1;6;2;6;6
2020-05-29 01:30:00;5;3;0;4;2;2;2;3;4;5
2020-05-29 01:45:00;3;1;0;7;5;1;5;4;1;3
2020-05-29 02:00:00;3;4;0;2;3;1;3;4;3;2
2020-05-29 02:15:00;5;5;0;5;9;2;10;5;3;3
2020-05-29 02:30:00;5;3;0;3;0;0;0;2;3;4
2020-05-29 02:45:00;3;3;1;2;2;1;2;3;3;4
2020-05-29 03:00:00;1;4;0;0;1;1;2;0;3;1
2020-05-29 03:15:00;6;5;0;1;0;1;1;1;3;6
2020-05-29 03:30:00;1;2;0;0;1;1;2;0;1;0
2020-05-29 03:45:00;4;0;0;1;4;0;3;1;0;4
2020-05-29 04:00:00;0;1;2;3;3;1;2;3;1;0
2020-05-29 04:15:00;3;4;2;1;4;0;5;2;4;2
2020-05-29 04:30:00;8;4;0;4;10;1;10;4;5;7
2020-05-29 04:45:00;8;5;3;5;15;3;17;9;7;8
2020-05-29 05:00:00;22;10;0;6;19;2;21;8;12;20
2020-05-29 05:15:00;20;12;1;24;37;7;37;24;18;20
2020-05-29 05:30:00;24;17;2;27;45;14;44;34;17;19
2020-05-29 05:45:00;41;29;4;40;68;21;73;41;29;37
2020-05-29 06:00:00;43;31;3;38;43;17;48;43;34;33
2020-05-29 06:15:00;56;24;3;61;68;20;72;57;26;51
2020-05-29 06:30:00;43;29;4;69;72;21;75;76;30;38
2020-05-29 06:45:00;46;36;6;72;85;21;83;77;36;42
2020-05-29 07:00:00;46;30;10;69;74;21;77;79;34;41
2020-05-29 07:15:00;42;34;8;105;95;20;95;111;35;35
2020-05-29 07:30:00;44;41;14;99;99;26;105;99;31;40
2020-05-29 08:00:00;35;53;12;55;83;24;82;67;47;28
2020-05-29 08:15:00;43;50;14;70;98;35;112;73;42;39
2020-05-29 08:30:00;57;63;15;64;71;37;83;71;45;50
2020-05-29 08:45:00;51;63;12;60;74;27;81;64;47;41
2020-05-29 09:00:00;42;57;15;50;71;19;77;49;55;31
2020-05-29 09:15:00;56;56;14;61;68;31;78;51;58;43
2020-05-29 09:30:00;67;60;10;63;87;18;94;66;60;49
2020-05-29 09:45:00;72;50;22;62;80;21;86;62;49;68
2020-05-29 10:00:00;72;55;11;64;78;23;86;62;60;66
2020-05-29 10:15:00;70;49;21;55;100;24;107;56;53;54
2020-05-29 10:30:00;62;69;23;75;78;37;91;68;70;59
2020-05-29 10:45:00;74;57;19;54;78;39;98;58;68;60
2020-05-29 11:00:00;72;58;18;61;70;34;77;63;59;60
2020-05-29 11:15:00;79;82;13;70;70;26;76;70;75;68
2020-05-29 11:30:00;72;73;23;61;69;23;75;64;66;71
2020-05-29 11:45:00;89;83;16;55;85;23;88;63;81;76
2020-05-29 12:00:00;93;86;13;77;75;24;94;71;87;90
2020-05-29 12:15:00;96;85;19;67;81;21;86;54;88;89
2020-05-29 12:30:00;96;95;25;66;86;32;108;72;100;85
2020-05-29 12:45:00;82;88;27;62;98;26;104;64;88;89
2020-05-29 13:00:00;112;93;17;70;83;21;86;59;97;108
2020-05-29 13:15:00;99;88;17;71;94;29;96;67;94;95
2020-05-29 13:30:00;95;99;18;70;91;27;93;72;98;86
2020-05-29 13:45:00;96;77;24;97;120;27;131;102;85;96
2020-05-29 14:00:00;127;83;16;75;98;19;97;74;91;112
2020-05-29 14:15:00;137;104;25;82;111;23;119;72;103;122
2020-05-29 14:30:00;109;104;21;85;101;31;104;74;109;110
2020-05-29 14:45:00;105;100;22;71;94;26;105;69;100;104
2020-05-29 15:00:00;92;80;30;66;96;28;102;75;84;86
2020-05-29 15:15:00;101;107;26;66;80;19;84;57;120;86
2020-05-29 15:30:00;101;87;25;74;95;20;103;63;89;87
2020-05-29 15:45:00;89;70;17;65;76;33;90;48;74;76
2020-05-29 16:00:00;89;84;24;67;93;24;102;65;79;83
2020-05-29 16:15:00;99;65;20;94;108;30;112;91;73;94
2020-05-29 16:30:00;83;70;26;82;101;23;108;80;88;75
2020-05-29 16:45:00;95;75;20;76;92;26;103;71;86;81
2020-05-29 17:00:00;85;62;34;70;83;28;86;68;67;83
2020-05-29 17:15:00;81;77;16;66;89;22;95;63;79;76
2020-05-29 17:30:00;101;67;15;81;106;23;111;75;74;89
2020-05-29 17:45:00;83;62;21;85;95;21;99;83;66;70
2020-05-29 18:00:00;75;61;20;70;85;18;87;61;70;70
2020-05-29 18:15:00;85;65;21;80;94;17;97;76;67;69
2020-05-29 18:30:00;63;46;14;62;71;21;77;53;49;56
2020-05-29 18:45:00;68;50;10;54;67;21;76;51;57;58
2020-05-29 19:00:00;65;55;16;52;55;11;56;52;60;58
2020-05-29 19:15:00;58;44;26;42;64;13;61;39;47;51
2020-05-29 19:30:00;68;44;19;49;56;21;60;45;47;56
2020-05-29 19:45:00;51;43;16;36;53;13;63;37;42;44
2020-05-29 20:00:00;44;44;11;47;56;15;54;49;47;38
2020-05-29 20:15:00;55;40;6;36;46;13;51;27;41;48
2020-05-29 20:30:00;44;32;9;29;30;9;34;33;36;36
2020-05-29 20:45:00;38;25;4;40;40;14;38;36;25;35
2020-05-29 21:00:00;39;26;6;22;28;11;32;18;24;36
2020-05-29 21:15:00;36;27;6;34;58;17;61;29;29;32
2020-05-29 21:30:00;39;24;5;27;38;12;40;28;24;30
2020-05-29 21:45:00;31;28;5;30;39;4;39;28;30;25
2020-05-29 22:00:00;48;38;4;20;25;5;27;20;34;35
2020-05-29 22:15:00;46;44;3;31;50;10;46;31;52;35
2020-05-29 22:30:00;32;26;5;31;32;1;33;23;31;28
2020-05-29 22:45:00;26;18;1;13;23;6;22;8;17;23
2020-05-29 23:00:00;27;16;3;14;18;5;17;12;16;21
2020-05-29 23:15:00;17;11;2;21;27;4;31;23;10;14
2020-05-29 23:30:00;15;9;6;11;13;2;11;10;12;13
2020-05-29 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
