DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-01-10 00:00:00;0;4;2;0;0;0;6;0;1;3;5
2020-01-10 00:15:00;1;5;4;0;1;3;8;3;0;0;2
2020-01-10 00:30:00;0;2;2;1;1;3;5;1;1;3;2
2020-01-10 00:45:00;1;0;4;1;2;0;6;5;2;2;3
2020-01-10 01:00:00;0;0;1;0;0;1;1;2;2;2;4
2020-01-10 01:15:00;0;1;2;0;0;2;0;1;0;0;3
2020-01-10 01:30:00;0;0;2;0;0;3;0;1;0;1;1
2020-01-10 01:45:00;0;2;0;0;0;2;2;0;0;1;0
2020-01-10 02:00:00;1;0;0;0;1;0;4;0;1;2;1
2020-01-10 02:15:00;0;1;0;1;1;0;1;1;1;3;1
2020-01-10 02:30:00;0;0;2;0;0;1;3;0;0;2;2
2020-01-10 02:45:00;0;1;1;0;0;1;4;3;0;1;1
2020-01-10 03:00:00;0;1;4;1;1;2;2;0;1;3;1
2020-01-10 03:15:00;0;4;1;0;0;0;1;0;1;3;0
2020-01-10 03:30:00;0;0;2;0;0;0;1;0;1;2;0
2020-01-10 03:45:00;0;0;0;0;0;0;1;1;1;1;2
2020-01-10 04:00:00;0;0;3;0;0;0;0;1;0;0;3
2020-01-10 04:15:00;0;0;3;2;2;1;2;0;0;4;2
2020-01-10 04:30:00;0;2;1;0;0;1;3;0;1;0;0
2020-01-10 04:45:00;1;5;4;1;1;1;3;1;2;3;2
2020-01-10 05:00:00;1;14;4;0;0;1;3;2;2;4;3
2020-01-10 05:15:00;1;33;11;1;1;2;7;1;2;7;8
2020-01-10 05:30:00;2;52;21;1;3;0;3;1;2;10;11
2020-01-10 05:45:00;2;36;17;3;4;7;10;3;8;17;17
2020-01-10 06:00:00;4;17;16;1;5;8;9;5;4;12;12
2020-01-10 06:15:00;2;26;18;4;6;5;13;1;12;23;15
2020-01-10 06:30:00;4;40;38;4;7;13;21;7;12;16;22
2020-01-10 06:45:00;5;41;31;6;10;9;21;5;16;28;21
2020-01-10 07:00:00;6;36;39;11;15;6;31;8;21;43;33
2020-01-10 07:15:00;8;57;54;31;36;10;30;13;39;62;32
2020-01-10 07:30:00;15;62;61;53;61;22;50;33;73;76;30
2020-01-10 07:45:00;9;54;47;32;40;34;54;39;51;64;44
2020-01-10 08:00:00;10;53;45;11;20;16;32;20;33;43;26
2020-01-10 08:15:00;8;38;42;10;17;10;33;10;29;46;21
2020-01-10 08:30:00;5;38;45;11;12;19;21;16;29;48;21
2020-01-10 08:45:00;13;31;48;16;25;14;26;20;29;41;22
2020-01-10 09:00:00;0;32;23;11;11;15;26;10;29;29;18
2020-01-10 09:15:00;6;12;44;19;20;11;23;11;24;45;19
2020-01-10 09:30:00;10;36;46;14;23;21;31;25;31;33;21
2020-01-10 09:45:00;1;32;48;8;10;19;25;13;34;46;20
2020-01-10 10:00:00;11;17;66;17;26;14;34;15;28;33;19
2020-01-10 10:15:00;7;32;54;14;21;16;25;11;32;24;25
2020-01-10 10:30:00;4;32;58;10;13;17;31;19;29;33;17
2020-01-10 10:45:00;9;28;52;10;13;16;34;15;35;41;29
2020-01-10 11:00:00;6;28;50;16;19;17;32;28;41;41;19
2020-01-10 11:15:00;6;32;50;13;17;25;49;41;25;32;27
2020-01-10 11:30:00;7;29;71;10;9;25;41;21;24;30;26
2020-01-10 11:45:00;8;30;58;13;19;25;32;27;23;34;22
2020-01-10 12:00:00;9;33;71;22;27;23;46;32;27;29;36
2020-01-10 12:15:00;6;31;84;18;22;29;46;32;32;35;37
2020-01-10 12:30:00;5;36;45;15;18;24;48;38;35;35;28
2020-01-10 12:45:00;15;49;56;29;38;21;46;39;43;41;23
2020-01-10 13:00:00;7;43;47;21;27;31;66;48;29;39;40
2020-01-10 13:15:00;5;51;68;11;15;29;64;43;27;30;24
2020-01-10 13:30:00;8;43;53;18;21;20;46;24;25;30;30
2020-01-10 13:45:00;8;38;53;13;20;23;38;23;22;26;38
2020-01-10 14:00:00;13;45;67;13;21;21;42;27;30;32;36
2020-01-10 14:15:00;9;39;42;6;11;12;34;28;39;35;42
2020-01-10 14:30:00;12;45;47;15;14;11;39;23;25;27;42
2020-01-10 14:45:00;2;35;43;14;19;16;43;25;37;42;51
2020-01-10 15:00:00;5;60;46;6;12;20;50;38;32;35;39
2020-01-10 15:15:00;11;45;42;13;21;16;37;23;39;37;40
2020-01-10 15:30:00;9;47;44;13;17;30;39;24;25;41;41
2020-01-10 15:45:00;13;48;57;20;27;20;33;17;39;39;33
2020-01-10 16:00:00;5;41;49;18;18;17;43;25;32;39;49
2020-01-10 16:15:00;9;49;48;12;16;22;45;25;32;28;46
2020-01-10 16:30:00;6;40;39;11;17;23;34;24;31;33;42
2020-01-10 16:45:00;9;46;44;18;26;17;33;13;33;38;43
2020-01-10 17:00:00;4;38;30;8;12;19;33;22;21;34;38
2020-01-10 17:15:00;12;43;51;12;16;21;32;11;25;30;34
2020-01-10 17:30:00;12;38;36;16;25;16;46;32;21;23;34
2020-01-10 17:45:00;3;32;33;12;16;14;23;13;28;28;31
2020-01-10 18:00:00;3;35;39;8;10;6;30;18;22;25;19
2020-01-10 18:15:00;5;43;34;13;17;11;42;28;19;24;27
2020-01-10 18:30:00;4;31;27;7;9;19;26;13;18;27;26
2020-01-10 18:45:00;5;43;36;14;19;9;30;17;19;27;22
2020-01-10 19:00:00;7;15;23;7;12;15;28;15;24;23;19
2020-01-10 19:15:00;5;29;28;5;9;12;28;16;18;27;12
2020-01-10 19:30:00;6;18;17;10;14;9;24;13;12;28;19
2020-01-10 19:45:00;7;22;22;6;13;12;17;9;19;19;23
2020-01-10 20:00:00;3;18;19;5;8;5;14;8;10;16;13
2020-01-10 20:15:00;2;22;21;7;9;13;20;9;21;26;6
2020-01-10 20:30:00;5;23;15;6;10;17;23;9;15;18;10
2020-01-10 20:45:00;1;22;15;5;7;10;18;7;15;23;14
2020-01-10 21:00:00;3;12;16;2;5;14;18;17;10;15;10
2020-01-10 21:15:00;3;14;7;8;9;9;15;6;8;13;11
2020-01-10 21:30:00;1;19;19;5;5;12;16;6;12;13;12
2020-01-10 21:45:00;4;17;16;5;8;7;19;10;8;9;10
2020-01-10 22:00:00;1;13;12;4;5;10;26;6;9;20;10
2020-01-10 22:15:00;2;13;10;7;7;6;11;7;7;13;9
2020-01-10 22:30:00;1;11;12;3;4;10;11;5;12;12;6
2020-01-10 22:45:00;2;9;11;4;6;11;24;12;11;14;8
2020-01-10 23:00:00;2;4;12;0;1;8;16;10;4;13;6
2020-01-10 23:15:00;1;12;8;0;2;7;18;6;4;15;6
2020-01-10 23:30:00;2;14;12;1;2;3;14;8;5;13;11
2020-01-10 23:45:00;2;6;9;3;5;6;13;7;3;17;6
