DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-03-06 00:00:00;0;5;2;2;1;4;0;0;0;0;0;0;0
2020-03-06 00:15:00;1;5;3;3;1;2;2;5;0;0;0;0;0
2020-03-06 00:30:00;1;3;2;2;4;1;3;5;0;0;0;0;0
2020-03-06 00:45:00;0;3;2;2;1;2;1;1;0;0;0;0;0
2020-03-06 01:00:00;0;2;3;3;3;3;2;0;0;0;0;0;0
2020-03-06 01:15:00;0;1;3;3;5;2;5;1;0;0;0;0;0
2020-03-06 01:30:00;1;2;2;2;3;3;3;1;0;0;0;0;0
2020-03-06 01:45:00;3;2;2;3;2;1;3;1;0;0;0;0;0
2020-03-06 02:00:00;0;2;3;3;1;4;0;1;0;0;0;0;0
2020-03-06 02:15:00;0;7;3;3;4;0;4;3;0;0;0;0;0
2020-03-06 02:30:00;1;3;1;1;3;1;3;2;0;0;0;0;0
2020-03-06 02:45:00;1;4;3;2;5;0;5;0;0;0;0;0;0
2020-03-06 03:00:00;1;3;2;2;9;4;6;6;0;0;0;0;0
2020-03-06 03:15:00;0;0;3;3;2;0;2;2;0;0;0;0;0
2020-03-06 03:30:00;1;0;2;2;7;1;7;2;0;0;0;0;0
2020-03-06 03:45:00;0;1;3;2;10;2;6;2;0;0;0;0;0
2020-03-06 04:00:00;0;0;2;2;4;2;2;4;0;0;0;0;0
2020-03-06 04:15:00;1;5;1;1;5;2;5;6;0;0;0;0;0
2020-03-06 04:30:00;4;6;8;9;3;1;3;11;0;0;0;0;0
2020-03-06 04:45:00;0;8;21;21;6;5;5;14;0;0;0;0;0
2020-03-06 05:00:00;4;33;40;37;10;10;10;40;0;0;0;0;0
2020-03-06 05:15:00;22;86;119;122;14;13;15;65;0;0;0;0;0
2020-03-06 05:30:00;12;94;109;105;24;42;28;70;0;0;0;0;0
2020-03-06 05:45:00;6;109;63;63;55;140;54;102;0;0;0;0;0
2020-03-06 06:00:00;5;74;34;34;53;115;54;88;0;0;0;0;0
2020-03-06 06:15:00;10;78;42;45;31;36;34;82;0;0;0;0;0
2020-03-06 06:30:00;8;84;50;49;28;26;27;118;0;0;0;0;0
2020-03-06 06:45:00;14;87;46;46;23;27;22;103;0;0;0;0;0
2020-03-06 07:00:00;10;72;51;50;22;19;24;88;0;0;0;0;0
2020-03-06 07:15:00;10;89;50;54;21;30;18;98;0;0;0;0;0
2020-03-06 07:30:00;14;99;44;44;28;36;30;98;0;0;0;0;0
2020-03-06 07:45:00;13;100;46;49;35;36;34;100;0;0;0;0;0
2020-03-06 08:00:00;6;71;25;27;23;24;23;80;0;0;0;0;0
2020-03-06 08:15:00;7;66;36;38;18;31;17;89;0;0;0;0;0
2020-03-06 08:30:00;4;48;20;20;14;25;13;80;0;0;0;0;0
2020-03-06 08:45:00;4;53;22;22;13;22;12;60;0;0;0;0;0
2020-03-06 09:00:00;3;42;22;24;20;18;19;55;0;0;0;0;0
2020-03-06 09:15:00;4;40;26;27;15;13;14;57;0;0;0;0;0
2020-03-06 09:30:00;5;45;16;17;11;22;10;55;0;0;0;0;0
2020-03-06 09:45:00;5;39;26;27;17;23;18;54;0;0;0;0;0
2020-03-06 10:00:00;5;39;26;28;8;17;9;41;0;0;0;0;0
2020-03-06 10:15:00;9;46;16;17;12;20;12;59;0;0;0;0;0
2020-03-06 10:30:00;4;46;25;25;16;23;15;61;0;0;0;0;0
2020-03-06 10:45:00;4;43;19;22;13;29;13;55;0;0;0;0;0
2020-03-06 11:00:00;4;46;11;13;19;20;19;38;0;0;0;0;0
2020-03-06 11:15:00;2;66;17;18;16;18;16;48;0;0;0;0;0
2020-03-06 11:30:00;3;57;18;19;25;23;24;47;0;0;0;0;0
2020-03-06 11:45:00;1;60;36;36;15;27;15;61;0;0;0;0;0
