DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-02-24 00:00:00;0;6;3;20;1;0;0;0;0;0;0;0;0
2020-02-24 00:15:00;0;6;3;12;7;0;1;1;0;0;0;0;0
2020-02-24 00:30:00;0;4;2;11;6;1;0;1;0;0;0;0;0
2020-02-24 00:45:00;1;9;4;10;5;0;0;0;0;0;0;0;0
2020-02-24 01:00:00;2;9;1;3;1;0;0;0;0;0;0;0;0
2020-02-24 01:15:00;0;6;2;3;1;0;0;0;0;0;0;0;0
2020-02-24 01:30:00;0;3;1;6;2;0;0;0;0;0;0;0;0
2020-02-24 01:45:00;0;5;2;8;4;0;0;1;0;0;0;0;0
2020-02-24 02:00:00;0;10;0;3;0;0;0;1;0;0;0;0;0
2020-02-24 02:15:00;1;7;3;1;1;0;0;0;0;0;0;0;0
2020-02-24 02:30:00;0;5;2;5;1;1;1;0;0;0;0;0;0
2020-02-24 02:45:00;0;5;0;3;0;0;0;1;0;0;0;0;0
2020-02-24 03:00:00;0;2;1;4;3;0;0;0;0;0;0;0;0
2020-02-24 03:15:00;0;3;0;5;3;1;0;1;0;0;0;0;0
2020-02-24 03:30:00;0;3;3;5;3;0;0;0;0;0;0;0;0
2020-02-24 03:45:00;0;4;1;9;4;0;0;0;0;0;0;0;0
2020-02-24 04:00:00;0;11;1;8;3;1;0;0;0;0;0;0;0
2020-02-24 04:15:00;2;12;3;12;3;1;1;1;0;0;0;0;0
2020-02-24 04:30:00;2;17;9;26;6;0;1;2;0;0;0;0;0
2020-02-24 04:45:00;2;26;3;35;13;0;0;1;0;0;0;0;0
2020-02-24 05:00:00;1;28;19;81;40;2;0;1;0;0;0;0;0
2020-02-24 05:15:00;1;41;27;106;103;0;0;6;0;0;0;0;0
2020-02-24 05:30:00;3;43;37;118;99;3;0;2;0;0;0;0;0
2020-02-24 05:45:00;12;51;38;110;120;3;0;1;0;0;0;0;0
2020-02-24 06:00:00;7;73;52;103;96;5;4;9;0;0;0;0;0
2020-02-24 06:15:00;8;60;48;125;123;12;6;11;0;0;0;0;0
2020-02-24 06:30:00;14;67;76;123;152;9;8;11;5;0;0;0;0
2020-02-24 06:45:00;12;71;68;127;140;9;5;7;0;0;4;0;0
2020-02-24 07:00:00;12;67;57;130;144;20;9;11;0;0;0;0;0
2020-02-24 07:15:00;14;52;46;125;135;26;8;11;7;0;0;3;0
2020-02-24 07:30:00;17;59;77;127;160;29;9;21;2;0;1;0;0
2020-02-24 07:45:00;25;70;67;116;116;37;8;18;0;0;10;1;0
2020-02-24 08:00:00;28;65;71;107;105;28;8;20;4;0;0;0;0
2020-02-24 08:15:00;28;70;53;123;115;26;13;28;4;2;1;0;0
2020-02-24 08:30:00;32;60;60;117;104;27;9;13;0;0;2;2;0
2020-02-24 08:45:00;31;72;58;100;86;26;20;25;5;0;21;1;0
2020-02-24 09:00:00;26;55;42;91;83;19;16;26;11;0;12;0;0
2020-02-24 09:15:00;29;67;58;88;75;13;16;27;3;0;6;0;0
2020-02-24 09:30:00;25;79;62;104;80;19;13;15;5;1;18;0;0
2020-02-24 09:45:00;27;74;49;100;75;20;13;25;8;0;2;0;0
2020-02-24 10:00:00;28;80;60;100;69;28;19;26;4;0;12;0;0
2020-02-24 10:15:00;38;73;57;82;71;19;28;32;3;0;9;5;0
2020-02-24 10:30:00;44;67;65;91;78;15;27;36;11;0;7;0;0
2020-02-24 10:45:00;38;64;60;102;60;18;19;45;3;0;0;0;0
2020-02-24 11:00:00;41;80;56;82;59;25;27;31;7;0;8;0;0
2020-02-24 11:15:00;33;85;66;83;69;13;29;43;3;0;42;0;0
2020-02-24 11:30:00;29;73;81;83;74;17;22;38;12;5;6;3;0
2020-02-24 11:45:00;38;72;91;77;67;23;29;41;1;5;10;0;0
2020-02-24 12:00:00;33;91;87;75;61;21;29;38;4;0;9;0;0
2020-02-24 12:15:00;21;86;77;80;48;19;32;28;5;0;5;2;0
2020-02-24 12:30:00;30;83;73;83;68;8;26;22;5;1;9;5;1
2020-02-24 12:45:00;21;102;79;95;67;11;14;21;14;0;2;0;0
2020-02-24 13:00:00;32;90;73;109;87;7;17;20;10;0;1;0;0
2020-02-24 13:15:00;29;93;83;108;98;10;20;20;3;0;4;0;0
2020-02-24 13:30:00;36;97;101;104;117;19;21;31;2;0;8;0;0
2020-02-24 13:45:00;30;105;100;111;96;13;17;33;13;0;0;0;0
2020-02-24 14:00:00;20;118;124;93;81;24;25;17;4;0;1;0;0
2020-02-24 14:15:00;29;139;146;77;71;24;26;31;0;0;3;0;0
2020-02-24 14:30:00;40;136;165;69;71;19;23;33;1;0;19;0;0
2020-02-24 14:45:00;49;124;141;85;76;14;21;32;11;0;3;0;0
2020-02-24 15:00:00;34;116;138;79;57;16;31;36;6;4;11;3;0
2020-02-24 15:15:00;35;133;152;81;78;15;31;29;37;0;1;0;0
2020-02-24 15:30:00;39;145;160;85;69;19;41;37;4;2;6;0;0
2020-02-24 15:45:00;45;146;161;89;74;22;41;47;9;3;16;2;0
2020-02-24 16:00:00;38;147;167;90;91;14;34;38;4;0;8;0;0
2020-02-24 16:15:00;40;151;162;89;81;14;32;36;72;0;6;1;0
2020-02-24 16:30:00;38;158;176;90;77;28;36;43;9;0;1;0;0
2020-02-24 16:45:00;42;135;170;90;81;22;45;35;13;0;1;0;1
2020-02-24 17:00:00;45;134;156;90;87;26;48;46;8;0;14;0;0
2020-02-24 17:15:00;59;137;175;103;99;27;60;49;6;0;4;0;0
2020-02-24 17:30:00;40;140;159;88;70;21;51;50;37;2;11;0;0
2020-02-24 17:45:00;48;117;156;84;65;23;57;47;8;3;6;0;0
2020-02-24 18:00:00;38;121;119;83;54;20;25;49;6;1;6;2;0
2020-02-24 18:15:00;47;103;118;56;40;21;44;47;5;1;11;0;0
2020-02-24 18:30:00;40;83;107;68;53;16;26;40;33;4;8;1;0
2020-02-24 18:45:00;19;71;73;50;39;21;38;34;3;0;9;0;0
2020-02-24 19:00:00;22;69;79;50;47;20;21;32;4;1;0;0;0
2020-02-24 19:15:00;27;87;56;53;44;11;26;25;2;0;3;0;5
2020-02-24 19:30:00;14;58;35;50;27;18;21;29;6;0;0;0;0
2020-02-24 19:45:00;9;40;36;46;34;2;14;27;0;0;0;0;0
2020-02-24 20:00:00;3;63;40;44;38;2;8;12;13;0;0;0;0
2020-02-24 20:15:00;5;41;34;43;38;0;2;10;6;3;8;4;0
2020-02-24 20:30:00;1;37;26;43;29;0;1;5;0;0;0;0;0
2020-02-24 20:45:00;0;36;18;60;38;0;6;6;0;0;0;0;0
2020-02-24 21:00:00;0;35;21;81;57;1;0;1;0;0;0;0;0
2020-02-24 21:15:00;3;31;24;73;56;0;1;2;0;0;0;0;0
2020-02-24 21:30:00;1;48;25;49;27;1;0;1;0;0;0;0;0
2020-02-24 21:45:00;1;81;73;35;17;0;0;2;0;0;0;0;0
2020-02-24 22:00:00;1;94;85;38;20;1;0;1;0;0;0;0;0
2020-02-24 22:15:00;2;59;34;26;18;1;1;1;0;0;0;0;0
2020-02-24 22:30:00;1;40;20;23;15;0;1;0;0;0;0;0;0
2020-02-24 22:45:00;0;19;10;22;10;0;0;0;0;0;0;0;0
2020-02-24 23:00:00;1;17;10;17;11;1;0;0;0;0;0;0;0
2020-02-24 23:15:00;1;15;4;18;11;0;0;1;0;0;0;0;0
2020-02-24 23:30:00;0;12;4;15;1;0;1;2;0;0;0;0;0
2020-02-24 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
