DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-12-25 00:00:00;0;1;1;1;0;0;0
2020-12-25 00:15:00;2;2;2;1;1;0;0
2020-12-25 00:30:00;1;2;4;1;0;0;0
2020-12-25 00:45:00;0;0;2;0;0;0;0
2020-12-25 01:00:00;1;1;1;0;0;0;0
2020-12-25 01:15:00;2;1;1;0;0;0;0
2020-12-25 01:30:00;3;0;2;0;0;0;0
2020-12-25 01:45:00;0;0;3;0;0;0;0
2020-12-25 02:00:00;2;0;0;0;0;0;0
2020-12-25 02:15:00;0;1;1;1;0;0;0
2020-12-25 02:30:00;1;1;1;0;0;0;0
2020-12-25 02:45:00;1;0;0;1;0;0;0
2020-12-25 03:00:00;0;1;0;0;1;0;0
2020-12-25 03:15:00;1;1;0;0;0;1;0
2020-12-25 03:30:00;0;0;1;0;0;0;0
2020-12-25 03:45:00;0;0;1;0;0;0;0
2020-12-25 04:00:00;2;0;0;0;0;0;0
2020-12-25 04:15:00;1;1;2;0;0;0;0
2020-12-25 04:30:00;2;1;0;0;0;0;0
2020-12-25 04:45:00;1;1;2;0;0;0;0
2020-12-25 05:00:00;3;2;4;0;0;0;0
2020-12-25 05:15:00;7;1;12;3;0;0;0
2020-12-25 05:30:00;7;3;8;1;0;0;0
2020-12-25 05:45:00;12;4;10;2;0;0;0
2020-12-25 06:00:00;10;12;13;0;2;0;0
2020-12-25 06:15:00;5;6;18;1;1;0;0
2020-12-25 06:30:00;8;7;8;1;0;0;0
2020-12-25 06:45:00;6;5;9;3;0;0;0
2020-12-25 07:00:00;2;2;9;3;0;0;0
2020-12-25 07:15:00;6;2;11;3;0;0;0
2020-12-25 07:30:00;10;8;10;1;0;0;0
2020-12-25 07:45:00;12;6;9;6;1;0;0
2020-12-25 08:00:00;10;6;18;1;1;0;0
2020-12-25 08:15:00;8;8;13;6;0;0;0
2020-12-25 08:30:00;13;9;24;1;1;0;0
2020-12-25 08:45:00;17;8;24;1;2;0;0
2020-12-25 09:00:00;17;12;30;3;2;0;0
2020-12-25 09:15:00;18;19;36;12;0;0;0
2020-12-25 09:30:00;26;19;43;8;0;0;0
2020-12-25 09:45:00;28;28;47;10;1;0;0
2020-12-25 10:00:00;28;23;57;21;2;0;0
2020-12-25 10:15:00;32;36;52;18;1;0;0
2020-12-25 10:30:00;44;32;62;17;1;0;0
2020-12-25 10:45:00;69;40;85;32;4;0;0
2020-12-25 11:00:00;53;34;66;32;2;0;0
2020-12-25 11:15:00;75;50;87;32;3;0;0
2020-12-25 11:30:00;77;52;93;27;1;0;0
2020-12-25 11:45:00;82;64;104;48;4;0;0
2020-12-25 12:00:00;74;45;102;46;2;0;0
2020-12-25 12:15:00;70;52;85;45;4;0;0
2020-12-25 12:30:00;61;41;78;45;1;1;0
2020-12-25 12:45:00;68;38;90;36;2;0;0
2020-12-25 13:00:00;57;47;76;35;3;0;0
2020-12-25 13:15:00;53;52;72;34;6;0;0
2020-12-25 13:30:00;57;40;74;26;3;0;0
2020-12-25 13:45:00;81;61;82;37;5;0;0
2020-12-25 14:00:00;74;51;96;47;2;0;0
2020-12-25 14:15:00;84;54;93;38;6;0;0
2020-12-25 14:30:00;75;52;85;37;6;0;0
2020-12-25 14:45:00;67;56;125;51;2;0;0
2020-12-25 15:00:00;88;42;84;30;2;0;0
2020-12-25 15:15:00;77;51;84;32;6;0;1
2020-12-25 15:30:00;71;57;71;29;5;0;0
2020-12-25 15:45:00;69;59;103;38;5;0;2
2020-12-25 16:00:00;63;51;90;44;3;0;0
2020-12-25 16:15:00;78;49;92;45;5;0;0
2020-12-25 16:30:00;64;38;91;46;3;0;0
2020-12-25 16:45:00;75;55;88;36;3;0;0
2020-12-25 17:00:00;73;57;94;38;2;0;0
2020-12-25 17:15:00;58;50;92;37;5;0;0
2020-12-25 17:30:00;67;48;80;22;4;0;1
2020-12-25 17:45:00;71;42;85;33;2;0;0
2020-12-25 18:00:00;58;32;78;32;2;0;0
2020-12-25 18:15:00;57;43;81;26;1;0;0
2020-12-25 18:30:00;44;38;70;26;2;0;0
2020-12-25 18:45:00;59;42;59;17;3;0;0
2020-12-25 19:00:00;55;51;56;14;4;0;0
2020-12-25 19:15:00;52;36;69;28;4;0;0
2020-12-25 19:30:00;46;30;62;18;1;0;0
2020-12-25 19:45:00;58;40;62;18;4;0;0
2020-12-25 20:00:00;47;35;66;21;2;0;0
2020-12-25 20:15:00;64;45;76;25;4;0;0
2020-12-25 20:30:00;73;36;77;33;3;0;0
2020-12-25 20:45:00;72;40;72;30;1;0;0
2020-12-25 21:00:00;19;13;28;5;0;1;0
2020-12-25 21:15:00;9;5;14;3;0;0;0
2020-12-25 21:30:00;8;1;3;1;0;0;0
2020-12-25 21:45:00;7;3;11;3;0;0;0
2020-12-25 22:00:00;7;6;7;3;1;0;0
2020-12-25 22:15:00;8;5;14;0;1;0;0
2020-12-25 22:30:00;8;6;6;2;0;0;0
2020-12-25 22:45:00;5;3;5;0;0;0;0
2020-12-25 23:00:00;2;1;7;1;0;0;0
2020-12-25 23:15:00;3;2;1;0;0;0;0
2020-12-25 23:30:00;4;3;5;1;0;0;0
2020-12-25 23:45:00;3;1;2;2;0;0;0
