DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2019-12-06 00:00:00;0;13;1;1;1;0;12;6;0;0
2019-12-06 00:15:00;0;14;2;1;0;0;22;7;1;1
2019-12-06 00:30:00;0;11;0;2;1;2;18;11;0;0
2019-12-06 00:45:00;0;14;0;0;1;1;14;8;0;0
2019-12-06 01:00:00;0;9;2;2;0;3;11;6;1;0
2019-12-06 01:15:00;0;9;0;0;0;2;15;7;0;0
2019-12-06 01:30:00;0;7;0;0;0;1;8;5;1;0
2019-12-06 01:45:00;0;13;0;0;2;1;6;6;0;0
2019-12-06 02:00:00;0;9;0;0;1;1;7;5;0;0
2019-12-06 02:15:00;0;5;0;1;2;1;11;8;1;1
2019-12-06 02:30:00;0;10;0;0;2;1;8;2;0;0
2019-12-06 02:45:00;0;4;0;1;0;3;9;5;0;0
2019-12-06 03:00:00;0;7;0;0;0;2;7;3;0;0
2019-12-06 03:15:00;0;9;0;1;0;3;13;4;0;0
2019-12-06 03:30:00;0;8;0;0;0;2;12;7;0;0
2019-12-06 03:45:00;0;11;0;0;0;1;11;3;0;0
2019-12-06 04:00:00;0;9;0;0;0;2;7;6;1;1
2019-12-06 04:15:00;0;17;1;1;0;1;9;3;1;1
2019-12-06 04:30:00;0;16;0;0;2;11;13;5;1;2
2019-12-06 04:45:00;0;28;0;0;2;31;41;22;2;2
2019-12-06 05:00:00;0;36;0;3;1;78;60;50;3;3
2019-12-06 05:15:00;0;49;0;7;4;185;79;111;6;7
2019-12-06 05:30:00;0;78;9;10;15;162;80;117;9;12
2019-12-06 05:45:00;0;101;30;47;45;142;56;100;13;20
2019-12-06 06:00:00;0;157;44;62;65;167;70;114;17;23
2019-12-06 06:15:00;0;112;8;22;33;209;68;128;15;28
2019-12-06 06:30:00;0;118;5;9;18;228;96;156;44;62
2019-12-06 06:45:00;0;106;6;6;6;195;97;173;30;45
2019-12-06 07:00:00;0;78;6;15;10;218;86;174;37;44
2019-12-06 07:15:00;0;104;13;15;11;192;75;200;19;25
2019-12-06 07:30:00;0;123;5;12;9;220;105;188;24;25
2019-12-06 07:45:00;0;117;18;15;12;211;83;167;26;30
2019-12-06 08:00:00;0;124;6;14;12;192;85;174;21;20
2019-12-06 08:15:00;0;122;8;14;10;180;73;152;14;12
2019-12-06 08:30:00;0;87;11;17;22;136;87;140;11;16
2019-12-06 08:45:00;0;109;6;20;30;130;92;159;9;11
2019-12-06 09:00:00;0;108;10;19;16;82;92;141;7;3
2019-12-06 09:15:00;0;101;8;25;18;81;69;127;11;11
2019-12-06 09:30:00;0;101;5;17;18;68;82;124;11;7
2019-12-06 09:45:00;0;116;12;19;17;63;101;162;9;7
2019-12-06 10:00:00;0;114;14;17;18;59;100;141;10;4
2019-12-06 10:15:00;0;127;13;21;21;42;88;139;9;5
2019-12-06 10:30:00;0;113;7;16;18;43;90;121;4;3
2019-12-06 10:45:00;0;136;10;19;20;54;72;120;11;3
2019-12-06 11:00:00;0;137;18;22;26;55;98;133;11;4
2019-12-06 11:15:00;0;128;21;22;28;45;97;147;12;6
2019-12-06 11:30:00;0;123;14;22;27;83;95;140;15;7
2019-12-06 11:45:00;0;161;21;26;31;82;94;152;16;7
2019-12-06 12:00:00;0;152;26;71;67;88;90;139;14;7
2019-12-06 12:15:00;0;173;28;43;52;58;88;126;9;6
2019-12-06 12:30:00;0;154;40;57;67;42;95;125;10;1
2019-12-06 12:45:00;0;151;36;58;62;73;102;130;6;5
2019-12-06 13:00:00;0;164;44;69;68;99;116;156;14;6
2019-12-06 13:15:00;0;158;32;56;61;119;137;179;12;12
2019-12-06 13:30:00;0;159;33;49;58;150;125;181;23;17
2019-12-06 13:45:00;0;153;30;63;60;120;124;186;10;6
2019-12-06 14:00:00;0;192;42;56;62;89;117;165;9;8
2019-12-06 14:15:00;0;200;38;79;84;54;103;159;14;8
2019-12-06 14:30:00;0;203;31;75;91;40;119;156;10;2
2019-12-06 14:45:00;0;191;46;103;105;42;117;155;8;7
2019-12-06 15:00:00;0;202;38;75;80;39;108;156;10;3
2019-12-06 15:15:00;0;177;33;94;96;21;122;159;16;9
2019-12-06 15:30:00;0;160;29;84;86;30;114;164;4;4
2019-12-06 15:45:00;0;175;29;61;72;28;112;157;7;0
2019-12-06 16:00:00;0;161;25;51;64;28;127;151;13;5
2019-12-06 16:15:00;0;188;32;57;58;30;139;164;11;1
2019-12-06 16:30:00;0;160;25;57;66;34;110;162;10;5
2019-12-06 16:45:00;0;173;32;62;70;20;125;161;9;5
2019-12-06 17:00:00;0;185;22;46;45;29;126;174;4;0
2019-12-06 17:15:00;0;164;17;30;41;28;111;151;12;4
2019-12-06 17:30:00;0;181;9;32;34;26;127;160;6;2
2019-12-06 17:45:00;0;179;11;20;32;32;110;159;9;2
2019-12-06 18:00:00;0;177;15;20;33;22;104;142;8;0
2019-12-06 18:15:00;0;172;10;19;29;18;102;139;7;2
2019-12-06 18:30:00;0;158;3;13;12;24;108;146;8;2
2019-12-06 18:45:00;0;133;5;12;15;20;102;130;5;3
2019-12-06 19:00:00;0;117;2;10;12;14;110;119;3;1
2019-12-06 19:15:00;0;118;3;6;4;12;77;117;5;0
2019-12-06 19:30:00;0;99;3;11;12;12;89;91;4;1
2019-12-06 19:45:00;0;92;2;3;11;11;60;76;5;3
2019-12-06 20:00:00;0;103;4;11;14;15;69;85;4;2
2019-12-06 20:15:00;0;75;0;5;6;10;56;77;4;1
2019-12-06 20:30:00;0;88;1;2;5;26;63;69;7;2
2019-12-06 20:45:00;0;68;2;4;3;49;69;70;5;1
2019-12-06 21:00:00;0;58;4;7;10;106;53;82;11;8
2019-12-06 21:15:00;0;63;4;4;8;138;81;83;12;11
2019-12-06 21:30:00;0;66;4;12;18;94;65;93;5;3
2019-12-06 21:45:00;0;91;7;32;44;34;51;70;8;1
2019-12-06 22:00:00;0;156;30;61;73;13;47;53;4;2
2019-12-06 22:15:00;0;120;12;25;25;4;38;57;4;4
2019-12-06 22:30:00;0;69;1;7;10;11;50;49;4;3
2019-12-06 22:45:00;0;60;4;3;6;5;33;37;6;0
2019-12-06 23:00:00;0;39;1;1;5;6;46;30;4;1
2019-12-06 23:15:00;0;51;1;1;2;8;45;25;1;1
2019-12-06 23:30:00;0;30;0;2;2;2;42;27;2;1
2019-12-06 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
