DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-12-28 00:00:00;6;1;3;0;1;0;3
2020-12-28 00:15:00;4;3;6;1;2;0;4
2020-12-28 00:30:00;3;0;5;0;2;4;0
2020-12-28 00:45:00;6;2;6;2;1;2;1
2020-12-28 01:00:00;0;0;2;1;1;0;0
2020-12-28 01:15:00;6;2;3;0;3;2;0
2020-12-28 01:30:00;4;4;5;1;2;3;1
2020-12-28 01:45:00;3;0;4;3;3;3;2
2020-12-28 02:00:00;6;0;6;1;1;3;2
2020-12-28 02:15:00;3;1;5;2;3;4;3
2020-12-28 02:30:00;4;0;6;1;1;5;3
2020-12-28 02:45:00;4;2;4;1;2;5;0
2020-12-28 03:00:00;5;2;5;0;0;2;1
2020-12-28 03:15:00;3;2;4;0;2;1;2
2020-12-28 03:30:00;2;3;7;0;3;5;1
2020-12-28 03:45:00;2;0;1;1;2;3;1
2020-12-28 04:00:00;1;1;4;0;1;0;0
2020-12-28 04:15:00;6;4;7;1;1;0;3
2020-12-28 04:30:00;4;2;11;2;2;2;0
2020-12-28 04:45:00;8;3;16;3;1;0;0
2020-12-28 05:00:00;12;4;11;3;0;3;2
2020-12-28 05:15:00;20;11;31;9;3;0;2
2020-12-28 05:30:00;32;9;37;15;1;1;0
2020-12-28 05:45:00;23;19;35;9;0;0;0
2020-12-28 06:00:00;33;9;30;10;2;3;2
2020-12-28 06:15:00;29;19;36;11;2;1;0
2020-12-28 06:30:00;43;21;35;16;4;0;1
2020-12-28 06:45:00;39;27;50;13;3;0;2
2020-12-28 07:00:00;47;27;45;17;2;1;1
2020-12-28 07:15:00;45;31;52;18;3;1;1
2020-12-28 07:30:00;58;44;80;29;4;1;0
2020-12-28 07:45:00;63;40;56;28;6;0;0
2020-12-28 08:00:00;58;38;57;30;7;4;1
2020-12-28 08:15:00;56;41;66;21;1;4;0
2020-12-28 08:30:00;54;48;77;25;5;0;1
2020-12-28 08:45:00;54;43;88;35;4;1;0
2020-12-28 09:00:00;52;41;83;32;5;1;1
2020-12-28 09:15:00;63;56;100;26;9;0;0
2020-12-28 09:30:00;73;64;106;41;7;0;0
2020-12-28 09:45:00;88;69;101;57;5;1;0
2020-12-28 10:00:00;74;64;107;37;5;1;0
2020-12-28 10:15:00;77;78;126;54;4;1;0
2020-12-28 10:30:00;104;74;138;48;6;0;1
2020-12-28 10:45:00;110;91;133;46;6;0;0
2020-12-28 11:00:00;94;82;121;51;3;2;0
2020-12-28 11:15:00;89;86;120;56;6;0;3
2020-12-28 11:30:00;96;80;131;53;3;2;0
2020-12-28 11:45:00;99;81;127;59;10;1;2
2020-12-28 12:00:00;94;87;127;50;13;1;0
2020-12-28 12:15:00;95;77;127;66;2;2;2
2020-12-28 12:30:00;99;90;139;71;10;1;0
2020-12-28 12:45:00;101;96;128;58;8;1;3
2020-12-28 13:00:00;116;72;128;65;6;2;1
2020-12-28 13:15:00;111;90;131;62;10;1;4
2020-12-28 13:30:00;116;84;151;58;6;2;5
2020-12-28 13:45:00;116;88;136;62;9;0;1
2020-12-28 14:00:00;102;80;165;69;3;1;0
2020-12-28 14:15:00;124;97;154;71;6;1;0
2020-12-28 14:30:00;119;95;147;67;5;1;3
2020-12-28 14:45:00;142;95;158;66;9;1;1
2020-12-28 15:00:00;97;92;148;74;7;0;2
2020-12-28 15:15:00;112;99;152;75;5;2;2
2020-12-28 15:30:00;112;93;135;59;0;1;4
2020-12-28 15:45:00;127;75;134;59;3;1;1
2020-12-28 16:00:00;100;93;141;71;4;1;2
2020-12-28 16:15:00;101;90;139;65;1;2;0
2020-12-28 16:30:00;98;75;116;51;4;0;2
2020-12-28 16:45:00;94;87;129;56;3;2;2
2020-12-28 17:00:00;86;74;149;60;1;2;0
2020-12-28 17:15:00;104;90;121;51;1;2;1
2020-12-28 17:30:00;87;72;119;43;6;1;2
2020-12-28 17:45:00;100;68;99;33;0;2;1
2020-12-28 18:00:00;80;60;95;41;1;2;1
2020-12-28 18:15:00;83;60;81;36;3;3;0
2020-12-28 18:30:00;74;56;90;38;1;1;0
