DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2019-09-15 00:00:00;13;3;3;0;0;26;4;26;0;0;0
2019-09-15 00:15:00;15;2;2;0;0;25;2;25;0;0;0
2019-09-15 00:30:00;16;2;1;0;0;17;2;17;0;0;0
2019-09-15 00:45:00;17;3;2;0;0;18;3;18;0;0;0
2019-09-15 01:00:00;28;4;1;0;0;17;1;17;0;0;0
2019-09-15 01:15:00;11;1;0;0;1;9;1;9;0;0;0
2019-09-15 01:30:00;3;2;0;0;0;11;1;11;0;0;0
2019-09-15 01:45:00;8;3;2;0;0;12;3;12;0;0;0
2019-09-15 02:00:00;12;1;0;0;0;7;0;7;0;0;1
2019-09-15 02:15:00;7;3;2;0;0;14;3;14;0;0;0
2019-09-15 02:30:00;10;5;2;0;0;19;0;19;0;0;0
2019-09-15 02:45:00;17;4;2;0;0;10;1;10;0;0;0
2019-09-15 03:00:00;10;3;3;0;0;8;3;8;0;0;0
2019-09-15 03:15:00;9;5;3;0;0;7;2;7;2;1;0
2019-09-15 03:30:00;9;2;2;0;0;12;1;11;0;0;0
2019-09-15 03:45:00;12;3;3;0;1;9;3;9;1;2;0
2019-09-15 04:00:00;13;3;1;0;0;6;2;6;0;1;0
2019-09-15 04:15:00;12;3;3;0;0;7;2;7;0;0;0
2019-09-15 04:30:00;12;3;3;0;0;4;2;4;3;1;0
2019-09-15 04:45:00;14;3;3;0;0;8;3;8;0;0;0
2019-09-15 05:00:00;24;3;5;0;0;7;1;7;0;0;0
2019-09-15 05:15:00;18;2;0;0;0;7;2;7;0;0;0
2019-09-15 05:30:00;27;15;8;0;0;4;4;4;0;0;0
2019-09-15 05:45:00;15;1;1;0;0;7;0;7;0;0;0
2019-09-15 06:00:00;10;0;0;0;0;7;0;7;0;0;0
2019-09-15 06:15:00;15;3;2;1;1;8;1;9;0;0;0
2019-09-15 06:30:00;14;2;2;0;0;9;3;9;0;0;0
2019-09-15 06:45:00;12;0;0;0;0;5;0;5;0;0;0
2019-09-15 07:00:00;17;0;2;0;1;15;1;15;0;0;0
2019-09-15 07:15:00;20;1;0;0;0;12;1;12;0;0;0
2019-09-15 07:30:00;17;0;0;0;0;12;0;12;0;0;0
2019-09-15 07:45:00;39;2;0;0;0;12;3;12;0;0;1
2019-09-15 08:00:00;25;1;1;0;2;15;4;15;0;0;0
2019-09-15 08:15:00;34;1;0;0;0;25;5;25;0;1;0
2019-09-15 08:30:00;23;0;0;1;1;29;2;30;0;0;0
2019-09-15 08:45:00;44;2;0;0;0;30;6;29;2;1;2
2019-09-15 09:00:00;61;5;3;0;1;33;2;32;0;1;1
2019-09-15 09:15:00;68;1;0;0;2;33;8;33;3;3;3
2019-09-15 09:30:00;73;5;1;0;0;45;15;48;4;4;2
2019-09-15 09:45:00;72;4;2;1;0;47;21;46;3;7;1
2019-09-15 10:00:00;56;2;2;0;0;48;16;47;3;1;0
2019-09-15 10:15:00;67;1;2;1;3;51;18;51;3;4;1
2019-09-15 10:30:00;76;6;4;2;0;55;16;56;7;0;0
2019-09-15 10:45:00;64;1;1;0;1;65;16;66;1;3;0
2019-09-15 11:00:00;66;7;5;1;0;88;17;88;5;5;2
