DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2020-05-21 00:00:00;10;3;0;10;0;10;1;0;0
2020-05-21 00:15:00;15;2;1;11;0;14;1;0;0
2020-05-21 00:30:00;8;1;0;10;0;12;0;0;0
2020-05-21 00:45:00;11;4;0;14;0;13;1;0;0
2020-05-21 01:00:00;3;1;0;4;0;12;1;0;0
2020-05-21 01:15:00;9;2;0;10;0;14;1;0;0
2020-05-21 01:30:00;5;3;0;6;0;12;1;0;0
2020-05-21 01:45:00;3;0;0;8;0;14;1;0;0
2020-05-21 02:00:00;9;3;0;9;0;12;0;0;0
2020-05-21 02:15:00;4;0;0;4;0;14;1;0;0
2020-05-21 02:30:00;1;1;0;5;0;12;1;0;0
2020-05-21 02:45:00;5;2;0;4;0;13;1;0;0
2020-05-21 03:00:00;2;0;0;3;0;12;0;0;0
2020-05-21 03:15:00;1;3;0;4;0;14;1;0;0
2020-05-21 03:30:00;0;0;0;7;0;12;1;0;0
2020-05-21 03:45:00;4;1;0;7;0;14;1;0;0
2020-05-21 04:00:00;4;2;0;10;0;12;1;0;0
2020-05-21 04:15:00;4;2;0;7;0;13;1;0;0
2020-05-21 04:30:00;1;1;2;9;0;12;0;0;0
2020-05-21 04:45:00;4;1;0;7;0;12;1;0;0
2020-05-21 05:00:00;4;3;0;11;0;12;1;0;0
2020-05-21 05:15:00;2;1;0;12;0;14;1;0;0
2020-05-21 05:30:00;9;15;0;50;0;12;1;0;0
2020-05-21 05:45:00;8;18;0;50;0;14;0;0;0
2020-05-21 06:00:00;14;4;0;17;0;12;1;0;0
2020-05-21 06:15:00;10;4;1;12;0;13;1;0;0
2020-05-21 06:30:00;11;3;0;8;0;12;1;0;0
2020-05-21 06:45:00;15;5;0;14;0;14;1;0;0
2020-05-21 07:00:00;10;0;0;6;0;12;0;0;0
2020-05-21 07:15:00;13;1;4;7;0;14;1;0;0
2020-05-21 07:30:00;10;1;0;13;0;12;1;0;0
2020-05-21 07:45:00;14;5;1;14;0;13;1;0;0
2020-05-21 08:00:00;8;4;0;11;0;12;1;0;0
2020-05-21 08:15:00;27;4;0;20;0;14;0;0;0
2020-05-21 08:30:00;26;6;0;15;0;12;1;0;0
2020-05-21 08:45:00;34;1;1;21;0;12;0;0;0
2020-05-21 09:00:00;17;5;0;25;0;12;1;0;0
2020-05-21 09:15:00;40;9;0;35;0;14;1;0;0
2020-05-21 09:30:00;27;4;0;40;0;12;0;0;0
2020-05-21 09:45:00;57;6;0;45;0;13;1;0;0
2020-05-21 10:00:00;44;6;0;44;1;12;1;0;0
2020-05-21 10:15:00;51;8;2;46;0;14;1;0;0
2020-05-21 10:30:00;48;3;4;41;0;12;1;0;0
2020-05-21 10:45:00;44;6;3;38;0;14;0;0;0
2020-05-21 11:00:00;52;9;2;35;0;12;1;0;0
2020-05-21 11:15:00;49;4;1;58;0;13;1;0;0
2020-05-21 11:30:00;67;10;4;66;0;12;1;0;0
2020-05-21 11:45:00;70;7;1;46;0;14;0;0;0
2020-05-21 12:00:00;56;4;0;42;0;12;1;0;0
2020-05-21 12:15:00;54;6;3;42;4;14;1;0;0
2020-05-21 12:30:00;53;6;1;48;0;12;1;0;0
2020-05-21 12:45:00;53;9;2;52;0;12;1;0;0
2020-05-21 13:00:00;58;7;2;57;0;12;0;0;0
2020-05-21 13:15:00;64;9;5;54;0;13;1;0;0
2020-05-21 13:30:00;52;10;2;54;0;12;1;0;0
2020-05-21 13:45:00;58;6;2;63;0;14;1;0;0
2020-05-21 14:00:00;64;8;2;84;0;12;0;0;0
2020-05-21 14:15:00;65;12;3;63;0;14;1;0;0
2020-05-21 14:30:00;61;4;1;70;0;12;1;0;0
2020-05-21 14:45:00;69;8;5;82;0;13;1;0;0
2020-05-21 15:00:00;62;5;2;56;4;12;1;0;0
2020-05-21 15:15:00;60;6;1;57;0;14;1;0;0
2020-05-21 15:30:00;49;10;1;60;0;12;0;0;0
2020-05-21 15:45:00;55;7;3;77;1;14;1;0;0
2020-05-21 16:00:00;64;3;1;49;0;12;1;0;0
2020-05-21 16:15:00;44;7;2;53;0;14;1;0;0
2020-05-21 16:30:00;58;8;2;67;0;12;0;0;0
2020-05-21 16:45:00;58;9;2;52;0;11;1;0;0
2020-05-21 17:00:00;58;6;5;71;0;12;1;0;0
2020-05-21 17:15:00;52;10;2;72;0;14;1;0;0
2020-05-21 17:30:00;52;9;3;57;0;12;1;0;0
2020-05-21 17:45:00;58;8;0;65;0;14;0;0;0
2020-05-21 18:00:00;56;10;3;72;0;12;1;0;0
2020-05-21 18:15:00;54;5;1;75;0;13;1;0;0
2020-05-21 18:30:00;50;8;1;59;0;12;1;0;0
2020-05-21 18:45:00;55;7;2;65;0;14;0;0;0
2020-05-21 19:00:00;36;10;4;65;0;12;1;0;0
2020-05-21 19:15:00;55;8;3;67;0;14;1;0;0
2020-05-21 19:30:00;48;6;1;51;0;12;1;0;0
2020-05-21 19:45:00;47;10;1;59;0;14;1;0;0
2020-05-21 20:00:00;48;10;1;55;0;12;0;0;0
2020-05-21 20:15:00;55;13;2;70;3;13;1;0;0
2020-05-21 20:30:00;33;8;1;49;0;12;1;0;0
2020-05-21 20:45:00;30;7;0;38;0;12;1;0;0
2020-05-21 21:00:00;39;5;1;44;0;12;1;0;0
2020-05-21 21:15:00;32;4;1;48;0;14;0;0;0
2020-05-21 21:30:00;27;4;1;35;0;12;1;0;0
2020-05-21 21:45:00;25;7;2;33;0;13;1;0;0
2020-05-21 22:00:00;26;4;4;28;0;12;1;0;0
2020-05-21 22:15:00;24;8;1;25;0;14;1;0;0
2020-05-21 22:30:00;20;3;1;21;0;12;0;0;0
2020-05-21 22:45:00;14;2;1;26;0;14;1;0;0
2020-05-21 23:00:00;17;4;0;13;0;12;1;0;0
2020-05-21 23:15:00;19;3;0;16;0;14;1;0;0
2020-05-21 23:30:00;12;5;1;11;0;12;1;0;0
2020-05-21 23:45:00;24;8;1;12;0;13;0;0;0
