DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-04-06 00:00:00;2;1;0;1;4;1;0;4;1;0;0
2020-04-06 00:15:00;4;1;0;0;6;2;0;7;3;0;0
2020-04-06 00:30:00;3;4;0;0;9;9;0;8;9;0;0
2020-04-06 00:45:00;5;4;0;0;3;1;0;3;1;0;0
2020-04-06 01:00:00;2;4;1;0;7;5;0;7;5;0;0
2020-04-06 01:15:00;2;5;0;0;4;2;0;4;2;0;0
2020-04-06 01:30:00;9;6;0;0;7;2;1;8;4;0;0
2020-04-06 01:45:00;9;3;0;0;5;1;0;3;2;0;0
2020-04-06 02:00:00;4;5;0;0;1;2;0;1;1;0;0
2020-04-06 02:15:00;6;8;0;0;0;0;0;0;0;0;0
2020-04-06 02:30:00;7;8;2;0;1;0;0;0;0;0;0
2020-04-06 02:45:00;3;4;0;1;4;1;0;3;2;0;0
2020-04-06 03:00:00;1;0;0;0;0;0;0;0;0;0;0
2020-04-06 03:15:00;3;2;0;0;7;3;0;7;5;0;0
2020-04-06 03:30:00;7;5;0;0;8;2;0;7;2;1;0
2020-04-06 03:45:00;3;2;0;1;7;4;0;5;5;0;0
2020-04-06 04:00:00;7;4;0;1;6;3;2;7;4;0;0
2020-04-06 04:15:00;8;4;0;0;6;6;0;6;6;0;0
2020-04-06 04:30:00;16;12;0;0;6;4;0;5;6;0;0
2020-04-06 04:45:00;10;15;2;0;3;4;0;1;3;0;0
2020-04-06 05:00:00;21;19;1;2;20;5;0;22;5;0;0
2020-04-06 05:15:00;33;28;0;2;14;9;0;14;11;0;0
2020-04-06 05:30:00;53;53;8;2;34;14;1;36;23;0;0
2020-04-06 05:45:00;41;43;7;3;49;16;1;48;19;0;0
2020-04-06 06:00:00;53;54;15;4;58;29;1;56;36;0;0
2020-04-06 06:15:00;44;57;15;5;77;36;3;79;39;0;0
2020-04-06 06:30:00;71;95;35;10;114;71;6;122;69;0;10
2020-04-06 06:45:00;62;78;13;4;82;65;3;81;70;0;1
2020-04-06 07:00:00;51;53;10;5;96;80;8;99;83;0;6
2020-04-06 07:15:00;56;56;6;3;96;83;8;89;99;3;0
2020-04-06 07:30:00;61;56;6;6;82;77;4;73;88;3;0
2020-04-06 07:45:00;50;64;8;7;87;95;13;80;105;0;0
2020-04-06 08:00:00;47;60;6;6;59;53;2;56;54;8;2
2020-04-06 08:15:00;54;58;3;8;72;66;8;67;71;3;5
