DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-11-08 00:00:00;0;0;9;0;0;14;0;0;0;0;0;0;0;0
2020-11-08 00:15:00;0;0;12;4;4;22;0;0;0;0;0;0;0;0
2020-11-08 00:30:00;0;0;8;0;1;15;0;0;0;0;0;0;0;0
2020-11-08 00:45:00;0;0;12;0;1;9;0;0;0;0;0;0;0;0
2020-11-08 01:00:00;0;0;11;2;3;16;0;0;0;0;0;0;0;0
2020-11-08 01:15:00;1;0;9;0;1;10;0;0;0;0;0;0;0;0
2020-11-08 01:30:00;0;0;2;1;1;8;0;0;0;0;0;0;0;0
2020-11-08 01:45:00;0;0;8;0;0;9;0;0;0;0;0;0;0;0
2020-11-08 02:00:00;0;0;4;0;0;3;0;0;0;0;0;0;0;0
2020-11-08 02:15:00;0;0;3;0;0;6;0;0;0;0;0;0;0;0
2020-11-08 02:30:00;0;0;2;0;0;3;0;0;0;0;0;0;0;0
2020-11-08 02:45:00;0;0;2;1;2;1;0;0;0;0;0;0;0;0
2020-11-08 03:00:00;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-11-08 03:15:00;0;0;3;0;0;2;0;0;0;0;0;0;0;0
2020-11-08 03:30:00;0;0;5;1;2;3;0;0;0;0;0;0;0;0
2020-11-08 03:45:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-08 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-08 04:15:00;0;0;0;0;0;3;0;0;0;0;0;0;0;0
2020-11-08 04:30:00;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-11-08 04:45:00;0;0;6;0;0;4;0;0;0;0;0;0;0;0
2020-11-08 05:00:00;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-11-08 05:15:00;1;0;8;0;0;3;0;0;0;0;0;0;0;0
2020-11-08 05:30:00;0;0;17;0;0;3;0;0;0;0;0;0;0;0
2020-11-08 05:45:00;0;0;15;0;0;4;0;0;0;0;0;0;0;0
2020-11-08 06:00:00;0;0;5;0;0;2;0;0;0;0;0;0;0;0
2020-11-08 06:15:00;1;0;6;0;0;9;0;0;0;0;0;0;0;0
2020-11-08 06:30:00;0;0;9;1;2;9;0;0;0;0;0;0;0;0
2020-11-08 06:45:00;0;0;11;0;0;14;0;0;0;0;0;0;0;0
2020-11-08 07:00:00;0;0;5;0;1;7;0;0;0;0;0;0;0;0
2020-11-08 07:15:00;0;0;22;0;0;16;0;0;0;0;0;0;0;0
2020-11-08 07:30:00;1;0;15;1;1;6;0;0;0;0;0;0;0;0
2020-11-08 07:45:00;2;0;15;1;1;10;0;0;0;0;0;0;0;0
2020-11-08 08:00:00;0;0;9;0;0;12;0;0;0;0;0;0;0;0
2020-11-08 08:15:00;1;0;23;0;0;11;0;1;0;0;0;0;0;0
2020-11-08 08:30:00;1;0;29;0;0;19;0;0;0;0;0;0;0;0
2020-11-08 08:45:00;1;0;28;0;0;26;0;0;0;0;0;0;0;0
2020-11-08 09:00:00;0;0;38;1;1;24;0;0;0;0;0;0;0;0
2020-11-08 09:15:00;0;0;38;1;1;38;0;0;0;0;0;0;2;0
2020-11-08 09:30:00;0;0;57;1;4;35;0;0;0;0;0;0;1;0
2020-11-08 09:45:00;3;0;67;39;6;55;0;2;0;0;0;0;0;0
2020-11-08 10:00:00;0;0;59;4;5;50;0;0;0;0;0;0;0;0
2020-11-08 10:15:00;0;0;54;1;2;45;0;1;0;0;0;0;1;0
2020-11-08 10:30:00;0;0;80;4;6;55;0;0;0;0;0;0;0;0
2020-11-08 10:45:00;2;0;74;5;4;63;0;0;0;0;0;0;0;0
2020-11-08 11:00:00;2;0;65;2;3;75;0;2;0;0;0;0;1;0
2020-11-08 11:15:00;4;0;72;4;6;54;0;0;0;0;0;0;0;0
2020-11-08 11:30:00;3;0;85;6;8;78;0;0;0;0;0;0;0;0
2020-11-08 11:45:00;1;0;93;6;8;98;0;2;0;0;0;0;0;0
2020-11-08 12:00:00;1;0;71;1;2;73;0;0;0;0;0;0;0;0
2020-11-08 12:15:00;2;0;71;8;10;94;0;0;0;0;0;0;1;0
2020-11-08 12:30:00;1;0;86;6;11;75;0;1;0;0;1;0;1;0
2020-11-08 12:45:00;0;0;94;7;9;71;0;1;0;0;1;0;2;0
2020-11-08 13:00:00;1;0;78;5;5;83;0;1;0;0;0;0;3;0
2020-11-08 13:15:00;2;0;67;7;9;71;0;1;0;0;0;0;0;0
2020-11-08 13:30:00;2;0;90;6;9;89;0;1;0;0;0;0;1;0
2020-11-08 13:45:00;2;0;139;9;10;84;0;2;0;0;1;0;0;0
2020-11-08 14:00:00;0;0;95;8;10;75;0;0;0;0;0;0;0;0
2020-11-08 14:15:00;1;0;98;7;8;92;0;0;0;0;0;0;0;0
2020-11-08 14:30:00;3;0;120;6;5;114;0;0;0;0;0;0;2;0
2020-11-08 14:45:00;2;0;120;6;10;114;0;0;0;0;0;0;1;0
2020-11-08 15:00:00;4;0;91;4;6;113;0;1;0;0;0;0;2;0
2020-11-08 15:15:00;1;0;88;5;7;103;0;2;0;0;0;0;0;0
2020-11-08 15:30:00;0;0;83;8;11;105;0;1;0;0;0;0;3;0
2020-11-08 15:45:00;1;0;84;8;13;101;0;1;0;0;0;0;0;0
2020-11-08 16:00:00;1;0;90;9;16;106;0;3;0;0;0;0;2;0
2020-11-08 16:15:00;3;0;84;1;4;126;0;0;0;0;2;0;0;0
2020-11-08 16:30:00;2;0;78;6;8;118;0;0;0;0;2;0;2;0
