DATUM;1(DA1);2(DA2RES);3(DB1);4(DC1);5(DC2RES);6(DD1);7(TAFBA);8(TAFGB);9(TAFBB);10(TAFBC);11(TAFGD);12(TAFBD);13(TAFGB2);14(TAFBB2)
2020-11-21 00:00:00;0;0;10;0;0;8;0;0;0;0;0;0;0;0
2020-11-21 00:15:00;0;0;12;1;3;12;0;0;0;0;0;0;0;0
2020-11-21 00:30:00;0;0;8;1;1;13;0;0;0;0;0;0;0;0
2020-11-21 00:45:00;1;0;6;1;1;5;0;0;0;0;0;0;0;0
2020-11-21 01:00:00;0;0;7;0;0;8;0;0;0;0;0;0;0;0
2020-11-21 01:15:00;0;0;3;0;0;8;0;0;0;0;0;0;0;0
2020-11-21 01:30:00;1;0;6;0;0;4;0;0;0;0;0;0;0;0
2020-11-21 01:45:00;0;0;3;0;0;10;0;0;0;0;0;0;0;0
2020-11-21 02:00:00;0;0;3;0;1;6;0;0;0;0;0;0;0;0
2020-11-21 02:15:00;0;0;2;0;0;5;0;0;0;0;0;0;0;0
2020-11-21 02:30:00;0;0;5;0;0;3;0;0;0;0;0;0;0;0
2020-11-21 02:45:00;0;0;2;0;0;4;0;0;0;0;0;0;0;0
2020-11-21 03:00:00;0;0;6;0;0;2;0;0;0;0;0;0;0;0
2020-11-21 03:15:00;0;0;4;0;0;5;0;0;0;0;0;0;0;0
2020-11-21 03:30:00;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-11-21 03:45:00;0;0;4;0;0;6;0;0;0;0;0;0;0;0
2020-11-21 04:00:00;0;0;1;0;0;4;0;0;0;0;0;0;0;0
2020-11-21 04:15:00;0;0;0;0;0;2;0;0;0;0;0;0;0;0
2020-11-21 04:30:00;0;0;6;0;0;3;0;0;0;0;0;0;0;0
2020-11-21 04:45:00;0;0;8;0;0;9;0;0;0;0;0;0;0;0
2020-11-21 05:00:00;1;0;12;1;1;8;0;0;0;0;0;0;0;0
2020-11-21 05:15:00;1;0;29;0;0;6;0;0;0;0;0;0;0;0
2020-11-21 05:30:00;1;0;37;0;0;12;0;0;0;0;0;0;0;0
2020-11-21 05:45:00;0;0;26;1;1;47;0;0;0;0;0;0;0;0
2020-11-21 06:00:00;0;0;12;0;2;61;0;0;0;0;0;0;0;0
2020-11-21 06:15:00;0;0;26;1;2;53;0;0;0;0;0;0;0;0
2020-11-21 06:30:00;0;0;20;1;2;28;0;0;0;0;0;0;0;0
2020-11-21 06:45:00;0;0;34;2;2;28;0;0;0;0;0;0;0;0
2020-11-21 07:00:00;1;0;27;1;1;28;0;0;0;0;0;0;0;0
2020-11-21 07:15:00;0;0;42;0;1;32;0;0;0;0;0;0;0;0
2020-11-21 07:30:00;1;0;64;1;3;22;0;0;0;0;0;0;0;0
2020-11-21 07:45:00;2;0;61;0;1;35;0;0;0;0;0;0;0;0
2020-11-21 08:00:00;0;0;54;3;5;39;0;0;0;0;0;0;0;0
2020-11-21 08:15:00;1;0;72;7;7;34;0;1;0;0;0;0;0;0
2020-11-21 08:30:00;1;0;77;2;3;35;0;0;0;0;0;0;0;0
2020-11-21 08:45:00;4;0;78;5;7;73;0;3;0;0;0;0;0;0
2020-11-21 09:00:00;1;0;110;3;4;64;0;0;0;0;0;0;0;0
2020-11-21 09:15:00;4;0;94;8;10;83;0;1;0;0;0;0;0;0
