DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-07-17 00:00:00;10;19;9;3;4;4;11
2020-07-17 00:15:00;3;16;8;5;2;6;13
2020-07-17 00:30:00;7;27;5;5;0;11;6
2020-07-17 00:45:00;2;13;4;4;0;8;2
2020-07-17 01:00:00;5;13;4;5;1;5;7
2020-07-17 01:15:00;2;8;0;0;1;7;11
2020-07-17 01:30:00;2;10;2;3;2;8;6
2020-07-17 01:45:00;3;11;2;0;0;5;4
2020-07-17 02:00:00;4;5;2;0;0;5;10
2020-07-17 02:15:00;2;5;1;0;0;4;7
2020-07-17 02:30:00;3;6;1;0;0;4;6
2020-07-17 02:45:00;2;9;1;1;0;1;9
2020-07-17 03:00:00;3;4;1;1;0;4;7
2020-07-17 03:15:00;2;5;1;1;1;2;6
2020-07-17 03:30:00;3;6;1;4;1;2;7
2020-07-17 03:45:00;3;7;0;1;0;3;4
2020-07-17 04:00:00;2;7;0;3;1;6;4
2020-07-17 04:15:00;6;10;1;6;3;6;13
2020-07-17 04:30:00;6;20;4;7;0;7;9
2020-07-17 04:45:00;13;25;3;4;3;12;13
2020-07-17 05:00:00;41;74;8;17;2;16;26
2020-07-17 05:15:00;99;114;7;14;8;10;26
2020-07-17 05:30:00;90;134;23;28;12;34;48
2020-07-17 05:45:00;67;104;13;32;24;49;83
2020-07-17 06:00:00;42;72;19;25;10;58;94
2020-07-17 06:15:00;67;128;26;48;23;66;87
2020-07-17 06:30:00;102;167;42;71;28;67;79
2020-07-17 06:45:00;92;147;36;60;30;61;68
2020-07-17 07:00:00;97;171;62;107;42;59;73
2020-07-17 07:15:00;111;193;67;97;51;77;91
2020-07-17 07:30:00;146;218;68;105;50;93;121
2020-07-17 07:45:00;116;189;74;107;47;77;84
2020-07-17 08:00:00;85;167;48;95;38;75;101
2020-07-17 08:15:00;83;186;59;65;34;88;106
2020-07-17 08:30:00;67;169;48;64;22;78;97
2020-07-17 08:45:00;79;162;59;75;27;78;82
2020-07-17 09:00:00;75;189;72;65;27;74;87
2020-07-17 09:15:00;59;179;59;55;25;90;102
2020-07-17 09:30:00;81;168;48;79;29;101;126
2020-07-17 09:45:00;73;159;71;69;20;81;116
2020-07-17 10:00:00;92;183;59;68;26;75;86
2020-07-17 10:15:00;60;172;69;66;25;106;113
2020-07-17 10:30:00;99;173;50;78;25;112;121
2020-07-17 10:45:00;76;172;54;62;23;103;115
2020-07-17 11:00:00;76;189;67;59;17;100;124
2020-07-17 11:15:00;71;197;57;67;27;97;131
2020-07-17 11:30:00;69;184;53;77;24;118;147
2020-07-17 11:45:00;82;203;53;73;26;104;113
2020-07-17 12:00:00;89;216;58;80;31;133;131
2020-07-17 12:15:00;98;214;87;91;26;116;148
2020-07-17 12:30:00;112;202;91;74;26;110;143
2020-07-17 12:45:00;100;182;65;79;28;111;135
2020-07-17 13:00:00;134;207;85;85;27;133;143
2020-07-17 13:15:00;153;214;83;71;26;107;115
2020-07-17 13:30:00;142;217;76;87;31;111;132
2020-07-17 13:45:00;118;184;72;62;21;115;121
2020-07-17 14:00:00;106;211;80;93;34;129;146
2020-07-17 14:15:00;92;206;83;74;22;131;143
2020-07-17 14:30:00;118;210;84;110;28;160;150
2020-07-17 14:45:00;104;200;80;82;37;154;143
2020-07-17 15:00:00;104;215;80;81;32;129;143
2020-07-17 15:15:00;88;199;70;91;22;131;146
2020-07-17 15:30:00;82;200;75;94;24;116;131
2020-07-17 15:45:00;64;185;64;63;34;120;125
2020-07-17 16:00:00;87;190;72;65;21;135;145
2020-07-17 16:15:00;83;184;73;79;32;120;120
2020-07-17 16:30:00;84;202;76;89;16;119;130
2020-07-17 16:45:00;98;205;71;65;30;111;118
2020-07-17 17:00:00;90;177;70;82;20;130;121
2020-07-17 17:15:00;89;201;77;79;24;120;122
2020-07-17 17:30:00;89;212;78;67;21;113;130
2020-07-17 17:45:00;97;203;72;42;23;107;116
2020-07-17 18:00:00;97;212;81;71;12;130;135
2020-07-17 18:15:00;92;192;71;69;20;113;134
2020-07-17 18:30:00;75;192;64;61;23;107;117
2020-07-17 18:45:00;73;173;50;72;14;98;113
2020-07-17 19:00:00;65;155;52;46;15;96;116
2020-07-17 19:15:00;51;154;51;45;21;97;106
2020-07-17 19:30:00;37;139;44;40;11;72;91
2020-07-17 19:45:00;55;122;39;45;10;78;95
2020-07-17 20:00:00;62;143;42;42;8;84;85
2020-07-17 20:15:00;59;118;40;37;17;60;91
2020-07-17 20:30:00;42;107;48;32;10;53;75
2020-07-17 20:45:00;61;121;34;34;15;48;71
2020-07-17 21:00:00;68;146;36;20;6;53;50
2020-07-17 21:15:00;76;148;29;28;4;53;62
2020-07-17 21:30:00;42;107;26;24;6;58;68
2020-07-17 21:45:00;37;93;23;24;5;65;84
2020-07-17 22:00:00;30;81;25;25;7;90;97
2020-07-17 22:15:00;31;86;23;20;6;66;77
2020-07-17 22:30:00;32;80;23;18;1;37;53
2020-07-17 22:45:00;37;71;15;20;10;41;42
2020-07-17 23:00:00;31;69;24;19;7;35;44
2020-07-17 23:15:00;24;61;24;8;1;36;37
2020-07-17 23:30:00;21;75;20;14;2;26;39
2020-07-17 23:45:00;31;60;16;15;1;12;32
