DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DC1);7(DD1);8(DD2);9(DD3);10(tafga);11(tafgc);12(tafba);13(tafbb);14(tafbc);15(tafbd)
2020-06-06 00:00:00;7;0;2;1;1;3;0;4;3;0;0;0;0;0;0
2020-06-06 00:15:00;5;0;0;2;3;3;0;2;2;0;0;0;0;0;0
2020-06-06 00:30:00;2;0;0;5;6;5;0;0;0;0;0;0;0;0;0
2020-06-06 00:45:00;7;0;0;2;2;3;0;4;3;0;0;0;0;0;0
2020-06-06 01:00:00;12;0;0;0;0;6;0;0;0;0;0;0;0;0;0
2020-06-06 01:15:00;4;0;0;2;1;5;0;2;2;0;0;0;0;0;0
2020-06-06 01:30:00;9;0;0;1;1;4;0;1;0;0;0;0;0;0;0
2020-06-06 01:45:00;9;0;0;0;0;5;0;0;0;0;0;0;0;0;0
2020-06-06 02:00:00;4;0;0;1;1;1;0;1;1;0;0;0;0;0;0
2020-06-06 02:15:00;4;0;0;1;1;2;0;0;0;0;0;0;0;0;0
2020-06-06 02:30:00;8;0;0;0;0;6;0;0;0;0;0;0;0;0;0
2020-06-06 02:45:00;1;0;0;2;2;2;0;1;2;0;0;0;0;0;0
2020-06-06 03:00:00;2;0;0;1;1;2;0;0;0;0;0;0;0;0;0
2020-06-06 03:15:00;2;0;0;0;0;1;0;2;3;0;0;0;0;0;0
2020-06-06 03:30:00;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-06-06 03:45:00;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-06-06 04:00:00;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-06-06 04:15:00;2;0;0;0;0;2;0;0;1;0;0;0;0;0;0
2020-06-06 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-06 04:45:00;6;0;0;1;1;0;0;1;1;0;0;0;0;0;0
2020-06-06 05:00:00;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-06-06 05:15:00;7;0;0;1;1;4;0;2;2;0;0;0;0;0;0
2020-06-06 05:30:00;12;0;0;3;3;4;0;6;6;0;0;0;0;0;0
2020-06-06 05:45:00;26;0;0;6;5;8;0;0;0;0;0;0;0;0;0
2020-06-06 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-06 06:15:00;19;0;0;8;8;11;0;4;4;0;0;0;0;0;0
2020-06-06 06:30:00;24;0;0;8;9;7;0;1;1;0;0;0;0;0;0
2020-06-06 06:45:00;20;0;0;5;5;9;0;2;2;0;0;0;0;0;0
2020-06-06 07:00:00;17;0;0;10;10;8;0;2;2;1;0;0;0;0;0
2020-06-06 07:15:00;15;0;0;12;12;5;0;2;2;0;0;0;0;0;0
2020-06-06 07:30:00;17;0;0;6;7;17;0;8;8;0;0;0;0;0;0
2020-06-06 07:45:00;25;0;1;17;18;10;0;7;7;0;0;0;0;0;0
2020-06-06 08:00:00;22;0;0;15;15;10;0;12;11;0;0;0;0;0;0
2020-06-06 08:15:00;27;0;0;20;21;15;0;8;7;1;0;0;0;0;0
2020-06-06 08:30:00;29;0;0;15;18;14;0;5;8;0;0;0;0;0;0
2020-06-06 08:45:00;22;0;1;22;21;11;0;19;19;1;0;0;0;0;0
2020-06-06 09:00:00;32;0;1;22;22;15;0;7;7;0;0;0;0;0;0
2020-06-06 09:15:00;35;0;0;15;19;23;0;16;12;0;0;0;0;0;0
2020-06-06 09:30:00;37;0;0;26;23;25;0;9;9;0;0;0;0;0;0
2020-06-06 09:45:00;58;0;3;27;25;32;0;16;13;1;0;0;0;0;0
2020-06-06 10:00:00;33;0;0;32;28;28;0;9;8;0;0;0;0;0;0
2020-06-06 10:15:00;54;0;3;37;38;28;0;20;20;2;0;0;0;0;0
2020-06-06 10:30:00;34;0;0;26;22;25;0;12;11;0;0;0;0;0;0
2020-06-06 10:45:00;52;0;1;46;39;23;0;18;16;2;0;1;0;0;0
2020-06-06 11:00:00;41;0;0;34;31;28;0;19;21;1;0;0;0;0;0
2020-06-06 11:15:00;63;0;0;31;29;23;0;16;16;2;0;0;0;0;0
2020-06-06 11:30:00;48;0;1;22;18;23;0;26;24;0;0;0;0;0;0
2020-06-06 12:00:00;51;0;4;32;31;15;0;14;13;0;0;0;0;0;0
2020-06-06 12:15:00;41;0;0;34;32;19;0;21;21;0;0;0;0;0;0
2020-06-06 12:30:00;56;0;0;27;23;24;0;15;14;1;0;0;0;0;0
2020-06-06 12:45:00;66;0;3;30;25;15;0;6;7;0;0;0;0;0;0
2020-06-06 13:00:00;50;0;1;29;25;25;0;14;14;1;5;0;0;0;0
2020-06-06 13:15:00;59;0;4;24;31;27;0;11;12;1;0;0;0;0;0
2020-06-06 13:30:00;56;0;1;30;28;25;0;19;21;0;0;0;0;0;0
2020-06-06 13:45:00;58;0;0;26;22;19;0;18;18;1;1;0;0;0;0
2020-06-06 14:00:00;42;0;4;29;26;24;0;12;12;4;0;4;0;0;0
2020-06-06 14:15:00;52;0;7;25;29;30;0;17;15;1;0;0;0;0;0
2020-06-06 14:30:00;53;0;2;20;17;29;0;12;12;0;0;0;0;0;0
2020-06-06 14:45:00;51;0;1;29;26;24;0;23;18;0;0;0;3;0;0
2020-06-06 15:00:00;57;0;1;32;27;23;0;20;20;1;0;0;0;0;0
2020-06-06 15:15:00;43;0;3;18;16;21;0;15;13;0;0;0;0;0;0
2020-06-06 15:30:00;59;0;4;24;24;24;0;20;16;0;1;0;0;0;0
2020-06-06 15:45:00;27;0;0;19;18;15;0;9;10;0;0;0;0;0;0
2020-06-06 16:00:00;33;0;1;26;24;17;0;14;13;0;1;0;1;0;0
2020-06-06 16:15:00;39;0;1;32;24;23;0;15;15;1;2;1;0;0;0
2020-06-06 16:30:00;39;0;1;23;24;25;0;15;13;3;1;0;0;1;0
2020-06-06 16:45:00;49;0;3;28;24;27;0;13;10;0;0;0;0;0;0
2020-06-06 17:00:00;39;0;0;25;26;20;0;10;11;0;0;0;0;0;0
2020-06-06 17:15:00;37;0;2;28;28;25;0;13;13;2;0;1;0;0;0
2020-06-06 17:30:00;45;0;2;22;23;16;0;14;13;1;0;1;0;12;0
2020-06-06 17:45:00;40;0;0;34;51;19;0;12;12;0;1;0;0;0;0
2020-06-06 18:00:00;40;0;1;17;18;22;0;16;12;1;1;0;0;0;3
2020-06-06 18:15:00;37;0;0;23;21;24;0;22;21;0;0;0;0;1;0
2020-06-06 18:30:00;55;0;0;30;28;23;0;7;9;1;0;0;0;0;0
2020-06-06 18:45:00;34;0;1;22;21;18;0;15;14;0;0;0;0;0;0
2020-06-06 19:00:00;44;0;3;22;19;14;0;10;10;0;1;0;0;0;0
2020-06-06 19:15:00;29;0;0;17;18;9;0;10;10;0;0;0;0;0;0
2020-06-06 19:30:00;41;0;3;19;16;18;0;8;6;0;0;0;0;0;2
2020-06-06 19:45:00;36;0;1;27;28;13;0;10;9;3;0;0;0;0;0
2020-06-06 20:00:00;42;0;3;14;14;10;0;7;8;0;1;0;0;0;1
2020-06-06 20:15:00;33;0;0;16;16;13;0;9;8;0;0;0;0;0;0
2020-06-06 20:30:00;24;0;0;9;10;6;0;11;11;0;1;0;0;0;0
2020-06-06 20:45:00;29;0;0;13;13;14;0;10;9;0;0;0;0;0;0
2020-06-06 21:00:00;26;0;0;10;8;8;0;7;7;0;0;0;0;0;0
2020-06-06 21:15:00;19;0;2;8;9;5;0;6;6;0;1;0;0;0;0
2020-06-06 21:45:00;17;0;0;8;11;5;0;3;3;0;0;0;0;0;0
2020-06-06 22:00:00;12;0;0;11;9;9;0;0;0;0;0;0;0;0;0
2020-06-06 22:15:00;25;0;0;8;8;11;0;2;3;0;0;0;0;0;0
2020-06-06 22:30:00;15;0;0;4;4;6;0;5;6;0;0;0;0;0;0
2020-06-06 22:45:00;18;0;0;4;4;2;0;1;1;0;0;0;0;0;0
2020-06-06 23:15:00;13;0;0;6;6;3;0;3;3;0;0;0;0;0;0
2020-06-06 23:30:00;21;0;0;5;5;6;0;6;5;0;0;0;0;0;0
2020-06-06 23:45:00;16;0;1;8;7;3;0;2;2;0;0;0;0;0;0
