DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-08-28 00:00:00;11;6;0;1;0;10;4;0;0
2019-08-28 00:15:00;13;11;0;0;0;14;8;0;0
2019-08-28 00:30:00;12;8;0;0;0;17;4;0;0
2019-08-28 00:45:00;11;6;0;0;0;9;5;0;0
2019-08-28 01:00:00;11;7;0;0;0;14;9;0;0
2019-08-28 01:15:00;5;3;1;0;0;18;5;0;0
2019-08-28 01:30:00;16;4;0;0;0;9;3;0;0
2019-08-28 01:45:00;8;6;0;0;0;3;3;0;0
2019-08-28 02:00:00;9;7;0;0;0;2;3;0;0
2019-08-28 02:15:00;8;2;0;0;0;4;2;0;0
2019-08-28 02:30:00;7;4;0;0;0;7;1;0;0
2019-08-28 02:45:00;4;4;0;0;0;8;6;0;0
2019-08-28 03:00:00;5;8;0;0;0;10;3;0;0
2019-08-28 03:15:00;4;2;0;0;0;6;3;0;0
2019-08-28 03:30:00;6;7;0;0;1;9;1;0;0
2019-08-28 03:45:00;7;5;0;1;0;9;2;0;0
2019-08-28 04:00:00;10;9;0;0;0;12;6;0;0
2019-08-28 04:15:00;20;12;1;0;0;17;7;0;0
2019-08-28 04:30:00;18;7;0;0;1;20;9;0;0
2019-08-28 04:45:00;22;25;0;1;0;40;14;0;0
2019-08-28 05:00:00;25;17;0;1;0;66;27;0;0
2019-08-28 05:15:00;44;39;3;3;4;138;100;0;0
2019-08-28 05:30:00;36;46;0;1;4;143;105;0;0
2019-08-28 05:45:00;87;106;5;0;7;179;135;0;0
2019-08-28 06:00:00;117;102;5;1;2;128;113;0;0
2019-08-28 06:15:00;101;111;6;1;2;207;158;0;0
2019-08-28 06:30:00;90;89;5;7;7;206;188;5;2
2019-08-28 06:45:00;72;96;10;2;9;213;210;8;0
2019-08-28 07:00:00;77;88;9;11;20;185;196;9;4
2019-08-28 07:15:00;79;104;5;8;10;197;203;2;4
2019-08-28 07:30:00;101;111;5;7;16;208;207;2;3
2019-08-28 07:45:00;87;102;5;9;13;235;245;6;0
2019-08-28 08:00:00;96;92;9;20;7;185;167;41;0
2019-08-28 08:15:00;91;102;7;12;11;168;177;18;3
2019-08-28 08:30:00;87;92;4;6;13;168;180;16;2
2019-08-28 08:45:00;89;98;6;12;17;152;152;9;0
2019-08-28 09:00:00;101;107;6;11;8;135;151;7;4
2019-08-28 09:15:00;81;76;9;11;14;101;108;8;7
2019-08-28 09:30:00;99;102;9;15;9;116;156;4;0
2019-08-28 09:45:00;106;118;16;18;17;120;160;15;0
2019-08-28 10:00:00;103;92;11;18;16;111;111;3;0
2019-08-28 10:15:00;116;123;13;29;17;97;104;4;0
2019-08-28 10:30:00;120;123;15;26;12;108;129;9;0
2019-08-28 10:45:00;123;131;17;21;23;93;124;3;0
2019-08-28 11:00:00;102;115;10;31;18;94;116;7;0
2019-08-28 11:15:00;127;105;15;27;17;102;119;14;0
2019-08-28 11:30:00;104;114;8;16;16;105;123;2;0
2019-08-28 11:45:00;124;154;12;24;11;103;120;14;1
2019-08-28 12:00:00;132;143;13;37;19;109;109;16;4
2019-08-28 12:15:00;112;134;10;17;14;96;114;11;0
2019-08-28 12:30:00;129;141;9;12;12;93;115;8;0
