DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-08-13 00:00:00;11;8;3;6;13;1;13;6;8;9
2020-08-13 00:15:00;11;7;3;3;14;1;14;5;8;11
2020-08-13 00:30:00;6;10;2;13;6;1;6;11;7;5
2020-08-13 00:45:00;3;6;3;7;10;5;11;8;7;2
2020-08-13 01:00:00;6;4;2;7;7;1;7;5;4;5
2020-08-13 01:15:00;8;4;3;5;4;0;4;7;5;7
2020-08-13 01:30:00;1;5;1;7;4;1;3;6;5;1
2020-08-13 01:45:00;5;5;0;4;3;1;3;4;6;5
2020-08-13 02:00:00;3;3;0;2;1;1;1;2;3;2
2020-08-13 02:15:00;2;4;0;5;3;0;2;3;5;2
2020-08-13 02:30:00;6;3;1;5;1;0;1;4;3;5
2020-08-13 02:45:00;2;2;0;0;1;0;1;0;2;1
2020-08-13 03:00:00;6;3;1;4;2;3;2;4;2;5
2020-08-13 03:15:00;4;2;2;2;4;0;3;3;4;4
2020-08-13 03:30:00;3;3;0;3;4;0;4;4;2;3
2020-08-13 03:45:00;6;2;1;1;2;1;2;2;1;5
2020-08-13 04:00:00;1;2;1;3;2;1;3;2;1;2
2020-08-13 04:15:00;3;4;3;5;5;1;5;1;5;3
2020-08-13 04:30:00;3;6;0;3;6;2;6;3;7;3
2020-08-13 04:45:00;6;3;1;7;14;3;13;5;5;6
2020-08-13 05:00:00;15;11;2;1;11;4;11;1;11;14
2020-08-13 05:15:00;26;7;9;17;25;6;25;16;15;28
2020-08-13 05:30:00;26;15;3;24;27;8;30;24;17;21
2020-08-13 05:45:00;26;9;2;33;48;11;52;29;10;24
2020-08-13 06:00:00;25;17;1;33;43;5;44;37;20;23
2020-08-13 06:15:00;31;22;1;51;66;12;66;55;27;27
2020-08-13 06:30:00;47;26;5;83;69;12;70;77;26;42
2020-08-13 06:45:00;37;42;4;86;71;10;75;81;37;29
2020-08-13 07:00:00;46;27;8;74;65;10;62;70;27;40
2020-08-13 07:15:00;49;31;9;87;71;21;73;75;35;41
2020-08-13 07:30:00;51;32;6;88;74;13;77;90;32;50
2020-08-13 07:45:00;52;33;11;84;89;40;118;70;32;45
2020-08-13 08:00:00;50;24;6;68;72;26;85;62;31;49
2020-08-13 08:15:00;57;48;8;61;69;23;68;60;42;49
2020-08-13 08:30:00;44;21;14;59;82;21;91;60;28;49
2020-08-13 08:45:00;59;37;8;61;72;17;75;59;40;50
2020-08-13 09:00:00;62;48;11;46;78;12;78;46;48;53
2020-08-13 09:15:00;55;42;16;71;76;22;81;79;43;46
2020-08-13 09:30:00;57;41;14;74;88;15;95;70;40;46
2020-08-13 09:45:00;58;42;17;70;74;18;83;66;51;43
2020-08-13 10:00:00;51;65;12;56;61;9;63;49;60;41
2020-08-13 10:15:00;52;62;12;54;70;21;72;49;52;47
2020-08-13 10:30:00;60;65;17;71;80;21;89;69;68;59
2020-08-13 10:45:00;52;49;18;79;76;15;76;66;54;50
2020-08-13 11:00:00;60;47;22;78;66;22;104;67;52;54
2020-08-13 11:15:00;56;56;18;57;66;19;71;46;54;59
2020-08-13 11:30:00;54;48;19;61;73;17;80;61;51;47
2020-08-13 11:45:00;50;43;15;49;55;19;63;43;46;51
2020-08-13 12:00:00;68;66;19;63;62;15;62;60;74;66
2020-08-13 12:15:00;50;40;21;57;61;10;71;53;46;47
2020-08-13 12:30:00;72;82;22;55;55;13;60;47;82;66
2020-08-13 12:45:00;65;64;10;59;57;11;59;49;67;59
2020-08-13 13:00:00;80;45;18;54;72;11;67;45;47;71
2020-08-13 13:15:00;80;56;18;73;64;17;66;75;66;71
2020-08-13 13:30:00;84;52;15;60;65;20;73;55;58;73
2020-08-13 13:45:00;71;65;16;63;72;21;82;58;63;70
2020-08-13 14:00:00;74;51;14;70;83;20;88;59;55;66
2020-08-13 14:15:00;78;63;16;67;87;16;89;57;68;72
2020-08-13 14:30:00;68;57;19;66;78;13;81;60;62;63
2020-08-13 14:45:00;88;55;16;69;68;18;78;60;61;82
2020-08-13 15:00:00;73;78;11;49;68;11;74;43;84;66
2020-08-13 15:15:00;75;56;15;84;80;18;91;76;59;65
2020-08-13 15:30:00;86;86;9;152;71;20;72;133;89;68
2020-08-13 15:45:00;79;63;14;244;84;20;91;77;66;72
2020-08-13 16:00:00;100;91;25;64;87;12;90;43;93;91
2020-08-13 16:15:00;85;81;16;68;77;18;73;70;84;82
2020-08-13 16:30:00;80;89;10;74;78;12;82;65;89;65
2020-08-13 16:45:00;109;79;16;83;104;22;108;73;90;93
2020-08-13 17:00:00;108;74;26;66;87;28;89;68;85;99
2020-08-13 17:15:00;88;74;16;58;92;16;95;58;77;80
2020-08-13 17:30:00;91;74;13;71;77;12;81;70;73;74
2020-08-13 17:45:00;70;61;18;68;78;13;81;60;67;64
2020-08-13 18:00:00;71;51;19;74;86;13;85;66;56;63
2020-08-13 18:15:00;83;64;22;75;86;10;91;69;72;72
2020-08-13 18:30:00;73;57;18;70;66;21;73;63;60;67
2020-08-13 18:45:00;62;44;10;74;70;12;68;62;48;56
2020-08-13 19:00:00;62;40;10;54;65;19;68;43;41;56
2020-08-13 19:15:00;53;37;13;50;52;7;55;48;38;51
2020-08-13 19:30:00;50;35;12;44;69;6;69;41;39;48
2020-08-13 19:45:00;49;31;13;36;37;8;41;29;34;46
2020-08-13 20:00:00;56;43;10;60;47;7;46;51;43;48
2020-08-13 20:15:00;48;44;6;54;56;8;56;36;39;38
2020-08-13 20:30:00;42;30;3;49;49;8;46;36;29;35
2020-08-13 20:45:00;48;32;3;33;37;10;44;32;30;43
2020-08-13 21:00:00;37;26;3;21;27;8;25;20;25;34
2020-08-13 21:15:00;37;26;1;38;36;9;42;36;29;31
2020-08-13 21:30:00;27;21;3;18;28;7;30;18;26;25
