DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2019-09-03 00:00:00;2;20;8;1;0;9;2
2019-09-03 00:15:00;7;19;5;4;0;12;11
2019-09-03 00:30:00;5;16;1;0;1;9;12
2019-09-03 00:45:00;6;21;9;4;0;6;7
2019-09-03 01:00:00;2;13;1;1;1;4;7
2019-09-03 01:15:00;3;11;5;101;0;3;3
2019-09-03 01:30:00;1;4;0;21;0;10;8
2019-09-03 01:45:00;4;7;2;52;0;2;8
2019-09-03 02:00:00;1;7;4;26;0;2;2
2019-09-03 02:15:00;3;4;2;291;1;5;4
2019-09-03 02:30:00;5;8;0;80;2;4;5
2019-09-03 02:45:00;3;9;0;0;10;6;3
2019-09-03 03:00:00;1;7;0;0;0;6;9
2019-09-03 03:15:00;1;7;1;1;1;6;3
2019-09-03 03:30:00;0;8;2;0;3;3;5
2019-09-03 03:45:00;2;5;0;0;0;3;7
2019-09-03 04:00:00;5;4;0;0;3;6;7
2019-09-03 04:15:00;5;8;0;0;2;9;5
2019-09-03 04:30:00;6;11;2;0;3;14;10
2019-09-03 04:45:00;14;32;4;0;6;14;13
2019-09-03 05:00:00;36;47;3;0;3;17;27
2019-09-03 05:15:00;64;105;8;3;2;15;24
2019-09-03 05:30:00;93;114;17;14;15;39;56
2019-09-03 05:45:00;75;109;16;21;15;43;59
2019-09-03 06:00:00;61;112;16;23;17;47;72
2019-09-03 06:15:00;98;152;31;48;19;61;86
2019-09-03 06:30:00;139;197;39;76;39;55;83
2019-09-03 06:45:00;111;185;37;68;27;60;69
2019-09-03 07:00:00;147;199;48;57;53;51;86
2019-09-03 07:15:00;144;217;61;64;38;79;91
2019-09-03 07:30:00;122;199;53;85;39;94;96
2019-09-03 07:45:00;86;163;45;78;43;101;99
2019-09-03 08:00:00;97;176;52;80;29;79;95
2019-09-03 08:15:00;115;176;56;61;26;89;84
2019-09-03 08:30:00;117;195;46;66;35;94;97
2019-09-03 08:45:00;82;166;61;64;19;76;82
2019-09-03 09:00:00;71;176;59;58;27;79;89
2019-09-03 09:15:00;76;172;46;54;25;77;86
2019-09-03 09:30:00;69;169;42;55;19;92;104
2019-09-03 09:45:00;57;151;39;61;25;82;98
2019-09-03 10:00:00;80;193;59;47;15;79;93
2019-09-03 10:15:00;69;176;49;49;18;76;89
2019-09-03 10:30:00;81;172;46;51;17;94;115
2019-09-03 10:45:00;70;161;62;46;31;81;108
2019-09-03 11:00:00;60;164;54;38;18;104;106
2019-09-03 11:15:00;79;175;65;36;18;92;106
2019-09-03 11:30:00;67;176;50;51;13;106;107
2019-09-03 11:45:00;58;169;61;36;17;93;90
2019-09-03 12:00:00;75;172;57;48;30;108;108
2019-09-03 12:15:00;61;176;41;45;18;97;107
2019-09-03 12:30:00;67;151;65;44;20;89;89
2019-09-03 12:45:00;69;182;69;47;18;96;102
2019-09-03 13:00:00;85;185;54;31;13;100;97
2019-09-03 13:15:00;98;183;54;52;18;99;116
2019-09-03 13:30:00;102;185;62;50;18;97;111
2019-09-03 13:45:00;79;163;55;40;13;106;124
2019-09-03 14:00:00;79;164;53;55;29;120;146
2019-09-03 14:15:00;70;172;64;47;23;137;151
2019-09-03 14:30:00;77;192;65;57;21;123;132
2019-09-03 14:45:00;74;169;47;67;19;105;118
2019-09-03 15:00:00;84;206;69;44;19;131;151
2019-09-03 15:15:00;77;194;68;62;15;148;150
2019-09-03 15:30:00;81;203;89;57;23;139;154
2019-09-03 15:45:00;97;207;86;61;30;116;143
2019-09-03 16:00:00;92;205;92;66;22;139;143
2019-09-03 16:15:00;127;166;88;66;21;152;160
2019-09-03 16:30:00;123;208;105;69;26;129;138
2019-09-03 16:45:00;99;187;71;49;23;156;149
2019-09-03 17:00:00;134;222;98;53;24;121;145
2019-09-03 17:15:00;109;214;88;60;21;143;168
2019-09-03 17:30:00;109;222;95;53;20;114;145
2019-09-03 17:45:00;98;187;91;68;18;142;152
2019-09-03 18:00:00;108;224;98;51;16;128;150
2019-09-03 18:15:00;96;237;81;44;25;136;155
2019-09-03 18:30:00;85;172;79;47;20;109;112
2019-09-03 18:45:00;88;174;62;46;18;105;126
2019-09-03 19:00:00;76;173;64;42;15;92;127
2019-09-03 19:15:00;59;160;45;33;13;113;113
2019-09-03 19:30:00;59;160;58;34;13;91;94
2019-09-03 19:45:00;49;136;41;43;12;75;92
2019-09-03 20:00:00;65;154;58;24;14;97;103
2019-09-03 20:15:00;46;125;52;32;11;90;92
2019-09-03 20:30:00;54;125;38;22;12;73;77
2019-09-03 20:45:00;51;119;31;28;8;46;72
2019-09-03 21:00:00;60;130;51;20;10;50;54
2019-09-03 21:15:00;59;125;39;19;6;49;41
2019-09-03 21:30:00;40;95;30;17;5;50;56
2019-09-03 21:45:00;34;74;25;12;3;57;72
2019-09-03 22:00:00;36;80;31;9;5;70;83
2019-09-03 22:15:00;28;65;18;17;1;55;53
2019-09-03 22:30:00;28;69;18;5;3;33;42
2019-09-03 22:45:00;20;66;20;16;6;34;31
2019-09-03 23:00:00;19;47;21;10;3;10;18
2019-09-03 23:15:00;12;32;10;6;5;19;21
2019-09-03 23:30:00;11;34;9;5;2;19;13
2019-09-03 23:45:00;4;22;8;2;1;9;12
