DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DD1);10(DD2);11(TAFGC)
2020-10-05 00:00:00;6;1;0;0;0;5;2;5;1;2;0
2020-10-05 00:15:00;8;2;1;0;0;4;3;4;1;2;0
2020-10-05 00:30:00;3;1;0;0;0;4;6;5;3;5;0
2020-10-05 00:45:00;8;1;1;0;0;3;1;3;1;0;0
2020-10-05 01:00:00;3;0;0;0;0;7;3;7;0;3;0
2020-10-05 01:15:00;4;2;2;0;0;2;3;2;1;0;0
2020-10-05 01:30:00;6;2;3;0;0;3;4;3;0;1;0
2020-10-05 01:45:00;2;0;0;1;0;2;1;2;0;1;0
2020-10-05 02:00:00;4;1;1;0;0;4;2;5;1;2;0
2020-10-05 02:15:00;4;3;1;0;0;5;3;5;2;2;0
2020-10-05 02:30:00;5;1;0;0;0;8;5;8;4;5;0
2020-10-05 02:45:00;3;0;0;0;0;2;1;2;1;2;0
2020-10-05 03:00:00;7;3;4;0;0;5;2;5;4;6;0
2020-10-05 03:15:00;1;2;2;0;0;4;3;4;0;1;0
2020-10-05 03:30:00;4;2;0;0;0;3;2;3;3;5;0
2020-10-05 03:45:00;7;6;5;0;0;2;6;2;2;2;0
2020-10-05 04:00:00;8;0;0;0;0;4;2;4;0;0;0
2020-10-05 04:15:00;11;2;2;0;0;6;1;6;0;1;0
2020-10-05 04:30:00;17;4;2;0;0;12;4;12;1;2;0
2020-10-05 04:45:00;17;6;4;0;0;13;5;13;1;1;0
2020-10-05 05:00:00;49;9;6;0;0;21;6;20;5;7;0
2020-10-05 05:15:00;40;2;1;0;0;28;4;28;3;2;0
2020-10-05 05:30:00;94;2;3;0;0;35;9;36;1;8;0
2020-10-05 05:45:00;95;2;2;1;1;36;8;36;4;6;0
2020-10-05 06:00:00;86;3;3;0;0;53;7;53;5;9;0
2020-10-05 06:15:00;108;2;3;1;0;59;10;60;10;7;0
2020-10-05 06:30:00;185;3;1;0;0;91;5;90;5;2;0
2020-10-05 06:45:00;201;6;2;0;0;75;16;76;2;1;0
2020-10-05 07:00:00;195;4;3;0;1;83;14;83;8;2;1
2020-10-05 07:15:00;235;4;1;1;3;75;15;75;6;5;1
2020-10-05 07:30:00;236;2;1;0;4;85;10;84;2;5;3
2020-10-05 07:45:00;221;1;1;0;1;78;9;78;2;2;0
2020-10-05 08:00:00;174;4;0;0;2;83;17;82;6;5;0
2020-10-05 08:15:00;158;2;1;0;1;68;14;68;12;5;1
2020-10-05 08:30:00;152;3;0;0;3;77;26;78;16;5;0
2020-10-05 08:45:00;125;5;1;0;0;76;21;74;11;6;2
2020-10-05 09:00:00;129;1;1;1;3;56;37;56;18;10;0
2020-10-05 09:15:00;118;1;0;0;3;76;34;75;23;12;0
2020-10-05 09:30:00;113;3;1;0;2;59;45;59;35;13;0
2020-10-05 09:45:00;113;1;0;0;2;71;28;71;40;10;1
2020-10-05 10:00:00;117;3;0;1;0;80;35;80;26;13;1
2020-10-05 10:15:00;125;6;3;0;1;110;34;111;36;11;0
2020-10-05 10:30:00;98;3;2;0;0;91;31;91;39;20;0
2020-10-05 10:45:00;117;0;0;0;3;90;54;90;46;10;0
2020-10-05 11:00:00;116;2;1;0;1;106;44;105;42;11;0
2020-10-05 11:15:00;99;5;1;0;1;100;37;99;46;20;0
2020-10-05 11:30:00;100;3;1;2;4;92;28;93;44;12;0
2020-10-05 11:45:00;97;0;0;0;4;114;19;114;33;9;0
