DATUM;1(TAA);3(DA1);4(DA2);5(DC1);6(DC2);7(DC3);8(DC4)
2020-05-28 00:00:00;0;6;5;7;4;0;0
2020-05-28 00:15:00;0;9;5;11;8;3;3
2020-05-28 00:30:00;0;14;5;5;3;0;0
2020-05-28 00:45:00;0;5;4;6;6;0;0
2020-05-28 01:00:00;0;5;6;8;3;0;0
2020-05-28 01:15:00;0;5;3;9;4;0;0
2020-05-28 01:30:00;0;4;1;4;2;0;0
2020-05-28 01:45:00;0;3;1;7;2;0;0
2020-05-28 02:00:00;0;2;1;5;1;0;0
2020-05-28 02:15:00;0;2;2;4;6;0;0
2020-05-28 02:30:00;0;3;3;5;0;0;0
2020-05-28 02:45:00;0;6;1;5;1;0;0
2020-05-28 03:00:00;0;3;2;8;4;0;0
2020-05-28 03:15:00;0;4;3;10;2;0;0
2020-05-28 03:30:00;0;0;2;3;3;0;0
2020-05-28 03:45:00;0;3;1;5;3;0;0
2020-05-28 04:00:00;0;4;3;10;2;0;0
2020-05-28 04:15:00;0;12;89;11;4;0;0
2020-05-28 04:30:00;0;12;15;14;6;0;0
2020-05-28 04:45:00;0;23;10;10;6;0;0
2020-05-28 05:00:00;0;39;30;27;6;0;0
2020-05-28 05:15:00;1;29;22;10;7;0;0
2020-05-28 05:30:00;0;54;60;33;21;1;1
2020-05-28 05:45:00;0;38;47;37;36;2;2
2020-05-28 06:00:00;0;52;53;50;47;3;3
2020-05-28 06:15:00;2;52;52;52;38;3;3
2020-05-28 06:30:00;0;22;24;20;22;2;2
2020-05-28 06:45:00;8;83;92;60;46;3;3
2020-05-28 07:00:00;8;90;85;43;48;7;7
2020-05-28 07:15:00;17;103;97;56;41;5;6
2020-05-28 07:30:00;11;101;124;72;89;3;3
2020-05-28 07:45:00;6;119;127;78;84;3;3
2020-05-28 08:00:00;2;91;108;78;69;5;6
2020-05-28 08:15:00;13;107;108;70;84;2;2
2020-05-28 08:30:00;0;77;62;51;50;4;4
2020-05-28 08:45:00;59;89;96;80;86;2;2
2020-05-28 09:00:00;4;85;101;103;83;3;3
2020-05-28 09:15:00;0;82;82;91;85;3;3
2020-05-28 09:30:00;0;100;91;97;93;5;5
2020-05-28 09:45:00;4;110;93;111;115;3;3
2020-05-28 10:00:00;85;114;95;110;108;3;3
2020-05-28 10:15:00;3;108;90;93;93;3;3
2020-05-28 10:30:00;6;108;99;101;97;5;4
2020-05-28 10:45:00;13;110;108;119;130;3;4
2020-05-28 11:00:00;15;96;110;97;107;3;3
2020-05-28 11:15:00;9;92;101;117;126;3;3
2020-05-28 11:30:00;5;100;91;105;119;7;7
2020-05-28 11:45:00;13;105;94;95;94;2;2
2020-05-28 12:00:00;3;99;97;98;100;4;4
2020-05-28 12:15:00;6;90;95;108;120;3;3
2020-05-28 12:30:00;10;103;80;116;119;4;4
2020-05-28 12:45:00;3;114;109;114;111;3;3
2020-05-28 13:00:00;9;95;111;99;126;3;3
2020-05-28 13:15:00;14;102;104;108;120;10;10
2020-05-28 13:30:00;15;125;144;109;127;6;6
2020-05-28 13:45:00;9;99;113;121;120;2;2
2020-05-28 14:00:00;20;106;109;104;115;4;4
2020-05-28 14:15:00;42;115;105;130;152;3;3
2020-05-28 14:30:00;25;104;103;126;152;5;5
2020-05-28 14:45:00;5;115;101;119;129;5;5
2020-05-28 15:00:00;15;111;107;119;122;4;4
2020-05-28 15:15:00;15;99;96;133;141;3;3
2020-05-28 15:30:00;33;115;113;126;146;4;4
2020-05-28 15:45:00;18;106;116;130;152;5;5
2020-05-28 16:00:00;29;110;103;120;141;4;4
2020-05-28 16:15:00;17;117;104;139;156;2;2
2020-05-28 16:30:00;19;112;119;140;168;4;4
2020-05-28 16:45:00;19;111;113;143;177;5;5
2020-05-28 17:00:00;8;104;101;117;146;5;5
2020-05-28 17:15:00;7;100;109;141;183;2;2
2020-05-28 17:30:00;8;112;104;124;162;5;5
2020-05-28 17:45:00;23;101;107;131;142;4;4
2020-05-28 18:00:00;7;95;109;120;141;4;4
2020-05-28 18:15:00;7;77;91;140;149;2;2
2020-05-28 18:30:00;2;80;81;100;104;6;6
2020-05-28 18:45:00;9;90;98;100;98;3;3
2020-05-28 19:00:00;21;73;80;123;98;3;3
2020-05-28 19:15:00;5;74;69;86;80;4;3
2020-05-28 19:30:00;4;65;56;64;72;4;5
2020-05-28 19:45:00;9;68;64;73;64;2;2
2020-05-28 20:00:00;0;52;73;94;62;3;3
2020-05-28 20:15:00;0;50;54;80;67;2;2
2020-05-28 20:30:00;0;51;36;65;45;3;3
2020-05-28 20:45:00;1;45;50;60;44;1;1
2020-05-28 21:00:00;4;50;37;53;41;3;3
2020-05-28 21:15:00;0;44;41;48;35;1;1
2020-05-28 21:30:00;2;30;22;46;37;1;1
2020-05-28 21:45:00;2;33;23;51;38;1;1
2020-05-28 22:00:00;0;28;37;73;60;2;2
2020-05-28 22:15:00;0;32;24;62;68;2;2
2020-05-28 22:30:00;0;18;17;31;29;2;2
2020-05-28 22:45:00;0;13;2;23;19;1;1
2020-05-28 23:00:00;1;17;13;27;10;2;2
2020-05-28 23:15:00;0;19;17;21;10;1;1
2020-05-28 23:30:00;0;14;1;17;8;1;1
2020-05-28 23:45:00;0;9;8;18;6;0;0
