DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(TAC);6(DEG12);7(DEG13);8(DEG14);9(DEG15)
2019-09-02 00:00:00;8;1;0;4;0;10;1;0;0
2019-09-02 00:15:00;10;1;0;1;0;14;1;0;0
2019-09-02 00:30:00;2;0;0;4;0;12;0;0;0
2019-09-02 00:45:00;9;0;0;5;0;14;1;0;0
2019-09-02 01:00:00;2;1;0;3;0;12;1;0;0
2019-09-02 01:15:00;6;1;0;4;0;14;1;0;0
2019-09-02 01:30:00;1;2;0;5;0;12;1;0;0
2019-09-02 01:45:00;5;0;0;1;0;13;0;0;0
2019-09-02 02:00:00;2;0;0;1;0;12;1;0;0
2019-09-02 02:15:00;4;3;0;1;0;14;1;0;0
2019-09-02 02:30:00;3;2;0;3;0;12;1;0;0
2019-09-02 02:45:00;4;2;0;4;0;14;1;0;0
2019-09-02 03:00:00;3;2;0;3;0;12;0;0;0
2019-09-02 03:15:00;1;0;0;2;0;13;1;0;0
2019-09-02 03:30:00;6;2;0;3;0;12;1;0;0
2019-09-02 03:45:00;7;3;0;3;0;14;1;0;0
2019-09-02 04:00:00;5;1;0;4;0;12;1;0;0
2019-09-02 04:15:00;4;2;0;2;0;14;0;0;0
2019-09-02 04:30:00;5;0;1;11;0;12;1;0;0
2019-09-02 04:45:00;28;1;1;7;0;14;1;0;0
2019-09-02 05:00:00;39;6;0;25;0;9;1;0;0
2019-09-02 05:15:00;88;7;2;54;0;10;0;0;0
2019-09-02 05:30:00;90;8;1;66;0;10;1;0;0
2019-09-02 05:45:00;129;12;1;84;0;10;0;0;0
2019-09-02 06:00:00;79;11;2;66;0;10;1;0;0
2019-09-02 06:15:00;127;13;4;115;0;10;1;0;0
2019-09-02 06:30:00;99;18;6;168;0;10;0;0;0
2019-09-02 06:45:00;81;16;10;153;3;10;1;0;0
2019-09-02 07:00:00;107;17;8;156;0;10;1;0;0
2019-09-02 07:15:00;87;20;5;164;0;10;0;0;0
2019-09-02 07:30:00;100;15;14;152;0;10;1;0;0
2019-09-02 07:45:00;108;18;8;176;0;10;0;0;0
2019-09-02 08:00:00;112;10;6;128;7;10;1;0;0
2019-09-02 08:15:00;96;10;11;141;0;10;1;0;0
2019-09-02 08:30:00;125;20;12;137;8;10;0;0;0
2019-09-02 08:45:00;108;14;8;129;0;10;1;0;0
2019-09-02 09:00:00;99;19;8;106;4;12;1;0;0
2019-09-02 09:15:00;99;24;15;122;0;13;0;0;0
2019-09-02 09:30:00;87;22;13;127;10;13;1;0;0
2019-09-02 09:45:00;97;17;13;109;0;13;1;0;0
2019-09-02 10:00:00;73;21;20;141;1;13;0;0;0
2019-09-02 10:15:00;101;13;19;112;4;13;1;0;0
2019-09-02 10:30:00;88;16;20;116;0;13;1;0;0
2019-09-02 10:45:00;70;17;20;107;11;12;0;0;0
2019-09-02 11:00:00;80;6;12;86;4;12;0;0;0
2019-09-02 11:15:00;96;17;19;113;62;13;1;0;0
2019-09-02 11:30:00;98;11;16;120;0;13;0;0;0
2019-09-02 11:45:00;119;11;17;107;3;13;1;0;0
2019-09-02 12:00:00;129;12;27;95;0;13;1;0;0
2019-09-02 12:15:00;113;8;17;105;1;13;1;0;0
2019-09-02 12:30:00;103;13;14;92;0;12;0;0;0
2019-09-02 12:45:00;114;17;17;97;3;13;1;0;0
2019-09-02 13:00:00;101;16;13;106;3;13;1;0;0
2019-09-02 13:15:00;118;20;17;101;12;9;0;0;0
2019-09-02 13:30:00;114;20;12;127;5;10;1;0;0
2019-09-02 13:45:00;114;22;18;149;1;10;1;0;0
2019-09-02 14:00:00;132;11;19;135;2;10;0;0;0
2019-09-02 14:15:00;124;25;20;143;3;10;1;0;0
2019-09-02 14:30:00;127;19;22;155;11;10;1;0;0
2019-09-02 14:45:00;112;23;18;174;34;10;0;0;0
2019-09-02 15:00:00;111;29;24;165;6;10;1;0;0
2019-09-02 15:15:00;149;29;19;153;0;10;0;0;0
2019-09-02 15:30:00;119;25;24;182;1;10;1;0;0
2019-09-02 15:45:00;125;26;13;159;6;10;1;0;0
2019-09-02 16:00:00;170;22;22;152;5;10;0;0;0
2019-09-02 16:15:00;159;24;24;150;2;10;1;0;0
2019-09-02 16:30:00;150;25;17;161;2;10;1;0;0
2019-09-02 16:45:00;148;11;23;152;7;10;0;0;0
2019-09-02 17:00:00;141;22;27;172;3;10;1;0;0
2019-09-02 17:15:00;165;27;24;175;4;10;0;0;0
2019-09-02 17:30:00;128;20;38;168;11;10;1;0;0
2019-09-02 17:45:00;136;22;31;148;0;10;1;0;0
2019-09-02 18:00:00;121;13;23;128;2;10;0;0;0
2019-09-02 18:15:00;126;5;18;122;0;10;1;0;0
2019-09-02 18:30:00;102;15;18;125;4;10;1;0;0
2019-09-02 18:45:00;89;11;11;95;1;10;0;0;0
2019-09-02 19:00:00;95;19;11;72;0;10;1;0;0
2019-09-02 19:15:00;92;9;5;73;1;10;0;0;0
2019-09-02 19:30:00;67;7;5;63;0;10;1;0;0
2019-09-02 19:45:00;87;10;3;53;0;10;1;0;0
2019-09-02 20:00:00;62;6;20;65;0;12;0;0;0
2019-09-02 20:15:00;52;7;3;51;0;13;1;0;0
2019-09-02 20:30:00;52;4;0;41;0;12;1;0;0
2019-09-02 20:45:00;74;3;1;41;0;14;1;0;0
2019-09-02 21:00:00;76;3;1;35;0;12;1;0;0
2019-09-02 21:15:00;90;9;2;57;0;13;0;0;0
2019-09-02 21:30:00;55;3;1;58;0;12;1;0;0
2019-09-02 21:45:00;52;14;0;78;0;14;1;0;0
2019-09-02 22:00:00;51;6;1;45;0;10;1;0;0
2019-09-02 22:15:00;40;8;0;26;0;10;0;0;0
2019-09-02 22:30:00;31;6;1;23;0;10;1;0;0
2019-09-02 22:45:00;24;5;0;9;0;13;1;0;0
2019-09-02 23:00:00;17;3;0;7;0;12;0;0;0
2019-09-02 23:15:00;17;3;0;10;0;13;1;0;0
2019-09-02 23:30:00;9;2;1;7;0;12;1;0;0
2019-09-02 23:45:00;7;2;0;6;0;14;1;0;0
