DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-08-04 00:00:00;20;16;0;0;0;0;0
2020-08-04 00:15:00;21;9;0;0;0;0;0
2020-08-04 00:30:00;11;4;0;0;0;0;0
2020-08-04 00:45:00;14;11;1;1;0;0;0
2020-08-04 01:00:00;10;7;0;0;0;0;0
2020-08-04 01:15:00;12;14;0;0;0;0;0
2020-08-04 01:30:00;5;13;0;0;0;0;0
2020-08-04 01:45:00;9;6;0;0;0;0;0
2020-08-04 02:00:00;5;8;0;0;0;0;0
2020-08-04 02:15:00;15;10;0;0;0;0;0
2020-08-04 02:30:00;7;7;1;1;0;0;0
2020-08-04 02:45:00;5;10;0;0;0;0;0
2020-08-04 03:00:00;6;11;0;0;0;0;0
2020-08-04 03:15:00;5;6;0;0;0;0;0
2020-08-04 03:30:00;5;5;0;0;0;0;0
2020-08-04 03:45:00;9;5;0;0;0;0;0
2020-08-04 04:00:00;6;5;0;0;0;0;0
2020-08-04 04:15:00;8;18;1;1;0;0;0
2020-08-04 04:30:00;16;10;0;0;0;0;0
2020-08-04 04:45:00;9;17;0;0;0;0;0
2020-08-04 05:00:00;21;19;1;1;0;0;0
2020-08-04 05:15:00;43;42;0;0;0;0;0
2020-08-04 05:30:00;67;39;1;1;0;0;0
2020-08-04 05:45:00;105;56;4;4;0;0;0
2020-08-04 06:00:00;62;57;4;4;0;0;0
2020-08-04 06:15:00;86;96;1;1;0;0;0
2020-08-04 06:30:00;149;100;3;3;0;0;0
2020-08-04 06:45:00;164;136;3;3;1;0;0
2020-08-04 07:00:00;148;116;5;5;0;0;0
2020-08-04 07:15:00;169;132;7;7;4;0;0
2020-08-04 07:30:00;198;175;14;14;1;0;0
2020-08-04 07:45:00;200;156;11;11;0;0;0
2020-08-04 08:00:00;147;132;7;7;7;0;0
2020-08-04 08:15:00;150;143;7;7;0;0;0
2020-08-04 08:30:00;165;161;3;3;1;0;0
2020-08-04 08:45:00;189;139;7;7;6;0;0
2020-08-04 09:00:00;163;136;4;4;0;0;0
2020-08-04 09:15:00;162;134;6;6;0;0;0
2020-08-04 09:30:00;155;159;10;10;1;0;0
2020-08-04 09:45:00;194;143;7;7;5;0;0
2020-08-04 10:00:00;190;163;7;7;1;0;0
2020-08-04 10:15:00;234;172;8;8;10;0;0
2020-08-04 10:30:00;215;194;9;9;10;0;0
2020-08-04 10:45:00;207;176;18;18;9;0;0
2020-08-04 11:00:00;211;200;8;8;4;0;0
2020-08-04 11:15:00;225;190;17;17;0;0;0
2020-08-04 11:30:00;199;180;11;11;4;0;0
2020-08-04 11:45:00;206;200;9;9;17;0;0
2020-08-04 12:00:00;192;196;9;9;12;0;0
2020-08-04 12:15:00;203;221;4;4;1;0;0
2020-08-04 12:30:00;205;182;6;6;0;0;0
2020-08-04 12:45:00;206;186;10;10;0;0;0
2020-08-04 13:00:00;192;171;6;6;4;0;0
2020-08-04 13:15:00;233;215;9;9;0;0;0
2020-08-04 13:30:00;213;178;8;8;6;0;0
2020-08-04 13:45:00;216;189;6;6;6;0;0
2020-08-04 14:00:00;213;215;6;6;9;0;0
2020-08-04 14:15:00;222;194;9;9;2;0;0
2020-08-04 14:30:00;211;183;13;13;40;0;0
2020-08-04 14:45:00;215;213;7;7;8;0;0
2020-08-04 15:00:00;236;205;5;5;4;0;0
2020-08-04 15:15:00;226;209;9;9;0;0;0
2020-08-04 15:30:00;216;192;12;12;0;0;0
2020-08-04 15:45:00;266;211;7;7;7;0;0
2020-08-04 16:00:00;222;202;8;8;2;0;0
2020-08-04 16:15:00;238;229;5;5;5;0;0
2020-08-04 16:30:00;227;226;9;9;3;0;0
2020-08-04 16:45:00;219;218;11;11;4;0;0
2020-08-04 17:00:00;231;242;14;14;28;0;0
2020-08-04 17:15:00;242;217;9;9;8;0;0
2020-08-04 17:30:00;237;200;8;8;6;0;0
2020-08-04 17:45:00;232;208;10;10;4;0;0
2020-08-04 18:00:00;206;217;12;12;4;0;0
2020-08-04 18:15:00;215;184;6;6;4;0;0
2020-08-04 18:30:00;200;179;3;3;6;0;0
2020-08-04 18:45:00;153;188;5;5;1;0;0
2020-08-04 19:00:00;150;155;8;8;2;0;0
2020-08-04 19:15:00;153;151;9;9;0;0;0
2020-08-04 19:30:00;121;140;1;1;4;0;0
2020-08-04 19:45:00;110;137;10;10;3;0;0
2020-08-04 20:00:00;126;167;5;5;2;0;0
2020-08-04 20:15:00;79;119;4;4;3;0;0
2020-08-04 20:30:00;66;87;4;4;0;0;0
2020-08-04 20:45:00;80;85;4;4;0;0;0
2020-08-04 21:00:00;81;85;6;6;0;0;0
2020-08-04 21:15:00;72;74;9;9;0;0;0
2020-08-04 21:30:00;69;59;4;4;0;0;0
2020-08-04 21:45:00;58;89;0;0;0;0;0
2020-08-04 22:00:00;64;56;0;0;0;0;0
2020-08-04 22:15:00;42;55;1;1;0;0;0
2020-08-04 22:30:00;51;44;2;2;0;0;0
2020-08-04 22:45:00;40;41;0;0;0;0;0
2020-08-04 23:00:00;30;34;2;2;0;0;0
2020-08-04 23:15:00;34;24;1;1;0;0;0
2020-08-04 23:30:00;17;29;0;0;0;0;0
