DATUM;1(DA1);2(DA2);3(DB1);4(DD1);5(DD2);6(DE1);7(DC1);8(DC2);9(DF2);10(DF1)
2020-05-28 00:00:00;4;4;1;4;6;2;7;5;4;5
2020-05-28 00:15:00;7;9;0;10;13;1;12;6;9;5
2020-05-28 00:30:00;4;12;0;11;10;0;8;13;11;3
2020-05-28 00:45:00;6;3;0;5;4;1;3;5;3;5
2020-05-28 01:00:00;5;3;2;8;7;1;7;6;3;5
2020-05-28 01:15:00;3;2;0;1;2;2;2;4;3;3
2020-05-28 01:30:00;2;2;1;3;3;2;3;3;3;2
2020-05-28 01:45:00;5;1;0;5;3;1;4;3;2;4
2020-05-28 02:00:00;7;6;1;3;1;0;1;3;8;7
2020-05-28 02:15:00;5;3;0;4;3;1;3;3;0;4
2020-05-28 02:30:00;3;3;0;1;2;1;2;3;2;1
2020-05-28 02:45:00;4;3;1;3;2;1;2;1;2;3
2020-05-28 03:00:00;5;7;1;2;1;1;1;1;7;4
2020-05-28 03:15:00;3;3;0;3;2;1;2;2;4;1
2020-05-28 03:30:00;3;1;1;1;2;0;2;1;1;3
2020-05-28 03:45:00;0;0;0;3;1;2;2;2;0;0
2020-05-28 04:00:00;3;2;1;1;2;0;2;1;2;3
2020-05-28 04:15:00;4;0;0;2;4;0;4;2;1;4
2020-05-28 04:30:00;8;8;0;9;4;2;4;5;7;5
2020-05-28 04:45:00;8;8;3;8;11;3;12;10;10;8
2020-05-28 05:00:00;17;8;1;11;25;7;29;10;11;13
2020-05-28 05:15:00;20;12;2;20;35;7;37;20;15;19
2020-05-28 05:30:00;37;20;3;25;50;21;57;32;20;37
2020-05-28 05:45:00;28;27;6;35;53;15;58;43;25;26
2020-05-28 06:00:00;30;69;1;45;58;12;66;46;48;34
2020-05-28 06:15:00;22;61;5;54;60;28;73;51;36;35
2020-05-28 06:30:00;6;26;1;23;26;10;24;32;19;10
2020-05-28 06:45:00;33;60;1;96;85;25;90;96;40;27
2020-05-28 07:00:00;46;62;10;101;105;28;108;110;41;42
2020-05-28 07:15:00;40;65;15;127;118;20;115;163;43;37
2020-05-28 07:30:00;32;78;16;114;117;25;112;130;51;39
2020-05-28 07:45:00;60;116;15;93;123;41;120;103;84;61
2020-05-28 08:00:00;38;70;19;76;81;27;77;75;57;39
2020-05-28 08:15:00;21;70;11;57;82;23;84;62;57;36
2020-05-28 08:30:00;31;72;12;65;72;28;87;72;49;37
2020-05-28 08:45:00;40;79;17;48;75;20;78;54;50;41
2020-05-28 09:00:00;42;74;12;44;65;25;77;48;48;41
2020-05-28 09:15:00;31;74;11;54;80;23;86;60;49;36
2020-05-28 09:30:00;40;90;19;52;80;22;92;48;55;54
2020-05-28 09:45:00;42;77;18;59;71;21;87;55;49;51
2020-05-28 10:00:00;37;100;14;57;66;26;75;58;73;42
2020-05-28 10:15:00;51;105;14;46;72;17;84;46;74;48
2020-05-28 10:30:00;47;105;25;90;71;29;82;76;64;56
2020-05-28 10:45:00;38;118;20;63;91;30;105;62;76;52
2020-05-28 11:00:00;45;100;13;64;69;23;79;63;65;47
2020-05-28 11:15:00;55;108;17;51;80;21;85;48;78;52
2020-05-28 11:30:00;63;119;15;57;88;32;99;52;87;67
2020-05-28 11:45:00;67;108;66;54;68;15;67;47;67;55
2020-05-28 12:00:00;59;108;15;49;80;25;90;56;74;64
2020-05-28 12:15:00;54;110;18;54;75;17;77;56;75;55
2020-05-28 12:30:00;67;103;19;54;66;28;77;60;77;53
2020-05-28 12:45:00;71;114;15;63;71;19;76;66;82;52
2020-05-28 13:00:00;71;126;15;63;87;28;98;67;96;69
2020-05-28 13:15:00;55;110;25;70;92;20;95;64;77;62
2020-05-28 13:30:00;58;125;13;79;89;26;97;92;84;63
2020-05-28 13:45:00;62;122;17;89;88;19;90;96;88;57
2020-05-28 14:00:00;59;117;16;68;84;21;94;66;81;70
2020-05-28 14:15:00;103;129;14;66;84;29;94;57;103;67
2020-05-28 14:30:00;57;136;28;63;82;17;82;73;99;65
2020-05-28 14:45:00;65;149;14;75;94;32;98;78;113;61
2020-05-28 15:00:00;82;155;18;59;83;26;92;54;116;77
2020-05-28 15:15:00;76;154;16;74;81;25;83;65;119;83
2020-05-28 15:30:00;76;127;29;71;89;28;95;75;94;77
2020-05-28 15:45:00;66;143;19;75;87;29;97;52;98;75
2020-05-28 16:00:00;77;156;28;71;97;24;105;70;126;82
2020-05-28 16:15:00;74;141;19;75;95;25;98;66;105;76
2020-05-28 16:30:00;89;162;24;73;97;22;102;61;122;87
